Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
24/1/2020,, DIECIOCHO DE MAYO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, DURAZNO, DURAZNO, 1, 544345, 6307465 
24/1/2020,, AVENIDA GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 575040, 6140445 
24/1/2020,, NO SE INGRESO, CAÍDA, LEVE, VIERNES, 16, CANELONES, BARROS BLANCOS, 1, 594550, 6154030 
24/1/2020,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 14, CANELONES, AEROPUERTO INTERNACIONAL DE CARRASCO, 1, 590630, 6146255 
24/1/2020,, DOCTOR EVARISTO G. CIGANDA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, SAN JOSE, SAN JOSE DE MAYO, 1, 526305, 6199975 
24/1/2020,, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, RIVERA, RIVERA, 1, 639310, 6580005 
24/1/2020,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 20, MONTEVIDEO, MONTEVIDEO, 1, 576410, 6141380 
24/1/2020,, AVENIDA GENERAL FLORES, CAÍDA, GRAVE, VIERNES, 6, LAVALLEJA, MINAS, 1, 661485, 6195420 
24/1/2020,, RAMBLA LOS FUNDADORES, DESPISTE, LEVE, VIERNES, 23, COLONIA, BLANCA ARENA, 1, 472425, 6189390 
25/1/2020,, AVENIDA ESPAÑA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 7, MALDONADO, PINARES - LAS DELICIAS, 1, 685875, 6134800 
25/1/2020,, AVENIDA MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 1, SALTO, SALTO, 1, 412005, 6527105 
25/1/2020,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 10, RIVERA, RIVERA, 1, 639490, 6580490 
25/1/2020,, CONCILIACION, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 11, MONTEVIDEO, MONTEVIDEO, 1, 570760, 6142155 
25/1/2020,, DIECINUEVE DE ABRIL, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 14, SALTO, SALTO, 1, 407450, 6527390 
25/1/2020,, AVENIDA GENERAL RIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 17, MONTEVIDEO, MONTEVIDEO, 1, 576015, 6137495 
25/1/2020,, ALBERTO ZUM FELDE, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 20, MONTEVIDEO, MONTEVIDEO, 1, 582185, 6140065 
17/5/2020,, SIN DATOS, DESPISTE, GRAVE, DOMINGO, 22, TACUAREMBO, SIN DATOS, 1, 595625, 6486565 
26/1/2020,, RUTA VEINTICINCO, DESPISTE, SIN LESIONADOS, DOMINGO, 7, RIO NEGRO, SIN DATOS, 1, 454585, 6396930 
26/1/2020,, AACCESO A TERMAS DE ARAPEY, DESPISTE, LEVE, DOMINGO, 8, SALTO, SIN DATOS, 1, 443940, 6582385 
26/1/2020,, JUAN ORTIZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 10, TREINTA Y TRES, TREINTA Y TRES, 1, 744205, 6319290 
26/1/2020,, ANDRESITO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 12, PAYSANDU, PAYSANDU, 1, 399800, 6425370 
26/1/2020,, DE LAS OLAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 17, MALDONADO, FARO JOSE IGNACIO, 1, 715695, 6142045 
1/2/2020,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 13, COLONIA, SIN DATOS, 1, 420515, 6201240 
1/2/2020,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 1, MONTEVIDEO, MONTEVIDEO, 1, 574395, 6143335 
1/2/2020,, ZAPICAN, ATROPELLO DE ANIMALES, GRAVE, SÁBADO, 21, COLONIA, JUAN LACAZE, 1, 460130, 6189935 
1/2/2020,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, MONTEVIDEO, MONTEVIDEO, 1, 576200, 6141075 
1/2/2020,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 23, CANELONES, SIN DATOS, 1, 571265, 6157245 
2/2/2020,, DURAZNO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 10, MONTEVIDEO, MONTEVIDEO, 1, 573610, 6136550 
2/2/2020,, DOCTOR ANDRES ROMERO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 13, FLORIDA, SARANDI GRANDE, 1, 562905, 6268120 
2/2/2020,, DOCTOR FLORENTINO FELIPPONE, CAÍDA, GRAVE, DOMINGO, 14, PAYSANDU, PAYSANDU, 1, 399055, 6424595 
2/2/2020,, NO SE INGRESO, DESPISTE, LEVE, DOMINGO, 17, TACUAREMBO, SIN DATOS, 1, 644550, 6472375 
3/2/2020,, ZOILO DE SIMONE, ATROPELLO DE ANIMALES, LEVE, LUNES, 7, CANELONES, SAN RAMON, 1, 595595, 6205225 
3/2/2020,, DOCTOR FRANCISCO GOYEN, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 11, MONTEVIDEO, MONTEVIDEO, 1, 574345, 6143385 
3/2/2020,, AVENIDA GENERAL JOSE GERVASIO ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 10, ARTIGAS, ARTIGAS, 1, 550035, 6635620 
3/2/2020,, NO SE INGRESO, DESPISTE, LEVE, LUNES, 13, CANELONES, SIN DATOS, 1, 597875, 6167290 
3/2/2020,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, FLORIDA, SIN DATOS, 1, 572460, 6211150 
3/2/2020,, PARADA 4 LLEGANDO A ROTA 15 , COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, ROCHA, SIN DATOS, 1, 759630, 6163650 
3/2/2020,, AVENIDA DOCTOR CARLOS MARIA RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 570245, 6141950 
3/2/2020,, AVENIDA ENRIQUE LEGRAND, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 582285, 6138820 
3/2/2020,,  PANCHO LOPEZ, CAÍDA, LEVE, LUNES, 18, FLORES, TRINIDAD, 1, 509275, 6290220 
24/5/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 1, CANELONES, BARROS BLANCOS, 1, 589190, 6151980 
3/2/2020,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 21, SAN JOSE, SAN JOSE DE MAYO, 1, 526090, 6200885 
4/2/2020,, AVENIDA GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, MONTEVIDEO, MONTEVIDEO, 1, 575080, 6140505 
4/2/2020,, VILLANUEVA SARAVIA PINTOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 14, CERRO LARGO, MELO, 1, 766710, 6415685 
4/2/2020,, RIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, CANELONES, SANTA LUCIA, 1, 555990, 6187300 
4/2/2020,, AVENIDA AGRACIADA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 21, MONTEVIDEO, MONTEVIDEO, 1, 571330, 6142575 
4/2/2020,, ZORRILLA DE SAN MARTIN, DESPISTE, LEVE, MARTES, 20, COLONIA, CARMELO, 1, 381205, 6237125 
5/2/2020,, EJIDO, CAÍDA, LEVE, MIÉRCOLES, 9, CERRO LARGO, MELO, 1, 766935, 6415675 
5/2/2020,, AVENIDA DOCTOR SANTIN CARLOS ROSSI, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 14, MONTEVIDEO, MONTEVIDEO, 1, 568270, 6141525 
5/2/2020,, AV. WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 16, PAYSANDU, PAYSANDU, 1, 399530, 6424780 
5/2/2020,, CAMINO CORRALES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, MONTEVIDEO, MONTEVIDEO, 1, 576645, 6143935 
5/2/2020,, PARAGUAY, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, MONTEVIDEO, MONTEVIDEO, 1, 573575, 6139615 
5/2/2020,, SEGOVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, MONTEVIDEO, MONTEVIDEO, 1, 582105, 6139225 
5/2/2020,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, MONTEVIDEO, MONTEVIDEO, 1, 580040, 6139130 
6/2/2020,, PAYSANDU, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 11, MONTEVIDEO, MONTEVIDEO, 1, 574045, 6137530 
6/2/2020,, ALFREDO PUIG, CAÍDA, LEVE, JUEVES, 12, FLORES, TRINIDAD, 1, 509620, 6291295 
6/2/2020,, DON BOSCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 11, SORIANO, MERCEDES, 1, 404080, 6319740 
6/2/2020,, MANUEL FREIRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 13, MALDONADO, PIRIAPOLIS, 1, 657855, 6140910 
6/2/2020,,  FLORIDA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 13, TREINTA Y TRES, SIN DATOS, 1, 674400, 6335525 
26/1/2020,, RUTA 18 KM 17 TRAMO LAGO MERIN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 17, CERRO LARGO, SIN DATOS, 1, 847820, 6373560 
26/1/2020,, BOULEVARD APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 22, MONTEVIDEO, MONTEVIDEO, 1, 580010, 6145385 
27/1/2020,, AVENIDA BRASIL, ATROPELLO DE ANIMALES, LEVE, LUNES, 1, RIVERA, RIVERA, 1, 640650, 6579390 
26/1/2020,, NO SE INGRESO, CAÍDA, LEVE, DOMINGO, 23, CANELONES, SIN DATOS, 1, 615135, 6152720 
27/1/2020,, AVENIDA OCHO DE OCTUBRE, DESPISTE, LEVE, LUNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 576735, 6138895 
27/1/2020,, BOULEVARD GENERAL JOSE G. ARTIGAS, CAÍDA, LEVE, LUNES, 14, MALDONADO, MALDONADO, 1, 687090, 6137105 
27/1/2020,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 16, COLONIA, SIN DATOS, 1, 470215, 6200935 
27/1/2020,, CAMINO LA TABLA , DESPISTE, LEVE, LUNES, 10, SORIANO, SIN DATOS, 1, 449230, 6314890 
27/1/2020,, SAUCE, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 16, CANELONES, SIN DATOS, 1, 573225, 6157655 
27/1/2020,, VIGO, ATROPELLO DE PEATÓN, LEVE, LUNES, 11, MONTEVIDEO, MONTEVIDEO, 1, 568760, 6140610 
27/1/2020,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 21, MONTEVIDEO, MONTEVIDEO, 1, 573740, 6142400 
27/1/2020,, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 19, SALTO, SALTO, 1, 407865, 6527330 
27/1/2020,, JUJUY, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 20, MONTEVIDEO, MONTEVIDEO, 1, 573415, 6139855 
28/1/2020,, NO SE INGRESO, DESPISTE, LEVE, MARTES, 4, CANELONES, SIN DATOS, 1, 607775, 6187190 
28/1/2020,, RAMBLA REPUBLICA DE FRANCIA, DESPISTE, LEVE, MARTES, 6, MONTEVIDEO, MONTEVIDEO, 1, 572645, 6136615 
27/1/2020,, OSVALDO CRUZ, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, LUNES, 11, MONTEVIDEO, MONTEVIDEO, 1, 578815, 6142925 
28/1/2020,, AVENIDA AGRACIADA, CAÍDA, LEVE, MARTES, 4, MONTEVIDEO, MONTEVIDEO, 1, 573425, 6140195 
28/1/2020,, MANUEL HERRERA Y OBES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, MONTEVIDEO, MONTEVIDEO, 1, 569980, 6142960 
28/1/2020,, BARTOLOME MITRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, MONTEVIDEO, MONTEVIDEO, 1, 572885, 6137125 
28/1/2020,, AV. CIRCUNVALACION, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 10, CANELONES, ATLANTIDA, 1, 612970, 6151610 
28/1/2020,, GONZALO PENELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, CANELONES, SAN RAMON, 1, 596640, 6205270 
28/1/2020,, JACINTO MARIA ALVARIZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, MALDONADO, SAN CARLOS, 1, 690220, 6148315 
28/1/2020,, LIBERTOS Y GAUCHOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 16, CERRO LARGO, MELO, 1, 769370, 6415150 
28/1/2020,, CONTINIACION AVENIDA BRAZIL, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, MARTES, 15, TREINTA Y TRES, VILLA SARA, 1, 741965, 6318410 
28/1/2020,, WILSON FERREIRA ALDUNATE, ATROPELLO DE PEATÓN, LEVE, MARTES, 17, MALDONADO, PINARES - LAS DELICIAS, 1, 684860, 6136640 
29/1/2020,, CLAUDIO WILLIMAN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 0, LAVALLEJA, MINAS, 1, 661755, 6194820 
29/1/2020,, AVENIDA AGRACIADA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 8, MONTEVIDEO, MONTEVIDEO, 1, 573620, 6139620 
29/1/2020,, CAMINO AL PASO DEL ANDALUZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 11, MONTEVIDEO, MONTEVIDEO, 1, 579820, 6148940 
29/1/2020,, PINTA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 8, MONTEVIDEO, MONTEVIDEO, 1, 568920, 6149150 
29/1/2020,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, CAÍDA, GRAVE, MIÉRCOLES, 15, MONTEVIDEO, MONTEVIDEO, 1, 576215, 6141585 
29/1/2020,, ISLA DE FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, MONTEVIDEO, MONTEVIDEO, 1, 574655, 6136540 
29/1/2020,, TREINTA Y TRES ORIENTALES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 18, PAYSANDU, PAYSANDU, 1, 398150, 6426000 
29/1/2020,, COLON, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 18, COLONIA, NUEVA HELVECIA, 1, 478635, 6205920 
29/1/2020,, RICARDO AGUERRE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 18, MALDONADO, PINARES - LAS DELICIAS, 1, 682995, 6136960 
30/1/2020,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 6, SORIANO, MERCEDES, 1, 405270, 6319815 
30/1/2020,, GRITO DE ASENCIO, CAÍDA, LEVE, JUEVES, 11, SALTO, SALTO, 1, 408290, 6527525 
30/1/2020,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, CAÍDA, LEVE, JUEVES, 17, MALDONADO, CERRO PELADO, 1, 685240, 6137820 
30/1/2020,, GUSTAVO NICOLICH, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, CANELONES, COLONIA NICOLICH, 1, 587680, 6147370 
30/1/2020,, PAYSANDU, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, RIVERA, RIVERA, 1, 638760, 6581435 
11/6/2020,, RAMBLA O HIGGINS, DESPISTE, LEVE, JUEVES, 14, MONTEVIDEO, MONTEVIDEO, 1, 583105, 6138230 
30/1/2020,, RUTA CIENTODOS - PERIMETRAL, CAÍDA, LEVE, JUEVES, 21, MONTEVIDEO, MONTEVIDEO, 1, 580680, 6149440 
30/1/2020,, MANUEL ORIBE, CAÍDA, LEVE, JUEVES, 22, SAN JOSE, SAN JOSE DE MAYO, 1, 527045, 6199355 
31/1/2020,, MANUEL MELENDEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 11, TREINTA Y TRES, TREINTA Y TRES, 1, 743285, 6320125 
31/1/2020,, RAMAL RUTA 5, CAÍDA, GRAVE, VIERNES, 12, FLORIDA, SIN DATOS, 1, 561535, 6218945 
31/1/2020,, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 19, MONTEVIDEO, MONTEVIDEO, 1, 572790, 6140805 
1/2/2020,, CARLOS ROXLO, CAÍDA, GRAVE, SÁBADO, 4, CERRO LARGO, MELO, 1, 768385, 6415410 
1/2/2020,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, SÁBADO, 10, ROCHA, SIN DATOS, 1, 806165, 6218900 
1/2/2020,, RUTA 26, DESPISTE, LEVE, SÁBADO, 11, CERRO LARGO, SIN DATOS, 1, 841560, 6385120 
1/2/2020,, DIEGO LAMAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 1, SALTO, SALTO, 1, 408845, 6527715 
1/2/2020,, ZAPICAN, DESPISTE, SIN LESIONADOS, SÁBADO, 7, COLONIA, JUAN LACAZE, 1, 460140, 6189290 
1/2/2020,, DOCTOR GUSTAVO GALLINAL, DESPISTE, SIN LESIONADOS, SÁBADO, 13, MONTEVIDEO, MONTEVIDEO, 1, 576095, 6140725 
1/2/2020,, MATHEO MOLERAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, MALDONADO, MALDONADO, 1, 687875, 6136715 
1/2/2020,, ARGENTINA (CALLE 1), DESPISTE, LEVE, SÁBADO, 14, ARTIGAS, CERRO EJIDO, 1, 551245, 6633920 
1/2/2020,,  AVENIDA CORONEL CARLOS LECUEDER, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 19, ARTIGAS, ARTIGAS, 1, 552005, 6637410 
1/2/2020,, JUAN CHUA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 21, SALTO, CONSTITUCION, 1, 419550, 6562225 
1/2/2020,, RUTA 79 KM 81, CAÍDA, GRAVE, SÁBADO, 21, SAN JOSE, SIN DATOS, 1, 552880, 6189675 
1/2/2020,, RUTA 7 KM 286, DESPISTE, SIN LESIONADOS, SÁBADO, 23, CERRO LARGO, SIN DATOS, 1, 695880, 6357060 
2/2/2020,, NO SE INGRESO, CAÍDA, LEVE, DOMINGO, 1, CANELONES, SIN DATOS, 1, 594595, 6163085 
2/2/2020,, AVENIDA ESTANISLAO LOPEZ, CAÍDA, LEVE, DOMINGO, 2, MONTEVIDEO, MONTEVIDEO, 1, 581345, 6138985 
1/2/2020,, COLONIA Y MADRID, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 18, CANELONES, EL PINAR, 1, 597760, 6150045 
2/2/2020,, REPUBLICA ARGENTINA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 4, CANELONES, ATLANTIDA, 1, 613470, 6151150 
2/2/2020,, ALBERTO ZUM FELDE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 8, MONTEVIDEO, MONTEVIDEO, 1, 581890, 6140510 
2/2/2020,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 8, MALDONADO, SIN DATOS, 1, 696450, 6146115 
2/2/2020,, JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 12, SALTO, SALTO, 1, 408425, 6526620 
2/2/2020,, ZELMAR MICHELINI, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 15, MALDONADO, MALDONADO, 1, 686285, 6134830 
2/2/2020,, RINCON, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 17, RIO NEGRO, FRAY BENTOS, 1, 378235, 6334265 
2/2/2020,, EDUARDO MARQUEZ CASTRO, CAÍDA, LEVE, DOMINGO, 23, CANELONES, SOLYMAR, 1, 595780, 6145045 
3/2/2020,, AVENIDA DOCTOR AMERICO RICALDONI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 1, MONTEVIDEO, MONTEVIDEO, 1, 577575, 6138430 
3/2/2020,, RUTA 106 , COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 12, COLONIA, SIN DATOS, 1, 426225, 6222300 
3/2/2020,, BOULEVARD APARICIO SARAVIA, CAÍDA, LEVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 580010, 6145385 
3/2/2020,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 18, RIO NEGRO, FRAY BENTOS, 1, 378905, 6333780 
3/2/2020,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 20, FLORIDA, SARANDI GRANDE, 1, 562460, 6268030 
3/2/2020,, AVENIDA SARANDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 19, RIVERA, RIVERA, 1, 639435, 6580405 
3/2/2020,, ANDRES PARIENTE, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 19, CERRO LARGO, RIO BRANCO, 1, 839845, 6388580 
3/2/2020,, MANUEL DE CASTRO Y CAREAGA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 16, SORIANO, MERCEDES, 1, 403995, 6320670 
4/2/2020,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 8, MONTEVIDEO, MONTEVIDEO, 1, 580295, 6139115 
4/2/2020,, CAMINO CIBILS, CAÍDA, LEVE, MARTES, 19, MONTEVIDEO, SIN DATOS, 1, 566660, 6142920 
4/2/2020,, RUTA 7 KILÓMETRO 309, DESPISTE, LEVE, MARTES, 20, CERRO LARGO, SIN DATOS, 1, 710545, 6364850 
4/2/2020,, RAMON P. VIDAL, CAÍDA, LEVE, MARTES, 21, DURAZNO, DURAZNO, 1, 543270, 6306335 
22/2/2020,, JUJUY, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 6, MONTEVIDEO, MONTEVIDEO, 1, 573295, 6140205 
22/2/2020,, CAMINO SANTA REGINA, CAÍDA, GRAVE, SÁBADO, 7, COLONIA, SIN DATOS, 1, 482075, 6189900 
22/2/2020,, AV. ITALIA, DESPISTE, LEVE, SÁBADO, 6, MALDONADO, PUNTA DEL ESTE, 1, 688860, 6131340 
21/2/2020,, JOSE PEDRO VARELA, CAÍDA, LEVE, VIERNES, 8, CANELONES, SIN DATOS, 1, 572090, 6156855 
22/2/2020,, CORONEL LUCAS PIRIZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 7, PAYSANDU, PAYSANDU, 1, 399685, 6424510 
22/2/2020,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 16, LAVALLEJA, MINAS, 1, 661830, 6194760 
22/2/2020,, AVENIDA SARANDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, RIVERA, RIVERA, 1, 639330, 6580230 
22/2/2020,, GENERAL JUAN ANTONIO LAVALLEJA, ATROPELLO DE PEATÓN, LEVE, SÁBADO, 17, ARTIGAS, ARTIGAS, 1, 551535, 6636310 
22/2/2020,, HUNGRIA, CAÍDA, LEVE, SÁBADO, 18, MONTEVIDEO, MONTEVIDEO, 1, 578105, 6144950 
23/2/2020,, JULIO J . MARTÍNEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 5, ROCHA, ROCHA, 1, 744870, 6180445 
23/2/2020,, PARQUE CENTENARIO, CAÍDA, SIN LESIONADOS, DOMINGO, 6, FLORES, TRINIDAD, 1, 509340, 6290195 
23/2/2020,, NO SE INGRESO, DESPISTE, LEVE, DOMINGO, 4, LAVALLEJA, SIN DATOS, 1, 645560, 6200210 
23/2/2020,, AVENIDA APOLON DE MIRBEK, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 17, SALTO, SIN DATOS, 1, 408895, 6529245 
23/2/2020,, LOS PARAISOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 20, SAN JOSE, SIN DATOS, 1, 545690, 6155745 
23/2/2020,, BRASIL, CAÍDA, LEVE, DOMINGO, 19, SALTO, SALTO, 1, 408235, 6527170 
24/2/2020,, LEOPOLDO FUICA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 1, COLONIA, ROSARIO, 1, 468020, 6203165 
24/2/2020,, CARLOS REYLES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 574660, 6139820 
24/2/2020,, LUCIANO MACEDO, CAÍDA, LEVE, LUNES, 13, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, 1, 743310, 6320785 
24/2/2020,, LOS MIRASOLES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 13, CANELONES, SAN LUIS, 1, 628605, 6152090 
24/2/2020,, RUTA 7 KILÓMETRO 327, CAÍDA, LEVE, LUNES, 17, CERRO LARGO, SIN DATOS, 1, 713655, 6367670 
24/2/2020,, S. ERRANDONEA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 18, SALTO, SALTO, 1, 409535, 6527030 
24/2/2020,, ALMENARA ESQ. CALLE A, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 19, CANELONES, LAGOMAR, 1, 592320, 6145280 
21/2/2020,, NELSON, DESPISTE, SIN LESIONADOS, VIERNES, 20, MONTEVIDEO, MONTEVIDEO, 1, 574070, 6141390 
25/2/2020,, RUTA OCHO, COLISIÓN CON OBSTÁCULO EN CALZADA, GRAVE, MARTES, 4, LAVALLEJA, MINAS, 1, 660250, 6194485 
25/2/2020,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 14, CANELONES, PARQUE DEL PLATA, 1, 617295, 6153625 
