Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
20/5/2022,, GENERAL ENRIQUE MARTINEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 23, MONTEVIDEO, MONTEVIDEO, 1, 574525, 6140750 
5/3/2022,, MARCONI, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 20, MONTEVIDEO, MONTEVIDEO, 1, 572385, 6145475 
29/3/2022,, JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, DURAZNO, DURAZNO, 1, 544255, 6307510 
2/4/2022,, TOMAS BERRETA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 15, ARTIGAS, ARTIGAS, 1, 551460, 6636655 
9/5/2022,, AVENIDA INGENIERO LUIS P PONCE, ATROPELLO DE PEATÓN, LEVE, LUNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 576780, 6137680 
27/5/2022,, OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, SALTO, SALTO, 1, 408680, 6527470 
17/6/2022,, GENERAL JOSE G. ARTIGAS, CAÍDA, LEVE, VIERNES, 8, ROCHA, ROCHA, 1, 744220, 6181665 
28/6/2022,, FRANCISCO SASTRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, DURAZNO, CARMEN, 1, 591760, 6321535 
29/5/2022,, DE LOS CISNES, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 11, CANELONES, LOMAS DE SOLYMAR, 1, 596050, 6146750 
11/4/2022,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 578040, 6138670 
5/5/2022,, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 11, FLORIDA, FLORIDA, 1, 572640, 6226665 
3/3/2022,, GENERAL MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 12, CERRO LARGO, MELO, 1, 766480, 6414315 
2/6/2022,, FLORIANO CORREA Y RUTA 7, CAÍDA, SIN LESIONADOS, JUEVES, 12, CANELONES, SIN DATOS, 1, 616430, 6211995 
30/4/2022,, CAMINO CORONEL RAIZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 19, MONTEVIDEO, MONTEVIDEO, 1, 573080, 6145175 
17/6/2022,, CAMINO LAS HIGUERITAS, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, VIERNES, 2, MONTEVIDEO, MONTEVIDEO, 1, 565690, 6145365 
24/5/2022,, GUANAHANY, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 8, MONTEVIDEO, MONTEVIDEO, 1, 568650, 6149155 
10/6/2022,, SARANDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 11, FLORES, TRINIDAD, 1, 509125, 6291220 
21/6/2022,, SIN DATOS, DESPISTE, SIN LESIONADOS, MARTES, 21, ROCHA, SIN DATOS, 1, 733770, 6164735 
7/5/2022,, AYACUCHO Y PROYECTADA 14, CAÍDA, GRAVE, SÁBADO, 19, PAYSANDU, CHACRAS DE PAYSANDU, 1, 400975, 6423795 
5/3/2022,, CAMINO DEL EXODO, CAÍDA, LEVE, SÁBADO, 11, SALTO, SALTO, 1, 408100, 6528740 
9/4/2022,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 13, CANELONES, CANELONES, 1, 565980, 6179530 
16/3/2022,, AVENIDA WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 7, MALDONADO, MALDONADO, 1, 685520, 6137940 
8/2/2022,, MINAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 16, MONTEVIDEO, MONTEVIDEO, 1, 574950, 6136865 
5/3/2022,, JUAN A GONZALEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 6, CANELONES, PANDO, 1, 595020, 6156875 
10/4/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 17, CANELONES, SALINAS, 1, 605765, 6151250 
14/5/2022,, REPUBLICA ARGENTINA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 9, PAYSANDU, PAYSANDU, 1, 399940, 6423550 
16/3/2022,, SÁBADO SCAFFO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 12, DURAZNO, DURAZNO, 1, 542795, 6304635 
16/3/2022,, INTERBALNEARIA Y RUTA 71, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 14, MALDONADO, SIN DATOS, 1, 653495, 6149125 
17/2/2022,, RUTA 40 KM 90, DESPISTE, LEVE, JUEVES, 6, CANELONES, TALA, 1, 613795, 6198740 
12/4/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, SAN JOSE, SIN DATOS, 1, 539065, 6195560 
6/6/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 10, SORIANO, SIN DATOS, 1, 448470, 6326130 
16/3/2022,, VIA_PUBLICA, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 13, DURAZNO, DURAZNO, 1, 544460, 6306480 
20/2/2022,, SIN DATOS, CAÍDA, GRAVE, DOMINGO, 20, CANELONES, SIN DATOS, 1, 610640, 6158995 
8/2/2022,, BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 8, SALTO, SALTO, 1, 407850, 6527225 
4/6/2022,, AVENIDA ESPAÑA, CAÍDA, GRAVE, SÁBADO, 11, PAYSANDU, PAYSANDU, 1, 399050, 6423755 
25/3/2022,, BOULEVARD GENERAL JOSE G. ARTIGAS, CAÍDA, LEVE, VIERNES, 10, PAYSANDU, PAYSANDU, 1, 399315, 6424730 
30/6/2022,, GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 8, COLONIA, COLONIA DEL SACRAMENTO, 1, 422400, 6185355 
24/5/2022,, DOCTOR ANDRES CEBERIO, CAÍDA, LEVE, MARTES, 12, MALDONADO, SAN CARLOS, 1, 690105, 6148000 
8/2/2022,, A. ZORRILLA DE SAN MARTIN, ATROPELLO DE PEATÓN, LEVE, MARTES, 19, SAN JOSE, SAN JOSE DE MAYO, 1, 525750, 6200335 
14/2/2022,, RAMBLA REPUBLICA DE MEXICO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 586525, 6138700 
28/4/2022,, CARMELO COLMAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, CANELONES, SIN DATOS, 1, 570475, 6156155 
25/4/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 12, PAYSANDU, SIN DATOS, 1, 411590, 6443265 
13/5/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 22, TACUAREMBO, PASO DE LOS TOROS, 1, 546750, 6368705 
30/5/2022,, GENERAL MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, TACUAREMBO, TACUAREMBO, 1, 595130, 6490405 
8/3/2022,, A. MUÑOZ, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, MARTES, 12, CERRO LARGO, MELO, 1, 766995, 6413820 
20/2/2022,, SETEMBRINO PEREDA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 15, PAYSANDU, NUEVO PAYSANDU, 1, 398130, 6427150 
25/3/2022,, CAMINO CARLOS LOPEZ, DESPISTE, LEVE, VIERNES, 21, MONTEVIDEO, SIN DATOS, 1, 573850, 6147940 
5/2/2022,, DOCTOR ARREGUI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 10, SALTO, SALTO, 1, 409940, 6527220 
13/4/2022,, GENERAL EUGENIO GARZON, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 20, ARTIGAS, ARTIGAS, 1, 551170, 6636645 
26/6/2022,, SOLIS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 4, MALDONADO, MALDONADO, 1, 686200, 6135220 
8/2/2022,, AVENIDA DOCTOR CARLOS MARIA RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 568745, 6140705 
11/2/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 585220, 6149710 
7/4/2022,, AGUSTIN TORRES MEDEIROS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 17, TACUAREMBO, TACUAREMBO, 1, 594910, 6489125 
24/6/2022,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, ATROPELLO DE PEATÓN, LEVE, VIERNES, 6, MONTEVIDEO, MONTEVIDEO, 1, 577865, 6140010 
7/5/2022,, SIN DATOS, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 20, ROCHA, SIN DATOS, 1, 814955, 6228175 
11/2/2022,, DOCTOR PANTALEON PEREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 12, MONTEVIDEO, MONTEVIDEO, 1, 580315, 6141550 
5/3/2022,, MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 20, SORIANO, MERCEDES, 1, 404215, 6321115 
8/2/2022,, CAMINO COPPOLA, DESPISTE, LEVE, MARTES, 6, CANELONES, SIN DATOS, 1, 563730, 6164955 
18/6/2022,, SIN DATOS, CAÍDA, LEVE, SÁBADO, 14, CANELONES, SOLYMAR, 1, 594045, 6146985 
13/4/2022,, VEINTICINCO DE AGOSTO, CAÍDA, LEVE, MIÉRCOLES, 11, CANELONES, SAN LUIS, 1, 629485, 6152205 
27/6/2022,, BARTOLOME HIDALGO, CAÍDA, SIN LESIONADOS, LUNES, 8, MALDONADO, LA BARRA, 1, 695345, 6134860 
16/3/2022,, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, MONTEVIDEO, MONTEVIDEO, 1, 566575, 6143085 
16/3/2022,, LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 7, MALDONADO, MALDONADO, 1, 686045, 6138035 
17/2/2022,, JUAN B. ZOLEZZI, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, JUEVES, 0, MALDONADO, PIRIAPOLIS, 1, 658215, 6140255 
31/3/2022,, CAMINO FRANCISCO LECOCQ, CAÍDA, LEVE, JUEVES, 9, MONTEVIDEO, MONTEVIDEO, 1, 569195, 6146265 
3/3/2022,, SIN NOMBRE, ATROPELLO DE PEATÓN, LEVE, JUEVES, 16, TACUAREMBO, TACUAREMBO, 1, 597120, 6490950 
3/6/2022,, AVENIDA ANTONIO LUSSICH, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, MALDONADO, MALDONADO, 1, 686005, 6136040 
9/6/2022,, AVENIDA MARISCAL FRANCISCO SOLANO LOPEZ, ATROPELLO DE PEATÓN, LEVE, JUEVES, 17, MONTEVIDEO, MONTEVIDEO, 1, 580365, 6138000 
10/6/2022,, RICARDO DETOMASI, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 12, SORIANO, MERCEDES, 1, 404420, 6321045 
28/2/2022,, PARAGUAY, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 573640, 6138835 
12/5/2022,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 18, DURAZNO, DURAZNO, 1, 544275, 6306690 
16/3/2022,, SIN DATOS, DESPISTE, LEVE, MIÉRCOLES, 14, FLORIDA, SIN DATOS, 1, 619630, 6288600 
29/4/2022,, CIUDAD DE MONTEVIDEO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 12, CANELONES, ATLANTIDA, 1, 613315, 6151335 
15/6/2022,, SIN DATOS, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 8, FLORIDA, SIN DATOS, 1, 573860, 6215980 
29/4/2022,, DIECIOCHO DE MAYO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, DURAZNO, DURAZNO, 1, 544435, 6307415 
15/5/2022,, GENERAL JUAN ANTONIO LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 19, RIO NEGRO, FRAY BENTOS, 1, 378905, 6334220 
8/2/2022,, AVENIDA APOLON DE MIRBEK, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 17, SALTO, SIN DATOS, 1, 408020, 6529345 
5/3/2022,, FELIX ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, CANELONES, SIN DATOS, 1, 581055, 6155920 
6/1/2022,, SIN NOMBRE, CAÍDA, SIN LESIONADOS, JUEVES, 10, MALDONADO, MALDONADO, 1, 686070, 6135965 
1/1/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 23, MONTEVIDEO, SIN DATOS, 1, 581650, 6149845 
17/1/2022,, AVENIDA WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 18, MALDONADO, MALDONADO, 1, 685580, 6137875 
14/1/2022,, VAIMACA PIRÚ, CAÍDA, GRAVE, VIERNES, 17, COLONIA, SIN DATOS, 1, 385610, 6238835 
26/5/2022,, AVENIDA GENERAL GARIBALDI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 15, MONTEVIDEO, MONTEVIDEO, 1, 574750, 6140490 
7/6/2022,, CELEDONIO ROJAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, TREINTA Y TRES, TREINTA Y TRES, 1, 743850, 6320710 
8/2/2022,, DIECINUEVE DE ABRIL, CAÍDA, GRAVE, MARTES, 13, LAVALLEJA, MINAS, 1, 663450, 6194625 
8/2/2022,, DOCTOR MARTIN C MARTINEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 19, MONTEVIDEO, MONTEVIDEO, 1, 575420, 6140010 
8/3/2022,, BOULEVARD APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 10, MONTEVIDEO, MONTEVIDEO, 1, 572465, 6146290 
6/4/2022,, MANUEL BLANES VIALE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, SORIANO, MERCEDES, 1, 403375, 6319810 
8/2/2022,, LA FERIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, RIO NEGRO, SIN DATOS, 1, 376325, 6330305 
10/5/2022,, FRUCTUOSO RIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, DURAZNO, DURAZNO, 1, 544675, 6306365 
8/2/2022,, ESPAÑA, CAÍDA, LEVE, MARTES, 16, COLONIA, ROSARIO, 1, 467525, 6203820 
25/5/2022,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, SORIANO, MERCEDES, 1, 404595, 6319310 
6/6/2022,, SIN DATOS, DESPISTE, LEVE, LUNES, 19, CANELONES, SIN DATOS, 1, 616385, 6209875 
8/2/2022,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, MARTES, 17, SORIANO, DOLORES, 1, 387470, 6288370 
14/4/2022,, CALLE 10, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, CANELONES, SIN DATOS, 1, 615515, 6152725 
11/4/2022,, CAPITAN FRANCISCO BICUDO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 8, PAYSANDU, PAYSANDU, 1, 397300, 6422815 
11/2/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, COLONIA, SIN DATOS, 1, 489930, 6198410 
16/6/2022,, SIERRA. ATANASIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 12, FLORIDA, FLORIDA, 1, 571625, 6226930 
22/4/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, SALTO, SIN DATOS, 1, 411280, 6522820 
11/2/2022,, SARANDI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 11, TACUAREMBO, TACUAREMBO, 1, 596780, 6490655 
16/3/2022,, DEMOCRACIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 22, COLONIA, COLONIA DEL SACRAMENTO, 1, 422980, 6187290 
20/2/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 19, SORIANO, SIN DATOS, 1, 388700, 6290760 
24/4/2022,, VIA_PUBLICA, DESPISTE, LEVE, DOMINGO, 10, ARTIGAS, ARTIGAS, 1, 551590, 6636960 
8/3/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, LAVALLEJA, SIN DATOS, 1, 744925, 6284680 
11/3/2022,, CAMINO HERNANDARIAS, CAÍDA, LEVE, VIERNES, 16, DURAZNO, SANTA BERNARDINA, 1, 543470, 6309905 
30/3/2022,, HABANA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 9, MONTEVIDEO, MONTEVIDEO, 1, 579175, 6141945 
14/4/2022,, CAMINO DE LAS TROPAS, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, JUEVES, 6, CERRO LARGO, RIO BRANCO, 1, 840285, 6387045 
18/5/2022,, CALLE 10, CAÍDA, LEVE, MIÉRCOLES, 17, SALTO, SALTO, 1, 408210, 6524370 
12/5/2022,, SIN DATOS, DESPISTE, LEVE, JUEVES, 13, SORIANO, SIN DATOS, 1, 472550, 6256015 
25/6/2022,, CALLE 22, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 15, CANELONES, PARQUE DEL PLATA, 1, 617290, 6154790 
28/2/2022,, REPUBLICA ARGENTINA, CAÍDA, LEVE, LUNES, 16, TACUAREMBO, TACUAREMBO, 1, 594565, 6490245 
3/6/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 20, CANELONES, SIN DATOS, 1, 586585, 6160875 
31/5/2022,, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 16, MONTEVIDEO, MONTEVIDEO, 1, 573430, 6140875 
11/3/2022,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 576665, 6141145 
17/2/2022,, TREINTA Y TRES ORIENTALES, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 14, PAYSANDU, PAYSANDU, 1, 397620, 6423305 
11/2/2022,, WASHINGTON, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 8, PAYSANDU, PAYSANDU, 1, 397655, 6424390 
6/5/2022,, AVENIDA VIRREY PEDRO DE ZEBALLOS Y MARIA JOSEFA OLIVERA Y VIANA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 7, MALDONADO, MALDONADO, 1, 688265, 6135115 
5/3/2022,, AVENIDA GENERAL FLORES, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 16, MONTEVIDEO, MONTEVIDEO, 1, 576885, 6143210 
6/4/2022,, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 9, CANELONES, BARROS BLANCOS, 1, 589870, 6152735 
8/2/2022,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 8, MONTEVIDEO, MONTEVIDEO, 1, 578750, 6139210 
27/4/2022,, LUIS LAMAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 14, MONTEVIDEO, MONTEVIDEO, 1, 578450, 6137095 
8/4/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 20, SAN JOSE, SIN DATOS, 1, 528215, 6171785 
9/4/2022,, CAMINO SANFUENTES, CAÍDA, LEVE, SÁBADO, 16, MONTEVIDEO, SIN DATOS, 1, 563795, 6140365 
1/6/2022,, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, MONTEVIDEO, SIN DATOS, 1, 567365, 6148770 
20/2/2022,, RUTA IB Y CNO LOS ARRAYANES, DESPISTE, LEVE, DOMINGO, 23, MALDONADO, SIN DATOS, 1, 663580, 6144055 
5/2/2022,, AVENIDA GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 13, MONTEVIDEO, MONTEVIDEO, 1, 574155, 6139105 
8/4/2022,, SIN DATOS, CAÍDA, LEVE, VIERNES, 19, COLONIA, SIN DATOS, 1, 484635, 6210530 
8/2/2022,, AVENIDA LUIS BATLLE BERRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, MONTEVIDEO, SIN DATOS, 1, 559920, 6148970 
14/4/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 12, ROCHA, SIN DATOS, 1, 744625, 6178645 
23/4/2022,, AVENIDA JOSE BELLONI, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, MONTEVIDEO, MONTEVIDEO, 1, 578890, 6147855 
13/6/2022,, AVENIDA LARRIERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 13, SAN JOSE, SAN JOSE DE MAYO, 1, 526515, 6201145 
22/4/2022,, JUAN BENITO BLANCO, ATROPELLO DE PEATÓN, LEVE, VIERNES, 11, MONTEVIDEO, MONTEVIDEO, 1, 577855, 6136335 
16/3/2022,, JULIO J. MARTINEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, ROCHA, ROCHA, 1, 745170, 6180140 
