Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
9/11/2022,, MANUEL HERRERA Y OBES, CAÍDA, LEVE, MIÉRCOLES, 8, MONTEVIDEO, MONTEVIDEO, 1, 571560, 6141830 
20/11/2022,, JACINTO TRAPANI, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 16, MONTEVIDEO, MONTEVIDEO, 1, 576640, 6145250 
15/7/2022,, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 13, CANELONES, PANDO, 1, 594865, 6158630 
30/9/2022,, AVENIDA ENRIQUE AMORIN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 17, SALTO, SALTO, 1, 410210, 6528060 
15/12/2022,, BILAR DE BORGES, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, PAYSANDU, SIN DATOS, 1, 398335, 6420160 
30/7/2022,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, MONTEVIDEO, MONTEVIDEO, 1, 574185, 6143560 
19/11/2022,, DOCTOR L. BULGARELLI, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, TREINTA Y TRES, TREINTA Y TRES, 1, 744325, 6320245 
17/8/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 16, TACUAREMBO, SIN DATOS, 1, 593330, 6471675 
17/11/2022,, GENERAL MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 20, TACUAREMBO, TACUAREMBO, 1, 595560, 6490855 
20/8/2022,, SIN DATOS, DESPISTE, LEVE, SÁBADO, 11, COLONIA, SIN DATOS, 1, 465965, 6240890 
30/10/2022,, ALBERTO MENDEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 4, COLONIA, COLONIA DEL SACRAMENTO, 1, 422395, 6185565 
11/8/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 13, CANELONES, SIN DATOS, 1, 590855, 6180055 
6/11/2022,, VEINTICINCO DE AGOSTO, CAÍDA, LEVE, DOMINGO, 5, RIO NEGRO, YOUNG, 1, 440605, 6382420 
9/9/2022,, SAMUEL LAFONE, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 6, MONTEVIDEO, MONTEVIDEO, 1, 567875, 6141530 
30/12/2022,, AVENIDA GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 575440, 6141030 
21/8/2022,, LAS TROPAS, CAÍDA, LEVE, DOMINGO, 9, CERRO LARGO, MELO, 1, 767195, 6416280 
29/7/2022,, JUAN ORTIZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 13, TREINTA Y TRES, TREINTA Y TRES, 1, 744090, 6320430 
8/7/2022,, ALBERTO GALLINAL, ATROPELLO DE PEATÓN, GRAVE, VIERNES, 17, TREINTA Y TRES, VERGARA, 1, 785600, 6351620 
31/7/2022,, DUNANT, CAÍDA, LEVE, DOMINGO, 11, MONTEVIDEO, MONTEVIDEO, 1, 578395, 6145870 
23/8/2022,, ALFREDO PUIG, CAÍDA, SIN LESIONADOS, MARTES, 23, FLORES, TRINIDAD, 1, 509645, 6291785 
6/7/2022,, GENERAL APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 14, FLORIDA, FLORIDA, 1, 572365, 6227375 
12/11/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 8, PAYSANDU, SIN DATOS, 1, 405615, 6411810 
4/11/2022,, LAS TRES GRACIAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 20, MONTEVIDEO, MONTEVIDEO, 1, 579390, 6145445 
19/10/2022,, FRANKLIN DELANO ROOSEVELT, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 11, COLONIA, CARMELO, 1, 380480, 6237650 
12/12/2022,, INDEPENDENCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, PAYSANDU, PAYSANDU, 1, 397585, 6424065 
9/8/2022,, MONTE CASEROS, ATROPELLO DE PEATÓN, LEVE, MARTES, 16, MONTEVIDEO, MONTEVIDEO, 1, 576975, 6139840 
25/7/2022,, CAMINO VECINAL ENTRADA A ISUSA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 8, SORIANO, SIN DATOS, 1, 373580, 6257535 
31/8/2022,, CAMINO DE LA CHIMENEA, CAÍDA, LEVE, MIÉRCOLES, 18, MONTEVIDEO, MONTEVIDEO, 1, 567520, 6145695 
9/10/2022,, RAMBLA NORTE, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 19, SAN JOSE, BOCA DEL CUFRE, 1, 486485, 6189090 
15/11/2022,, DOCTOR GUSTAVO GALLINAL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, MONTEVIDEO, MONTEVIDEO, 1, 575975, 6140725 
3/12/2022,, RAMBLA REPUBLICA DE CHILE, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, MONTEVIDEO, MONTEVIDEO, 1, 580430, 6137910 
7/12/2022,, AVENIDA JOSE BELLONI, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 14, MONTEVIDEO, MONTEVIDEO, 1, 578605, 6146285 
17/7/2022,, SIN DATOS, DESPISTE, LEVE, DOMINGO, 3, SORIANO, SIN DATOS, 1, 403505, 6317640 
15/8/2022,, SIN DATOS, ATROPELLO DE PEATÓN, SIN LESIONADOS, LUNES, 20, CANELONES, SIN DATOS, 1, 592210, 6146190 
17/12/2022,, AVENIDA OCHO DE OCTUBRE, DESPISTE, LEVE, SÁBADO, 17, MONTEVIDEO, MONTEVIDEO, 1, 578220, 6140255 
25/11/2022,, LUIS B. POZZOLO, ATROPELLO DE ANIMALES, LEVE, VIERNES, 22, SORIANO, MERCEDES, 1, 403110, 6320265 
7/12/2022,, JOANICO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 20, MONTEVIDEO, MONTEVIDEO, 1, 579075, 6141090 
21/11/2022,, AVENIDA CÚNEO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, CERRO LARGO, MELO, 1, 767985, 6415020 
30/9/2022,, AVENIDA ARMANDO I BARBIERI, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 16, SALTO, SALTO, 1, 408310, 6527675 
4/11/2022,, SARANDI, DESPISTE, SIN LESIONADOS, VIERNES, 14, PAYSANDU, PAYSANDU, 1, 398930, 6423605 
13/12/2022,, ZENON BURGUEÑO, DESPISTE, SIN LESIONADOS, MARTES, 12, CANELONES, SIN DATOS, 1, 619425, 6161200 
3/10/2022,, JAPON Y J. DE MELLO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, RIVERA, SIN DATOS, 1, 638445, 6582830 
25/10/2022,, CAMINO MALDONADO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 17, MONTEVIDEO, MONTEVIDEO, 1, 581350, 6145320 
21/8/2022,, AVENIDA VEINTICINCO DE MAYO, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, DOMINGO, 2, RIO NEGRO, FRAY BENTOS, 1, 377875, 6335420 
13/7/2022,, AVENIDA GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 9, MONTEVIDEO, MONTEVIDEO, 1, 576085, 6145425 
23/9/2022,, VEINTICINCO DE MAYO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 23, TACUAREMBO, TACUAREMBO, 1, 596425, 6490855 
16/10/2022,, GENERAL FRUCTUOSO RIVERA, CAÍDA, LEVE, DOMINGO, 13, SAN JOSE, SAN JOSE DE MAYO, 1, 525795, 6199625 
26/12/2022,, AVENIDA LUIS BATLLE BERRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 568165, 6144055 
13/11/2022,, MAGALLANES, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 13, MONTEVIDEO, MONTEVIDEO, 1, 574435, 6138460 
16/7/2022,, EL TAMANGO, CAÍDA, LEVE, SÁBADO, 13, MALDONADO, EL CHORRO, 1, 699820, 6135980 
18/9/2022,, AVENIDA MANUEL ORIBE, CAÍDA, LEVE, DOMINGO, 10, SALTO, SALTO, 1, 415795, 6527655 
11/11/2022,, DOCTOR CARLOS MARIA DE PENA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 571540, 6143500 
17/11/2022,, CALLE 1, DESPISTE, SIN LESIONADOS, JUEVES, 14, TACUAREMBO, PASO DEL CERRO, 1, 610780, 6516675 
26/7/2022,, AVENIDA GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 20, MONTEVIDEO, MONTEVIDEO, 1, 576080, 6145495 
13/9/2022,, BRASIL Y 18 DE JULIO, DESPISTE, LEVE, MARTES, 12, CANELONES, EL PINAR, 1, 598860, 6149495 
3/12/2022,, VIRREY ARREDONDO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 13, CERRO LARGO, RIO BRANCO, 1, 839285, 6387780 
4/9/2022,, CONTINUACION C. VLAUSICH, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 5, COLONIA, SIN DATOS, 1, 475815, 6201655 
3/7/2022,, RUTA 15 FRENTE A LA SALIDA DEL EX BASURERO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 11, ROCHA, SIN DATOS, 1, 759220, 6164845 
6/8/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, SORIANO, SIN DATOS, 1, 418320, 6322350 
4/12/2022,, JOSE. P. FERRER, DESPISTE, SIN LESIONADOS, DOMINGO, 4, FLORES, SIN DATOS, 1, 510645, 6291950 
17/7/2022,, CAMINO MEDELLIN, CAÍDA, LEVE, DOMINGO, 15, MALDONADO, SIN DATOS, 1, 699470, 6143990 
4/10/2022,, SIN DATOS, DESPISTE, SIN LESIONADOS, MARTES, 3, FLORIDA, SIN DATOS, 1, 613275, 6214075 
5/11/2022,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 12, MONTEVIDEO, MONTEVIDEO, 1, 576510, 6141290 
9/12/2022,, VIA_PUBLICA, DESPISTE, LEVE, VIERNES, 6, TACUAREMBO, TACUAREMBO, 1, 596755, 6491080 
24/10/2022,, CANELONES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 22, CANELONES, SAN JACINTO, 1, 603795, 6176860 
9/11/2022,, YUGOESLAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 8, MONTEVIDEO, MONTEVIDEO, 1, 569475, 6144490 
4/12/2022,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 2, MONTEVIDEO, MONTEVIDEO, 1, 580535, 6139130 
26/11/2022,, AVENIDA OCHO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 17, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 1, 553225, 6154275 
22/12/2022,, ORDEN, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 13, PAYSANDU, GUICHON, 1, 481180, 6419935 
15/8/2022,, CERRO PELADO, ATROPELLO DE ANIMALES, LEVE, LUNES, 15, LAVALLEJA, SIN DATOS, 1, 669915, 6201015 
24/10/2022,, VIA_PUBLICA, CAÍDA, LEVE, LUNES, 0, MONTEVIDEO, SIN DATOS, 1, 581740, 6154075 
14/11/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 17, CANELONES, PANDO, 1, 596935, 6158305 
2/12/2022,, JOSE PEDRO RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 22, ROCHA, ROCHA, 1, 744165, 6181610 
9/12/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, COLONIA, SIN DATOS, 1, 379510, 6251720 
1/9/2022,, JOSE ENRIQUE RODO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 12, COLONIA, ROSARIO, 1, 468055, 6202955 
17/8/2022,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, CERRO LARGO, MELO, 1, 766230, 6415825 
2/10/2022,, BULEVAR GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 11, RIO NEGRO, FRAY BENTOS, 1, 379585, 6332840 
8/10/2022,, MONSEÑOR JOSE ORZALT, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 23, CANELONES, SIN DATOS, 1, 613330, 6154755 
21/7/2022,, AVENIDA DOCTOR BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 12, LAVALLEJA, MINAS, 1, 660715, 6194580 
8/9/2022,, AVENIDA PASCUAL HARRIAGUE, CAÍDA, LEVE, JUEVES, 14, SALTO, SALTO, 1, 407100, 6524380 
11/9/2022,, VEINTICINCO DE MAYO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 4, MONTEVIDEO, MONTEVIDEO, 1, 573035, 6137305 
5/9/2022,, CIRCUNVALACION JOSE BELLONI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 13, ARTIGAS, ARTIGAS, 1, 549950, 6636020 
19/9/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 14, SAN JOSE, SAN JOSE DE MAYO, 1, 526810, 6202435 
6/9/2022,, CISNES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 10, MALDONADO, MALDONADO, 1, 685525, 6136265 
7/10/2022,, FERNANDO SECCO APARICIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 9, TACUAREMBO, TACUAREMBO, 1, 598015, 6492160 
26/7/2022,, AVENIDA ARMANDO I BARBIERI, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, MARTES, 0, SALTO, SALTO, 1, 409675, 6527455 
27/7/2022,, RAMBLA REPUBLICA DE MEXICO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 8, MONTEVIDEO, MONTEVIDEO, 1, 585475, 6137775 
22/12/2022,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 6, MALDONADO, SAN CARLOS, 1, 690315, 6148095 
21/8/2022,, RUTA OCHO, DESPISTE, LEVE, DOMINGO, 19, CERRO LARGO, SIN DATOS, 1, 764900, 6392205 
1/10/2022,, PAN DE AZUCAR, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 10, MALDONADO, SAN CARLOS, 1, 689625, 6147825 
3/10/2022,, CARLOS P. PUIG, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 17, SORIANO, DOLORES, 1, 386945, 6289435 
19/11/2022,, DOCTOR JUAN POLERO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 15, DURAZNO, DURAZNO, 1, 546230, 6304955 
29/10/2022,, CNO COSMOPOLITA PASANDO TRANSITO PESADO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 19, COLONIA, SIN DATOS, 1, 461875, 6192015 
27/9/2022,, RAMBLA GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 9, MALDONADO, PUNTA DEL ESTE, 1, 687965, 6129785 
7/12/2022,, PAVON, CAÍDA, LEVE, MIÉRCOLES, 21, MONTEVIDEO, MONTEVIDEO, 1, 578400, 6142595 
13/9/2022,, RUTA PUENTE PUERTO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 8, RIO NEGRO, FRAY BENTOS, 1, 378710, 6335150 
14/11/2022,, INGENIERO FERNANDEZ CAPURRO, DESPISTE, SIN LESIONADOS, LUNES, 0, DURAZNO, DURAZNO, 1, 544020, 6308665 
3/10/2022,, LARRAVIDE, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 578180, 6141370 
24/12/2022,, AV. LUSSICH Y AV. ENRIQUE TARIGO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 9, MALDONADO, SIN DATOS, 1, 679110, 6137925 
10/9/2022,, AVENIDA MILLAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 6, MONTEVIDEO, MONTEVIDEO, 1, 570295, 6145670 
26/12/2022,, GENERAL LEANDRO GOMEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 11, PAYSANDU, PAYSANDU, 1, 397945, 6423790 
13/8/2022,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 13, MONTEVIDEO, MONTEVIDEO, 1, 581870, 6139230 
7/10/2022,, MARUJA YEREGUI DE LAURENTI, CAÍDA, GRAVE, VIERNES, 18, TACUAREMBO, PASO DE LOS TOROS, 1, 546365, 6369515 
12/12/2022,, AVENIDA APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 17, MALDONADO, MALDONADO, 1, 687980, 6134820 
5/8/2022,, ZURICH, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, MONTEVIDEO, MONTEVIDEO, 1, 579500, 6143960 
10/9/2022,, DEMOCRACIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 13, MONTEVIDEO, MONTEVIDEO, 1, 575195, 6139080 
29/7/2022,, VEINTICINCO DE AGOSTO, DESPISTE, SIN LESIONADOS, VIERNES, 18, MALDONADO, SAN CARLOS, 1, 690020, 6148225 
7/8/2022,, CALLE 58, DESPISTE, SIN LESIONADOS, DOMINGO, 11, CANELONES, ATLANTIDA, 1, 613535, 6152490 
9/10/2022,, BRASIL, CAÍDA, LEVE, DOMINGO, 11, SALTO, SALTO, 1, 408760, 6527110 
8/8/2022,, ESTRELLA NORTE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 574660, 6138275 
11/7/2022,, BY PASS, DESPISTE, SIN LESIONADOS, LUNES, 15, ARTIGAS, ARTIGAS, 1, 549595, 6635080 
29/7/2022,, AVENIDA GENERAL RONDEAU, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 16, MONTEVIDEO, MONTEVIDEO, 1, 573695, 6139315 
6/9/2022,, JOAQUIN SUAREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, FLORIDA, FLORIDA, 1, 572225, 6227095 
20/11/2022,, RAMBLA COSTANERA, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 16, CANELONES, ARGENTINO, 1, 641090, 6148845 
7/10/2022,, AVENIDA EDUARDO VICTOR HAEDO (RUTA 10), COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 17, MALDONADO, MANANTIALES, 1, 698600, 6135280 
20/8/2022,, SILVESTRE BLANCO, CAÍDA, LEVE, SÁBADO, 15, SALTO, SALTO, 1, 410480, 6528550 
26/8/2022,, SIN DATOS, DESPISTE, SIN LESIONADOS, VIERNES, 23, TREINTA Y TRES, SIN DATOS, 1, 774875, 6346505 
29/8/2022,, AVENIDA GENERAL RONDEAU, CAÍDA, LEVE, LUNES, 22, MONTEVIDEO, MONTEVIDEO, 1, 573870, 6137150 
9/11/2022,, ELISEO MARZOL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 16, ROCHA, ROCHA, 1, 744575, 6181770 
10/11/2022,, FELIPE CARAPE, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, JUEVES, 18, TREINTA Y TRES, TREINTA Y TRES, 1, 742945, 6320300 
30/8/2022,, BUENOS AIRES, ATROPELLO DE PEATÓN, LEVE, MARTES, 10, MONTEVIDEO, MONTEVIDEO, 1, 572770, 6136870 
20/9/2022,, ANTONIO ORLANDO GIORDANO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, DURAZNO, DURAZNO, 1, 545775, 6305005 
3/10/2022,, RUTA 1 INTERSECCION AVDA ARTIGAS., COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 17, COLONIA, SIN DATOS, 1, 476595, 6201015 
16/12/2022,, JOSE ENRIQUE RODO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, MALDONADO, PUNTA DEL ESTE, 1, 687810, 6132315 
19/7/2022,, AVENIDA AIGUA, CAÍDA, LEVE, MARTES, 12, MALDONADO, MALDONADO, 1, 687360, 6135220 
5/8/2022,, BASILIO ARAUJO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 14, TREINTA Y TRES, TREINTA Y TRES, 1, 744045, 6319890 
12/8/2022,, RIO BRANCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 10, ARTIGAS, ARTIGAS, 1, 551315, 6636650 
14/9/2022,, FRANCISCO ROMERO, ATROPELLO DE PEATÓN, GRAVE, MIÉRCOLES, 13, MONTEVIDEO, MONTEVIDEO, 1, 575695, 6142810 
27/7/2022,, SIN DATOS, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 2, MALDONADO, SIN DATOS, 1, 723915, 6160105 
11/8/2022,, CORONEL ESCAYOLA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 6, TACUAREMBO, TACUAREMBO, 1, 596160, 6491790 
10/7/2022,, CHARRUA, CAÍDA, LEVE, DOMINGO, 6, SALTO, SALTO, 1, 410510, 6527570 
10/8/2022,, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 23, MONTEVIDEO, MONTEVIDEO, 1, 572730, 6136630 
22/7/2022,, TACUAREMBO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 8, COLONIA, COLONIA DEL SACRAMENTO, 1, 423100, 6186005 
27/10/2022,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, RIVERA, RIVERA, 1, 639420, 6580175 
7/12/2022,, AVENIDA LUIS BATLLE BERRES, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 22, MONTEVIDEO, MONTEVIDEO, 1, 569290, 6143265 
11/8/2022,, POBLADO URUGUAY. CAMINO VECINAL, DESPISTE, LEVE, JUEVES, 0, CERRO LARGO, SIN DATOS, 1, 827365, 6398180 
5/10/2022,, BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 20, CANELONES, CANELONES, 1, 565745, 6179070 
15/12/2022,, CONSTITUYENTE, CAÍDA, LEVE, JUEVES, 19, SORIANO, MERCEDES, 1, 404260, 6319010 
22/9/2022,, DIONISIO CHIOSSONI, ATROPELLO DE ANIMALES, LEVE, JUEVES, 14, RIVERA, RIVERA, 1, 640730, 6579705 
7/10/2022,, DIEGO LAMAS, ATROPELLO DE PEATÓN, GRAVE, VIERNES, 19, RIVERA, RIVERA, 1, 639895, 6579515 
9/11/2022,, AVENIDA URUGUAY, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 7, MONTEVIDEO, MONTEVIDEO, 1, 575515, 6138035 
16/11/2022,, AVENIDA BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, ARTIGAS, ARTIGAS, 1, 551710, 6635505 
13/7/2022,, JUJUY, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 11, MONTEVIDEO, MONTEVIDEO, 1, 573450, 6139710 
13/9/2022,, DOCTOR JOSE TERRA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 574495, 6139065 
3/8/2022,, AVENIDA HERRERA Y REISSIG, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 9, MONTEVIDEO, MONTEVIDEO, 1, 576185, 6136470 
23/9/2022,, EDUARDO VICTOR HAEDO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 10, MONTEVIDEO, MONTEVIDEO, 1, 575855, 6138090 
3/11/2022,, CALLE 1, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 23, CANELONES, ATLANTIDA, 1, 613170, 6151320 
28/11/2022,, LAS FLORES, CAÍDA, LEVE, LUNES, 13, RIVERA, SIN DATOS, 1, 670580, 6482170 
5/7/2022,, AVENIDA LIBERTADOR BRIGADIER GENERAL LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, MONTEVIDEO, MONTEVIDEO, 1, 573945, 6137945 
19/7/2022,, PORTUGAL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 568225, 6140625 
27/8/2022,, AVENIDA AGRACIADA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 23, MONTEVIDEO, MONTEVIDEO, 1, 572785, 6141015 
12/12/2022,, SIN DATOS, DESPISTE, GRAVE, LUNES, 8, LAVALLEJA, SIN DATOS, 1, 727680, 6290240 
2/8/2022,, GENERAL JUAN ANTONIO LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, SORIANO, MERCEDES, 1, 404890, 6320225 
24/8/2022,, AVENIDA DAMASO ANTONIO LARRAÑAGA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 12, MONTEVIDEO, MONTEVIDEO, 1, 577455, 6140215 
28/10/2022,, AVENIDA GENERAL EUGENIO GARZON, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 11, MONTEVIDEO, MONTEVIDEO, 1, 571035, 6143610 
28/9/2022,, RIVERA Y DEMOCRACIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 16, CANELONES, EL PINAR, 1, 599915, 6148805 
1/10/2022,, AVENIDA AGRACIADA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 20, MONTEVIDEO, MONTEVIDEO, 1, 572990, 6140720 
3/10/2022,, AVENIDA TENIENTE EUSEBIO VIDAL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 17, CANELONES, PROGRESO, 1, 571040, 6160675 
10/12/2022,, RUTA NACIONAL OCHO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 13, MONTEVIDEO, MONTEVIDEO, 1, 582695, 6147310 
23/8/2022,, REPUBLICA ARGENTINA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, TACUAREMBO, TACUAREMBO, 1, 593740, 6489505 
