Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
1/2/2023,, AVENIDA DON PEDRO DE MENDOZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 8, MONTEVIDEO, MONTEVIDEO, 1, 576460, 6148960 
11/5/2023,, SIN DATOS, DESPISTE, SIN LESIONADOS, JUEVES, 7, PAYSANDU, SIN DATOS, 1, 478645, 6439360 
1/1/2023,, RUTA 19 KM 27, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 11, ROCHA, SIN DATOS, 1, 815480, 6272975 
3/3/2023,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 570495, 6146415 
10/6/2023,, MORQUIO ESQ. J. H. PAIVA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 0, SALTO, SALTO, 1, 409375, 6525555 
22/3/2023,, JACINTO TRAPANI, CAÍDA, LEVE, MIÉRCOLES, 7, TREINTA Y TRES, TREINTA Y TRES, 1, 744080, 6319585 
13/4/2023,, VEINTICINCO DE AGOSTO, ATROPELLO DE PEATÓN, LEVE, JUEVES, 9, COLONIA, JUAN LACAZE, 1, 459685, 6189465 
9/5/2023,, AVENIDA BURGUES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 8, MONTEVIDEO, MONTEVIDEO, 1, 574585, 6142545 
28/2/2023,, RUTA 86 KM 43, ATROPELLO DE ANIMALES, SIN LESIONADOS, MARTES, 22, CANELONES, SIN DATOS, 1, 592270, 6173130 
8/2/2023,, AVENIDA WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, CANELONES, PASO CARRASCO, 1, 587170, 6142395 
19/2/2023,, AVENIDA MANUEL J. RODRIGUEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 0, SAN JOSE, SAN JOSE DE MAYO, 1, 525710, 6200730 
27/2/2023,, PUBLICA, CAÍDA, LEVE, LUNES, 14, COLONIA, COLONIA DEL SACRAMENTO, 1, 425160, 6187315 
5/6/2023,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, TACUAREMBO, PASO DE LOS TOROS, 1, 545725, 6369530 
26/6/2023,, COSTANERA SUR TOMAS BERRETA, CAÍDA, LEVE, LUNES, 20, SALTO, SALTO, 1, 406335, 6525980 
12/1/2023,, TOMAS CLARAMUNT, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 16, MONTEVIDEO, MONTEVIDEO, 1, 578235, 6141700 
12/4/2023,, CLEMENTE FREGEIRO, CAÍDA, SIN LESIONADOS, MIÉRCOLES, 17, SORIANO, MERCEDES, 1, 404880, 6319780 
18/3/2023,, CAMINO MALDONADO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, MONTEVIDEO, MONTEVIDEO, 1, 580995, 6144835 
9/3/2023,, AVENIDA BLANDENGUES, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, SALTO, SALTO, 1, 410125, 6527360 
6/4/2023,, CAMINO ANTENAS, ATROPELLO DE ANIMALES, GRAVE, JUEVES, 0, MALDONADO, SIN DATOS, 1, 717735, 6150585 
12/4/2023,, LORENZO CARNELLI, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, TACUAREMBO, TACUAREMBO, 1, 595420, 6490710 
16/2/2023,, WASHINGTON, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 13, PAYSANDU, PAYSANDU, 1, 399005, 6424170 
14/6/2023,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 22, MONTEVIDEO, MONTEVIDEO, 1, 576510, 6141290 
2/3/2023,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 21, PAYSANDU, SIN DATOS, 1, 459850, 6416295 
7/6/2023,, ADOLFO BERRO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 10, MONTEVIDEO, MONTEVIDEO, 1, 573260, 6141390 
1/1/2023,, YAMANADU ARBURUAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 1, SALTO, BELEN, 1, 426495, 6593320 
18/4/2023,, CAMINO TENIENTE GALEANO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 10, MONTEVIDEO, MONTEVIDEO, 1, 579065, 6145855 
8/2/2023,, BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, SALTO, SALTO, 1, 409915, 6526985 
21/4/2023,, CONTINUACION TREI, DESPISTE, LEVE, VIERNES, 8, SAN JOSE, SAN JOSE DE MAYO, 1, 526785, 6198110 
3/5/2023,, GUIDO MACHADO BRUM, ATROPELLO DE PEATÓN, GRAVE, MIÉRCOLES, 8, RIVERA, SIN DATOS, 1, 638735, 6576770 
30/4/2023,, SIN DATOS, DESPISTE, SIN LESIONADOS, DOMINGO, 21, CANELONES, SIN DATOS, 1, 587960, 6159785 
14/5/2023,, BR. VIERA Y BENAVIDEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 0, SORIANO, MERCEDES, 1, 403900, 6319400 
11/3/2023,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 21, MONTEVIDEO, MONTEVIDEO, 1, 576970, 6140400 
12/6/2023,, INTERCAMBIADOR DE RUTA 9 Y RUTA INTERBALNEARIA, DESPISTE, LEVE, LUNES, 13, MALDONADO, SIN DATOS, 1, 650635, 6150395 
10/2/2023,, FELIX DE LIZARZA ENTRE GRAL. OLIVERA.-, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 23, MALDONADO, PAN DE AZUCAR, 1, 662435, 6150380 
18/2/2023,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 11, ROCHA, SIN DATOS, 1, 826175, 6259965 
12/5/2023,, CALLE 18, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 16, CANELONES, VILLA ARGENTINA, 1, 611825, 6152495 
14/5/2023,, AVENIDA DE LAS INSTRUCCIONES, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 13, MONTEVIDEO, MONTEVIDEO, 1, 576535, 6147975 
22/1/2023,, AVELLANEDA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 16, MONTEVIDEO, MONTEVIDEO, 1, 577750, 6140425 
27/3/2023,, GENERAL MANUEL ORIBE, CAÍDA, GRAVE, LUNES, 11, TACUAREMBO, TACUAREMBO, 1, 595215, 6490495 
19/5/2023,, ANSINA, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, VIERNES, 11, ROCHA, LASCANO, 1, 758665, 6270105 
17/5/2023,, SARANDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 20, CANELONES, SANTA LUCIA, 1, 555535, 6187290 
4/6/2023,, CELIAR LOPEZ E CIRCUNVALACION JOSE BELLONI, DESPISTE, SIN LESIONADOS, DOMINGO, 0, ARTIGAS, ARTIGAS, 1, 549785, 6636080 
11/1/2023,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, CANELONES, JOAQUIN SUAREZ, 1, 587350, 6155565 
25/4/2023,, SIN DATOS, DESPISTE, LEVE, MARTES, 12, FLORIDA, SIN DATOS, 1, 570185, 6231280 
10/5/2023,, SIN DATOS, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 12, CANELONES, SIN DATOS, 1, 628020, 6163695 
17/2/2023,, ITURRIA, CAÍDA, LEVE, VIERNES, 17, CANELONES, PANDO, 1, 594760, 6157845 
12/6/2023,, AVENIDA DOCTOR CARLOS MARIA RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 568305, 6140640 
2/2/2023,, SIMON DEL PINO, CAÍDA, LEVE, JUEVES, 16, MALDONADO, MALDONADO, 1, 687705, 6135225 
13/4/2023,, SIERRA DE LAS CAÑAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 9, MALDONADO, CERRO PELADO, 1, 684740, 6137750 
2/6/2023,, HERNANDARIAS, ATROPELLO DE ANIMALES, LEVE, VIERNES, 11, ROCHA, ROCHA, 1, 744910, 6182265 
21/5/2023,, GENERAL FELIX LABORDE, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 19, MONTEVIDEO, MONTEVIDEO, 1, 578735, 6140970 
22/1/2023,, INTENDENTE ORESTES LANZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 15, SALTO, SALTO, 1, 409045, 6525295 
19/3/2023,, EDUARDO FABINI, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 12, CANELONES, LOMAS DE SOLYMAR, 1, 597660, 6148170 
20/4/2023,, MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 10, MALDONADO, GERONA, 1, 660465, 6151420 
30/4/2023,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 1, PAYSANDU, GUICHON, 1, 481105, 6419635 
12/5/2023,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 12, LAVALLEJA, JOSE PEDRO VARELA, 1, 729340, 6296100 
15/5/2023,, PRESIDENTE FELICIANO ALBERTO VIERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, RIVERA, RIVERA, 1, 639775, 6579330 
23/4/2023,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, DOMINGO, 22, SAN JOSE, SIN DATOS, 1, 545750, 6191340 
1/1/2023,, ENRIQUE FYNN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 19, MONTEVIDEO, MONTEVIDEO, 1, 571495, 6148755 
28/1/2023,, SIN DATOS, DESPISTE, SIN LESIONADOS, SÁBADO, 17, SALTO, SIN DATOS, 1, 509780, 6566230 
12/6/2023,, EL BOSQUE, ATROPELLO DE ANIMALES, LEVE, LUNES, 18, CANELONES, LAGOMAR, 1, 592405, 6144720 
17/6/2023,, CONTINUACION ALBENIZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 11, MONTEVIDEO, MONTEVIDEO, 1, 570110, 6147570 
28/5/2023,, CONTINUACION CAMINO BARTOLOME FUSTER, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 8, CANELONES, CANELONES, 1, 565260, 6178715 
28/5/2023,, WASHINGTON, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 7, PAYSANDU, PAYSANDU, 1, 397855, 6424350 
10/5/2023,, SANTA LUCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 10, MONTEVIDEO, MONTEVIDEO, 1, 569145, 6144265 
26/5/2023,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 19, RIVERA, RIVERA, 1, 638025, 6581420 
24/3/2023,, CAMINO BOISO LANZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 578560, 6147795 
12/1/2023,, MINNESOTA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 21, MONTEVIDEO, MONTEVIDEO, 1, 579615, 6139295 
1/3/2023,, SETEMBRINO PEREDA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, PAYSANDU, PAYSANDU, 1, 397685, 6424050 
6/5/2023,, BUENOS AIRES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 19, COLONIA, COLONIA DEL SACRAMENTO, 1, 423250, 6186190 
30/4/2023,, AVENIDA JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 7, SALTO, SALTO, 1, 410590, 6527290 
2/6/2023,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, CANELONES, SIN DATOS, 1, 569540, 6165255 
19/5/2023,, HECTOR MIRANDA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, CANELONES, CANELONES, 1, 565995, 6179725 
13/1/2023,, GENERAL URQUIZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 577455, 6140015 
27/1/2023,, COLONIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 573970, 6137215 
24/2/2023,, DIECINUEVE DE ABRIL, CAÍDA, LEVE, VIERNES, 9, MALDONADO, MALDONADO, 1, 687045, 6134690 
25/4/2023,, ZABALA, ATROPELLO DE ANIMALES, LEVE, MARTES, 9, MALDONADO, MALDONADO, 1, 688110, 6137410 
4/3/2023,, AVENIDA DOCTOR BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 10, COLONIA, COLONIA DEL SACRAMENTO, 1, 423000, 6186240 
19/6/2023,, JUSTO YEGROS, ATROPELLO DE PEATÓN, LEVE, LUNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 570540, 6148765 
25/1/2023,, SORIANO, CAÍDA, LEVE, MIÉRCOLES, 17, MONTEVIDEO, MONTEVIDEO, 1, 573380, 6136845 
22/2/2023,, BOULEVARD APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 8, MONTEVIDEO, MONTEVIDEO, 1, 576675, 6144960 
18/5/2023,, RUTA 31 KM 71, DESPISTE, SIN LESIONADOS, JUEVES, 6, SALTO, SIN DATOS, 1, 479320, 6538370 
15/3/2023,, CAMINO TOMKINSON, CAÍDA, LEVE, MIÉRCOLES, 6, MONTEVIDEO, MONTEVIDEO, 1, 566740, 6145065 
22/5/2023,, AVENIDA DIECIOCHO DE JULIO, CAÍDA, LEVE, LUNES, 23, PAYSANDU, PAYSANDU, 1, 397760, 6423930 
12/4/2023,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 6, SORIANO, SIN DATOS, 1, 462345, 6253405 
12/4/2023,, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 11, FLORES, TRINIDAD, 1, 509410, 6290900 
4/5/2023,, AVENIDA WILSON FERREIRA, CAÍDA, LEVE, JUEVES, 16, ROCHA, CASTILLOS, 1, 789940, 6211685 
9/1/2023,, DOCTOR LUIS ALBERTO DE HERRERA, CAÍDA, LEVE, LUNES, 23, LAVALLEJA, MINAS, 1, 661770, 6195455 
16/2/2023,, AVENIDA MILLAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, MONTEVIDEO, MONTEVIDEO, 1, 573205, 6143535 
23/3/2023,, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 12, SAN JOSE, LIBERTAD, 1, 534775, 6167100 
1/6/2023,, UTE 6, DESPISTE, SIN LESIONADOS, JUEVES, 15, COLONIA, ROSARIO, 1, 467875, 6201220 
5/4/2023,, MARTIRES DE LA INDUSTRIA FRIGORIFICA, CAÍDA, SIN LESIONADOS, MIÉRCOLES, 17, MONTEVIDEO, MONTEVIDEO, 1, 565970, 6141785 
12/6/2023,, PEDRO FIGARI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 8, CERRO LARGO, MELO, 1, 767985, 6414840 
1/2/2023,, AVENIDA WILSON FERREIRA ALDUNATE, CAÍDA, LEVE, MIÉRCOLES, 10, MALDONADO, MALDONADO, 1, 686515, 6136440 
12/3/2023,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 20, ARTIGAS, PORT. DE HIERRO Y CAMPODONICO, 1, 443530, 6650945 
13/1/2023,, P. CAMPBEL, ATROPELLO DE PEATÓN, LEVE, VIERNES, 21, SALTO, SALTO, 1, 414830, 6527120 
30/5/2023,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, SAN JOSE, SAN JOSE DE MAYO, 1, 526310, 6200215 
11/6/2023,, FRANCISCO MARTINEZ, CAÍDA, LEVE, DOMINGO, 23, MALDONADO, MALDONADO, 1, 687195, 6136785 
7/2/2023,, CAMINO TENIENTE GALEANO, CAÍDA, LEVE, MARTES, 2, MONTEVIDEO, MONTEVIDEO, 1, 577050, 6145580 
17/6/2023,, PUNTAS DEL SAUCE, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 6, FLORES, SIN DATOS, 1, 501890, 6254860 
26/6/2023,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 18, FLORIDA, FLORIDA, 1, 571260, 6226625 
20/6/2023,, AVENIDA GENERAL SAN MARTIN, ATROPELLO DE PEATÓN, LEVE, MARTES, 14, MONTEVIDEO, MONTEVIDEO, 1, 574365, 6139840 
5/3/2023,, SIN DATOS, DESPISTE, SIN LESIONADOS, DOMINGO, 19, RIO NEGRO, SIN DATOS, 1, 448645, 6356655 
15/4/2023,, RUTA 31 EMPALME CON RURA 4, DESPISTE, SIN LESIONADOS, SÁBADO, 10, SALTO, SIN DATOS, 1, 484440, 6539735 
9/4/2023,, SIN DATOS, DESPISTE, SIN LESIONADOS, DOMINGO, 9, FLORES, SIN DATOS, 1, 506785, 6287900 
30/6/2023,, CAMINO MALDONADO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 582135, 6146075 
15/2/2023,, CALLE DIECISIETE METROS --CONTRA VIA FERREA--, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, MALDONADO, BARRIO HIPODROMO, 1, 687615, 6139980 
26/2/2023,, GOBERNADOR VIANA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 1, MONTEVIDEO, MONTEVIDEO, 1, 578340, 6140585 
4/1/2023,, CARRERAS NACIONALES, DESPISTE, LEVE, MIÉRCOLES, 12, MONTEVIDEO, MONTEVIDEO, 1, 577255, 6143975 
20/1/2023,, RUTA 67 Y 68, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 14, CANELONES, SIN DATOS, 1, 574130, 6160805 
5/3/2023,, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 17, PAYSANDU, PAYSANDU, 1, 398715, 6423525 
16/1/2023,, CAMINO CARRASCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 6, MONTEVIDEO, MONTEVIDEO, 1, 585045, 6140975 
15/3/2023,, RAMBLA REPUBLICA DE MEXICO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, MONTEVIDEO, MONTEVIDEO, 1, 584450, 6138015 
10/4/2023,, RUTA 34 Y RUTA 8, DESPISTE, LEVE, LUNES, 19, CANELONES, PIEDRA DEL TORO, 1, 602520, 6159580 
9/6/2023,, DIECINUEVE DE ABRIL, CAÍDA, LEVE, VIERNES, 14, SALTO, SALTO, 1, 409470, 6527135 
6/3/2023,, SIN DATOS, CAÍDA, LEVE, LUNES, 9, SAN JOSE, SIN DATOS, 1, 548395, 6157590 
10/3/2023,, RUTA NACIONAL OCHO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 583620, 6148685 
17/3/2023,, AGRACIADA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 15, SAN JOSE, LIBERTAD, 1, 535455, 6167765 
10/4/2023,, PEDRO MARABOTTO, CAÍDA, LEVE, LUNES, 21, CANELONES, SAN BAUTISTA, 1, 595885, 6188365 
12/2/2023,, AV. FLORENCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 17, MALDONADO, PUNTA DEL ESTE, 1, 688855, 6132110 
14/2/2023,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, MARTES, 12, PAYSANDU, SIN DATOS, 1, 433210, 6420165 
1/2/2023,, BULGARIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 11, MONTEVIDEO, MONTEVIDEO, 1, 567195, 6140060 
10/3/2023,, FEDERICO FISCHER, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 8, COLONIA, NUEVA HELVECIA, 1, 479065, 6203555 
5/6/2023,, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, ROCHA, CASTILLOS, 1, 789825, 6211250 
28/3/2023,, JOSE ENRIQUE RODO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, RIVERA, RIVERA, 1, 639780, 6580185 
15/5/2023,, DOCTOR POUEY, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, CANELONES, SIN DATOS, 1, 571065, 6155910 
6/6/2023,, MANUEL BLANES VIALE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 12, SORIANO, MERCEDES, 1, 404345, 6320000 
7/6/2023,, AV. LOS ALPES, DESPISTE, GRAVE, MIÉRCOLES, 22, MALDONADO, PUNTA DEL ESTE, 1, 688375, 6131540 
16/6/2023,, RUTA CIENTODOS - PERIMETRAL, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 582510, 6149595 
3/5/2023,, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 14, MONTEVIDEO, MONTEVIDEO, 1, 576405, 6136875 
25/6/2023,, DOCTOR LUIS CASANELLO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 19, COLONIA, COLONIA DEL SACRAMENTO, 1, 422930, 6185485 
14/2/2023,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, MONTEVIDEO, MONTEVIDEO, 1, 587860, 6151385 
2/6/2023,, SERAFIN RIVAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 7, SORIANO, MERCEDES, 1, 403795, 6320110 
