Departamento,Gravedad,X,Y
CANELONES,LEVE,588585.0,6182325.0
MONTEVIDEO,LEVE,581870.0,6139230.0
MALDONADO,LEVE,688135.0,6129620.0
MONTEVIDEO,LEVE,578340.0,6140585.0
MALDONADO,LEVE,689105.0,6130375.0
CANELONES,LEVE,591385.0,6151970.0
MALDONADO,LEVE,685115.0,6138200.0
SALTO,LEVE,409260.0,6525865.0
ROCHA,LEVE,745325.0,6180845.0
CANELONES,LEVE,592460.0,6143900.0
LAVALLEJA,LEVE,663160.0,6195145.0
CANELONES,LEVE,586165.0,6154795.0
RIVERA,LEVE,640040.0,6579415.0
MONTEVIDEO,LEVE,574910.0,6138935.0
MALDONADO,SIN LESIONADOS,690265.0,6148935.0
CANELONES,GRAVE,586730.0,6161580.0
MALDONADO,LEVE,693925.0,6163400.0
PAYSANDU,GRAVE,402430.0,6416860.0
PAYSANDU,LEVE,397580.0,6422560.0
LAVALLEJA,SIN LESIONADOS,683735.0,6202415.0
LAVALLEJA,SIN LESIONADOS,661830.0,6194760.0
MONTEVIDEO,LEVE,580000.0,6140080.0
FLORES,GRAVE,504150.0,6271790.0
SALTO,SIN LESIONADOS,410080.0,6526970.0
PAYSANDU,LEVE,420000.0,6418150.0
MALDONADO,LEVE,691715.0,6132395.0
MALDONADO,LEVE,686060.0,6135930.0
MONTEVIDEO,LEVE,572035.0,6141945.0
CANELONES,LEVE,589955.0,6152820.0
MALDONADO,LEVE,688085.0,6130620.0
MONTEVIDEO,LEVE,578815.0,6140470.0
TREINTA Y TRES,SIN LESIONADOS,730560.0,6298515.0
PAYSANDU,GRAVE,400660.0,6426015.0
MALDONADO,SIN LESIONADOS,647980.0,6152680.0
MALDONADO,LEVE,687840.0,6134190.0
MALDONADO,LEVE,683200.0,6137190.0
CANELONES,GRAVE,589475.0,6143735.0
PAYSANDU,SIN LESIONADOS,399915.0,6428320.0
COLONIA,SIN LESIONADOS,477860.0,6203930.0
MONTEVIDEO,LEVE,571260.0,6142645.0
MONTEVIDEO,LEVE,575890.0,6139025.0
PAYSANDU,LEVE,397760.0,6423930.0
TACUAREMBO,LEVE,545915.0,6370110.0
DURAZNO,LEVE,544045.0,6306700.0
COLONIA,SIN LESIONADOS,459490.0,6190070.0
CANELONES,SIN LESIONADOS,616495.0,6153310.0
RIO NEGRO,SIN LESIONADOS,440820.0,6381225.0
MALDONADO,GRAVE,687430.0,6135225.0
MONTEVIDEO,SIN LESIONADOS,572435.0,6144095.0
FLORIDA,SIN LESIONADOS,615810.0,6215210.0
COLONIA,LEVE,385465.0,6238795.0
MONTEVIDEO,LEVE,581630.0,6138685.0
PAYSANDU,LEVE,396945.0,6424505.0
CANELONES,SIN LESIONADOS,629610.0,6151335.0
CANELONES,LEVE,572095.0,6159595.0
FLORIDA,SIN LESIONADOS,554350.0,6192070.0
DURAZNO,GRAVE,543755.0,6306225.0
MONTEVIDEO,LEVE,571280.0,6147335.0
ROCHA,SIN LESIONADOS,746675.0,6181970.0
MONTEVIDEO,LEVE,563770.0,6147580.0
RIVERA,LEVE,639175.0,6579610.0
CANELONES,LEVE,596330.0,6147170.0
MONTEVIDEO,LEVE,577595.0,6146935.0
CANELONES,GRAVE,594570.0,6147420.0
MONTEVIDEO,LEVE,576165.0,6138520.0
MONTEVIDEO,SIN LESIONADOS,574005.0,6140930.0
CANELONES,GRAVE,618410.0,6191590.0
MALDONADO,SIN LESIONADOS,695960.0,6135780.0
CANELONES,LEVE,595295.0,6146190.0
TREINTA Y TRES,LEVE,743390.0,6320140.0
SALTO,SIN LESIONADOS,408530.0,6527365.0
MONTEVIDEO,LEVE,574875.0,6141385.0
CANELONES,LEVE,585920.0,6154650.0
COLONIA,GRAVE,467480.0,6202845.0
SAN JOSE,LEVE,526220.0,6200325.0
MONTEVIDEO,LEVE,576690.0,6141825.0
COLONIA,SIN LESIONADOS,390330.0,6239205.0
MALDONADO,LEVE,687875.0,6136920.0
MONTEVIDEO,LEVE,577335.0,6138125.0
SAN JOSE,LEVE,527230.0,6200185.0
PAYSANDU,SIN LESIONADOS,398985.0,6423210.0
CANELONES,LEVE,620965.0,6152905.0
LAVALLEJA,SIN LESIONADOS,662025.0,6194540.0
MONTEVIDEO,LEVE,585180.0,6140080.0
CANELONES,LEVE,595220.0,6157375.0
SAN JOSE,LEVE,533915.0,6179540.0
COLONIA,GRAVE,422525.0,6186570.0
SAN JOSE,SIN LESIONADOS,526645.0,6159890.0
LAVALLEJA,LEVE,662055.0,6194575.0
SAN JOSE,SIN LESIONADOS,543740.0,6197490.0
MALDONADO,GRAVE,662440.0,6150405.0
MONTEVIDEO,LEVE,578515.0,6146645.0
PAYSANDU,LEVE,401320.0,6423265.0
MONTEVIDEO,SIN LESIONADOS,574780.0,6137525.0
COLONIA,SIN LESIONADOS,413955.0,6218065.0
PAYSANDU,LEVE,404010.0,6422745.0
SORIANO,LEVE,404635.0,6319090.0
MONTEVIDEO,GRAVE,575275.0,6138070.0
CANELONES,LEVE,595250.0,6157285.0
SORIANO,LEVE,427275.0,6290035.0
MONTEVIDEO,LEVE,576875.0,6147550.0
SAN JOSE,LEVE,549450.0,6154805.0
MONTEVIDEO,LEVE,576435.0,6147860.0
CANELONES,SIN LESIONADOS,556615.0,6186855.0
MONTEVIDEO,LEVE,576170.0,6136550.0
MALDONADO,LEVE,686995.0,6134165.0
CERRO LARGO,LEVE,766225.0,6415620.0
MONTEVIDEO,LEVE,576700.0,6138520.0
MALDONADO,SIN LESIONADOS,686120.0,6134735.0
MALDONADO,SIN LESIONADOS,691410.0,6147915.0
MONTEVIDEO,LEVE,578810.0,6137275.0
MALDONADO,GRAVE,690305.0,6147865.0
MONTEVIDEO,LEVE,576990.0,6137725.0
COLONIA,SIN LESIONADOS,371085.0,6252870.0
CANELONES,LEVE,595700.0,6158790.0
RIO NEGRO,SIN LESIONADOS,452565.0,6392210.0
CANELONES,LEVE,589360.0,6151935.0
SAN JOSE,LEVE,545390.0,6159515.0
MONTEVIDEO,LEVE,576575.0,6136460.0
MONTEVIDEO,LEVE,573130.0,6137355.0
MONTEVIDEO,LEVE,577345.0,6145325.0
MONTEVIDEO,LEVE,572285.0,6141600.0
MALDONADO,LEVE,689275.0,6131860.0
CANELONES,SIN LESIONADOS,632545.0,6177175.0
PAYSANDU,LEVE,397670.0,6423510.0
SORIANO,GRAVE,387225.0,6289380.0
MONTEVIDEO,LEVE,570760.0,6142155.0
MONTEVIDEO,SIN LESIONADOS,573285.0,6145865.0
SORIANO,LEVE,405030.0,6321055.0
SALTO,LEVE,409605.0,6526635.0
MONTEVIDEO,LEVE,575010.0,6139540.0
ARTIGAS,LEVE,443165.0,6653125.0
MONTEVIDEO,LEVE,576345.0,6138520.0
SALTO,GRAVE,408000.0,6524755.0
TREINTA Y TRES,LEVE,743700.0,6320175.0
TACUAREMBO,SIN LESIONADOS,596640.0,6490795.0
MALDONADO,LEVE,686985.0,6135525.0
LAVALLEJA,SIN LESIONADOS,729205.0,6295365.0
SALTO,LEVE,406980.0,6526590.0
RIO NEGRO,SIN LESIONADOS,378165.0,6334480.0
SAN JOSE,LEVE,540415.0,6170645.0
MONTEVIDEO,LEVE,574395.0,6143335.0
COLONIA,LEVE,421605.0,6188275.0
RIO NEGRO,LEVE,402195.0,6350125.0
MONTEVIDEO,LEVE,573025.0,6136975.0
TREINTA Y TRES,SIN LESIONADOS,759645.0,6329955.0
CANELONES,LEVE,595930.0,6204745.0
TACUAREMBO,LEVE,596755.0,6491080.0
COLONIA,SIN LESIONADOS,478240.0,6205965.0
TACUAREMBO,SIN LESIONADOS,545865.0,6369760.0
CANELONES,SIN LESIONADOS,627260.0,6153380.0
MALDONADO,LEVE,687085.0,6135230.0
MONTEVIDEO,LEVE,580790.0,6144675.0
CANELONES,LEVE,594325.0,6145615.0
CANELONES,SIN LESIONADOS,590535.0,6146565.0
PAYSANDU,SIN LESIONADOS,396920.0,6424310.0
MONTEVIDEO,LEVE,573430.0,6141215.0
LAVALLEJA,LEVE,662155.0,6195005.0
MONTEVIDEO,LEVE,571045.0,6141860.0
SAN JOSE,SIN LESIONADOS,526220.0,6200325.0
FLORIDA,LEVE,562735.0,6267220.0
CERRO LARGO,SIN LESIONADOS,747655.0,6411180.0
TREINTA Y TRES,SIN LESIONADOS,799955.0,6359815.0
MONTEVIDEO,LEVE,573095.0,6145595.0
MALDONADO,LEVE,688040.0,6137070.0
COLONIA,SIN LESIONADOS,369135.0,6251025.0
MONTEVIDEO,SIN LESIONADOS,567065.0,6149270.0
MONTEVIDEO,LEVE,583330.0,6139490.0
PAYSANDU,LEVE,414735.0,6518030.0
MALDONADO,LEVE,651385.0,6150050.0
SAN JOSE,LEVE,557065.0,6153190.0
RIO NEGRO,LEVE,378170.0,6334050.0
PAYSANDU,SIN LESIONADOS,397535.0,6424305.0
SAN JOSE,LEVE,553885.0,6153985.0
MONTEVIDEO,LEVE,578520.0,6139435.0
MONTEVIDEO,LEVE,573125.0,6146150.0
MONTEVIDEO,LEVE,576325.0,6139070.0
FLORIDA,LEVE,572225.0,6227095.0
MONTEVIDEO,LEVE,568070.0,6140295.0
MONTEVIDEO,LEVE,574020.0,6137835.0
COLONIA,LEVE,382325.0,6235410.0
MONTEVIDEO,SIN LESIONADOS,577510.0,6149130.0
SORIANO,GRAVE,404535.0,6318675.0
SAN JOSE,LEVE,550640.0,6155620.0
CANELONES,LEVE,614025.0,6198875.0
SORIANO,LEVE,403715.0,6319985.0
MONTEVIDEO,LEVE,576290.0,6142325.0
MALDONADO,SIN LESIONADOS,688040.0,6137070.0
MONTEVIDEO,LEVE,577750.0,6140425.0
CERRO LARGO,LEVE,830235.0,6389480.0
MONTEVIDEO,SIN LESIONADOS,570710.0,6141185.0
RIVERA,SIN LESIONADOS,604975.0,6553535.0
FLORES,LEVE,491810.0,6242350.0
MONTEVIDEO,LEVE,574230.0,6138900.0
COLONIA,SIN LESIONADOS,380700.0,6237715.0
ROCHA,SIN LESIONADOS,744790.0,6180540.0
CERRO LARGO,LEVE,767985.0,6414305.0
MONTEVIDEO,LEVE,581305.0,6138140.0
CERRO LARGO,LEVE,766560.0,6414750.0
MALDONADO,LEVE,686800.0,6136490.0
MONTEVIDEO,LEVE,577455.0,6143460.0
CANELONES,LEVE,589100.0,6156530.0
MALDONADO,SIN LESIONADOS,672825.0,6140515.0
FLORIDA,SIN LESIONADOS,569560.0,6201320.0
DURAZNO,LEVE,546555.0,6305290.0
RIO NEGRO,SIN LESIONADOS,472940.0,6345790.0
MONTEVIDEO,SIN LESIONADOS,576365.0,6155940.0
CANELONES,SIN LESIONADOS,604195.0,6193750.0
MONTEVIDEO,LEVE,577245.0,6140250.0
CANELONES,LEVE,588290.0,6155870.0
MONTEVIDEO,SIN LESIONADOS,574235.0,6137750.0
MONTEVIDEO,SIN LESIONADOS,580405.0,6139445.0
FLORIDA,SIN LESIONADOS,561055.0,6267225.0
CANELONES,SIN LESIONADOS,591480.0,6153950.0
MONTEVIDEO,SIN LESIONADOS,567890.0,6147035.0
CANELONES,LEVE,594705.0,6147105.0
SORIANO,SIN LESIONADOS,386735.0,6289795.0
SORIANO,LEVE,404205.0,6318780.0
MALDONADO,LEVE,687510.0,6135410.0
MALDONADO,LEVE,686300.0,6135340.0
MALDONADO,LEVE,693205.0,6156120.0
TACUAREMBO,LEVE,596015.0,6490420.0
LAVALLEJA,SIN LESIONADOS,660040.0,6194565.0
LAVALLEJA,LEVE,662510.0,6194965.0
CANELONES,GRAVE,591710.0,6163570.0
SORIANO,LEVE,387025.0,6288395.0
TACUAREMBO,FATAL,583765.0,6444400.0
FLORIDA,LEVE,572290.0,6226735.0
MALDONADO,FATAL,688490.0,6137380.0
SALTO,FATAL,447750.0,6552105.0
FLORES,FATAL,484640.0,6306900.0
MONTEVIDEO,FATAL,574830.0,6139505.0
MALDONADO,FATAL,718870.0,6218700.0
MALDONADO,LEVE,687800.0,6135220.0
MONTEVIDEO,FATAL,578235.0,6141700.0
ROCHA,LEVE,744890.0,6181100.0
CANELONES,FATAL,589195.0,6146855.0
PAYSANDU,GRAVE,402915.0,6419490.0
CANELONES,FATAL,620660.0,6153280.0
SAN JOSE,LEVE,526485.0,6200255.0
LAVALLEJA,FATAL,704415.0,6228710.0
ARTIGAS,FATAL,443215.0,6653090.0
MONTEVIDEO,FATAL,579175.0,6141945.0
MALDONADO,LEVE,658090.0,6140485.0
FLORES,FATAL,509540.0,6292385.0
MONTEVIDEO,FATAL,578240.0,6138280.0
LAVALLEJA,LEVE,662705.0,6192590.0
FLORIDA,FATAL,562360.0,6269440.0
CERRO LARGO,SIN LESIONADOS,766200.0,6415100.0
MONTEVIDEO,LEVE,568975.0,6143480.0
CANELONES,FATAL,594550.0,6154030.0
CANELONES,FATAL,593410.0,6146705.0
TREINTA Y TRES,FATAL,745765.0,6321880.0
CANELONES,FATAL,564640.0,6179565.0
CANELONES,FATAL,605095.0,6149725.0
MONTEVIDEO,FATAL,585580.0,6141180.0
MONTEVIDEO,LEVE,582205.0,6139485.0
FLORES,SIN LESIONADOS,501710.0,6293555.0
MONTEVIDEO,GRAVE,578850.0,6145825.0
SAN JOSE,SIN LESIONADOS,554815.0,6153235.0
MALDONADO,LEVE,686990.0,6134930.0
MONTEVIDEO,LEVE,575195.0,6137825.0
CANELONES,GRAVE,592935.0,6155655.0
CANELONES,LEVE,589320.0,6140795.0
CANELONES,LEVE,594315.0,6145680.0
TREINTA Y TRES,LEVE,743850.0,6320710.0
TACUAREMBO,GRAVE,596235.0,6487985.0
MALDONADO,LEVE,648180.0,6148960.0
CERRO LARGO,SIN LESIONADOS,769465.0,6415520.0
TREINTA Y TRES,LEVE,805910.0,6369170.0
MALDONADO,LEVE,687565.0,6135295.0
FLORIDA,LEVE,571465.0,6228025.0
TACUAREMBO,LEVE,595515.0,6490045.0
SORIANO,SIN LESIONADOS,404915.0,6320115.0
PAYSANDU,SIN LESIONADOS,400315.0,6423525.0
MALDONADO,LEVE,662330.0,6150215.0
MONTEVIDEO,LEVE,577790.0,6140080.0
FLORES,LEVE,510440.0,6291850.0
MONTEVIDEO,LEVE,568325.0,6141750.0
SORIANO,LEVE,403700.0,6320085.0
PAYSANDU,SIN LESIONADOS,437130.0,6419450.0
COLONIA,LEVE,422595.0,6185675.0
COLONIA,LEVE,422505.0,6188540.0
ROCHA,FATAL,803965.0,6277200.0
CANELONES,FATAL,603005.0,6155690.0
LAVALLEJA,SIN LESIONADOS,662450.0,6194890.0
PAYSANDU,LEVE,399570.0,6423645.0
MONTEVIDEO,LEVE,575195.0,6140280.0
MONTEVIDEO,LEVE,584830.0,6149445.0
SALTO,LEVE,408950.0,6529255.0
RIO NEGRO,LEVE,378385.0,6334130.0
MONTEVIDEO,LEVE,574795.0,6137715.0
LAVALLEJA,SIN LESIONADOS,636215.0,6202540.0
ROCHA,SIN LESIONADOS,735120.0,6154530.0
CERRO LARGO,LEVE,839285.0,6387780.0
MONTEVIDEO,LEVE,578965.0,6148220.0
MONTEVIDEO,LEVE,574695.0,6137920.0
MONTEVIDEO,GRAVE,579520.0,6147835.0
MONTEVIDEO,LEVE,576665.0,6141145.0
COLONIA,LEVE,458900.0,6191250.0
PAYSANDU,LEVE,398280.0,6423430.0
MONTEVIDEO,LEVE,577355.0,6136420.0
CANELONES,LEVE,582900.0,6155650.0
SAN JOSE,LEVE,534850.0,6167025.0
MONTEVIDEO,LEVE,576695.0,6148160.0
MONTEVIDEO,LEVE,575090.0,6139170.0
CANELONES,GRAVE,601450.0,6160940.0
SAN JOSE,LEVE,526485.0,6200255.0
CANELONES,LEVE,606110.0,6151355.0
MALDONADO,SIN LESIONADOS,710260.0,6163090.0
MONTEVIDEO,LEVE,575820.0,6138495.0
CANELONES,LEVE,592905.0,6145080.0
CANELONES,LEVE,592820.0,6144640.0
COLONIA,GRAVE,429215.0,6188605.0
TACUAREMBO,LEVE,597135.0,6491600.0
MONTEVIDEO,LEVE,575415.0,6141620.0
MONTEVIDEO,LEVE,569475.0,6144490.0
SORIANO,SIN LESIONADOS,404055.0,6320880.0
TREINTA Y TRES,LEVE,692155.0,6355450.0
LAVALLEJA,SIN LESIONADOS,661475.0,6196715.0
MONTEVIDEO,LEVE,580320.0,6138070.0
SORIANO,SIN LESIONADOS,404280.0,6320315.0
SORIANO,LEVE,403655.0,6319565.0
MONTEVIDEO,LEVE,570975.0,6141935.0
SORIANO,SIN LESIONADOS,404905.0,6320650.0
MONTEVIDEO,LEVE,576460.0,6142600.0
MONTEVIDEO,LEVE,575240.0,6138675.0
TACUAREMBO,SIN LESIONADOS,698935.0,6446845.0
RIO NEGRO,SIN LESIONADOS,389385.0,6329325.0
MONTEVIDEO,SIN LESIONADOS,574275.0,6138840.0
MALDONADO,LEVE,683505.0,6135380.0
RIVERA,SIN LESIONADOS,642050.0,6578740.0
PAYSANDU,LEVE,481795.0,6420160.0
COLONIA,LEVE,467830.0,6203495.0
MALDONADO,LEVE,686695.0,6134405.0
MONTEVIDEO,LEVE,579100.0,6140435.0
PAYSANDU,SIN LESIONADOS,397715.0,6423715.0
TACUAREMBO,LEVE,588750.0,6494750.0
TREINTA Y TRES,LEVE,785340.0,6350565.0
CANELONES,GRAVE,571645.0,6159305.0
RIO NEGRO,SIN LESIONADOS,441030.0,6381940.0
CANELONES,LEVE,600130.0,6148645.0
MONTEVIDEO,LEVE,571975.0,6144880.0
ROCHA,LEVE,822890.0,6266765.0
MALDONADO,LEVE,687810.0,6129285.0
CERRO LARGO,SIN LESIONADOS,818600.0,6383855.0
RIO NEGRO,LEVE,439840.0,6380380.0
DURAZNO,SIN LESIONADOS,601845.0,6354150.0
PAYSANDU,SIN LESIONADOS,481050.0,6420275.0
PAYSANDU,SIN LESIONADOS,397620.0,6423305.0
RIVERA,LEVE,638565.0,6582270.0
MONTEVIDEO,GRAVE,576420.0,6147840.0
CANELONES,LEVE,592110.0,6144150.0
MONTEVIDEO,LEVE,573765.0,6137195.0
PAYSANDU,SIN LESIONADOS,397460.0,6423970.0
MONTEVIDEO,LEVE,571190.0,6141715.0
SALTO,SIN LESIONADOS,408115.0,6525445.0
COLONIA,LEVE,423120.0,6185385.0
SAN JOSE,GRAVE,527180.0,6201240.0
TACUAREMBO,LEVE,544945.0,6370070.0
PAYSANDU,LEVE,398990.0,6422190.0
COLONIA,LEVE,425645.0,6244580.0
MONTEVIDEO,LEVE,576580.0,6142770.0
LAVALLEJA,GRAVE,662815.0,6195335.0
TACUAREMBO,LEVE,595945.0,6490490.0
COLONIA,SIN LESIONADOS,370775.0,6250735.0
SALTO,GRAVE,408025.0,6524910.0
CERRO LARGO,LEVE,766230.0,6415825.0
SALTO,SIN LESIONADOS,410260.0,6527340.0
TACUAREMBO,LEVE,596310.0,6491650.0
MONTEVIDEO,SIN LESIONADOS,575650.0,6136850.0
MONTEVIDEO,LEVE,575585.0,6137665.0
DURAZNO,SIN LESIONADOS,544145.0,6306875.0
PAYSANDU,LEVE,396980.0,6424030.0
MONTEVIDEO,LEVE,575715.0,6138275.0
CERRO LARGO,LEVE,766490.0,6414960.0
MONTEVIDEO,GRAVE,563155.0,6146900.0
LAVALLEJA,LEVE,657875.0,6213020.0
MONTEVIDEO,GRAVE,578790.0,6138355.0
MALDONADO,SIN LESIONADOS,705840.0,6212960.0
PAYSANDU,SIN LESIONADOS,400875.0,6423330.0
MONTEVIDEO,LEVE,575800.0,6137900.0
RIVERA,LEVE,638410.0,6580695.0
PAYSANDU,GRAVE,398685.0,6424215.0
CERRO LARGO,LEVE,844210.0,6379900.0
RIVERA,SIN LESIONADOS,644560.0,6575455.0
MALDONADO,GRAVE,687195.0,6134135.0
MONTEVIDEO,LEVE,582450.0,6139660.0
SORIANO,LEVE,403210.0,6320290.0
RIVERA,LEVE,639220.0,6577715.0
MONTEVIDEO,SIN LESIONADOS,573710.0,6139120.0
PAYSANDU,LEVE,399385.0,6423690.0
ROCHA,SIN LESIONADOS,748150.0,6177630.0
COLONIA,SIN LESIONADOS,466095.0,6237040.0
ROCHA,SIN LESIONADOS,759045.0,6270540.0
MONTEVIDEO,LEVE,575740.0,6140940.0
LAVALLEJA,LEVE,728885.0,6295390.0
CANELONES,FATAL,587820.0,6142890.0
SALTO,SIN LESIONADOS,409325.0,6527505.0
SALTO,SIN LESIONADOS,407650.0,6524290.0
LAVALLEJA,SIN LESIONADOS,663090.0,6194740.0
MONTEVIDEO,LEVE,579650.0,6139670.0
MONTEVIDEO,LEVE,576860.0,6144985.0
MONTEVIDEO,LEVE,583470.0,6148660.0
CANELONES,LEVE,562910.0,6172530.0
MONTEVIDEO,LEVE,573895.0,6143930.0
TACUAREMBO,SIN LESIONADOS,600320.0,6492705.0
MONTEVIDEO,LEVE,580115.0,6139310.0
MALDONADO,SIN LESIONADOS,686505.0,6135120.0
COLONIA,SIN LESIONADOS,422400.0,6185250.0
MONTEVIDEO,GRAVE,573520.0,6139885.0
MONTEVIDEO,LEVE,572540.0,6140190.0
CANELONES,LEVE,617620.0,6152120.0
MONTEVIDEO,LEVE,574945.0,6141000.0
PAYSANDU,SIN LESIONADOS,398605.0,6424445.0
SALTO,LEVE,407035.0,6525495.0
PAYSANDU,LEVE,397420.0,6422410.0
SORIANO,SIN LESIONADOS,377320.0,6304280.0
SALTO,GRAVE,417695.0,6527675.0
MONTEVIDEO,LEVE,576205.0,6141575.0
MONTEVIDEO,LEVE,574575.0,6137965.0
LAVALLEJA,GRAVE,661235.0,6196830.0
SORIANO,SIN LESIONADOS,387125.0,6288945.0
FLORIDA,SIN LESIONADOS,569815.0,6236255.0
DURAZNO,SIN LESIONADOS,628030.0,6309805.0
DURAZNO,GRAVE,544525.0,6305630.0
FLORES,LEVE,512100.0,6292165.0
ARTIGAS,GRAVE,549585.0,6635125.0
SORIANO,LEVE,404220.0,6320605.0
DURAZNO,LEVE,635270.0,6365925.0
SORIANO,SIN LESIONADOS,403980.0,6320250.0
PAYSANDU,LEVE,398195.0,6422700.0
MONTEVIDEO,LEVE,579955.0,6138550.0
MONTEVIDEO,LEVE,573035.0,6137305.0
PAYSANDU,LEVE,398125.0,6424200.0
TACUAREMBO,SIN LESIONADOS,596085.0,6490500.0
SAN JOSE,SIN LESIONADOS,542470.0,6195340.0
MONTEVIDEO,LEVE,573395.0,6144290.0
PAYSANDU,LEVE,396845.0,6423745.0
PAYSANDU,SIN LESIONADOS,398640.0,6423810.0
COLONIA,LEVE,478425.0,6205670.0
CANELONES,FATAL,598330.0,6147745.0
FLORIDA,FATAL,668670.0,6292615.0
MALDONADO,FATAL,686580.0,6134205.0
CERRO LARGO,FATAL,806560.0,6370840.0
FLORIDA,FATAL,554070.0,6292435.0
CANELONES,FATAL,569710.0,6153930.0
RIVERA,FATAL,694095.0,6501685.0
SAN JOSE,FATAL,545055.0,6159730.0
SALTO,FATAL,412005.0,6527105.0
CANELONES,FATAL,606935.0,6181210.0
CANELONES,FATAL,568865.0,6157000.0
RIO NEGRO,FATAL,389415.0,6329320.0
MONTEVIDEO,FATAL,573490.0,6136750.0
PAYSANDU,FATAL,476500.0,6471770.0
MALDONADO,FATAL,655905.0,6142700.0
MONTEVIDEO,FATAL,567165.0,6141840.0
CANELONES,FATAL,566455.0,6180665.0
CANELONES,FATAL,589855.0,6151480.0
FLORIDA,FATAL,668670.0,6292615.0
CERRO LARGO,FATAL,790635.0,6411280.0
LAVALLEJA,FATAL,663185.0,6195615.0
TACUAREMBO,FATAL,596650.0,6491685.0
MALDONADO,FATAL,684965.0,6135130.0
PAYSANDU,FATAL,398895.0,6426655.0
TACUAREMBO,FATAL,573985.0,6432225.0
FLORES,FATAL,498660.0,6299385.0
LAVALLEJA,FATAL,703935.0,6227970.0
MONTEVIDEO,FATAL,575115.0,6137575.0
MALDONADO,FATAL,690425.0,6148300.0
LAVALLEJA,FATAL,640800.0,6171845.0
MONTEVIDEO,FATAL,576315.0,6138010.0
COLONIA,FATAL,428560.0,6188370.0
SORIANO,FATAL,403745.0,6318725.0
LAVALLEJA,FATAL,728690.0,6293050.0
PAYSANDU,LEVE,399350.0,6424805.0
CERRO LARGO,FATAL,769430.0,6452185.0
RIO NEGRO,FATAL,379425.0,6333085.0
SAN JOSE,FATAL,542720.0,6196780.0
MONTEVIDEO,FATAL,568735.0,6144435.0
ARTIGAS,FATAL,552385.0,6633130.0
COLONIA,FATAL,457950.0,6191000.0
MONTEVIDEO,FATAL,577820.0,6141965.0
FLORES,FATAL,522610.0,6250790.0
CERRO LARGO,FATAL,769725.0,6414050.0
TREINTA Y TRES,FATAL,744260.0,6319915.0
FLORIDA,FATAL,569995.0,6202820.0
CANELONES,FATAL,646050.0,6150085.0
ROCHA,FATAL,761545.0,6161610.0
CANELONES,FATAL,588785.0,6151730.0
CANELONES,FATAL,588880.0,6160715.0
MONTEVIDEO,FATAL,571655.0,6145565.0
SAN JOSE,SIN LESIONADOS,526195.0,6200435.0
MONTEVIDEO,LEVE,567195.0,6140060.0
COLONIA,SIN LESIONADOS,468500.0,6204585.0
CANELONES,LEVE,613535.0,6152490.0
LAVALLEJA,SIN LESIONADOS,661930.0,6194425.0
MONTEVIDEO,LEVE,577865.0,6140010.0
SAN JOSE,LEVE,526655.0,6201075.0
MONTEVIDEO,FATAL,579510.0,6139155.0
SALTO,FATAL,411730.0,6525195.0
MALDONADO,FATAL,688165.0,6142195.0
MONTEVIDEO,FATAL,563770.0,6143850.0
CERRO LARGO,LEVE,767985.0,6414305.0
MONTEVIDEO,FATAL,577485.0,6138790.0
FLORIDA,FATAL,569775.0,6244030.0
FLORIDA,FATAL,621115.0,6220130.0
SORIANO,FATAL,386780.0,6287930.0
SALTO,FATAL,408395.0,6528215.0
CANELONES,FATAL,597170.0,6149510.0
FLORIDA,FATAL,566060.0,6270225.0
LAVALLEJA,FATAL,663130.0,6193875.0
CERRO LARGO,FATAL,762665.0,6415650.0
SAN JOSE,FATAL,533420.0,6169470.0
FLORES,FATAL,511345.0,6286355.0
SAN JOSE,LEVE,534200.0,6166585.0
PAYSANDU,FATAL,400060.0,6429165.0
SALTO,FATAL,410120.0,6527365.0
CERRO LARGO,FATAL,844935.0,6378445.0
CANELONES,FATAL,579570.0,6180505.0
CANELONES,FATAL,603800.0,6150920.0
MONTEVIDEO,FATAL,569650.0,6146590.0
CANELONES,FATAL,615495.0,6152895.0
MONTEVIDEO,FATAL,571610.0,6140810.0
TACUAREMBO,FATAL,596215.0,6488200.0
CANELONES,FATAL,583820.0,6166885.0
MONTEVIDEO,FATAL,585220.0,6149710.0
TREINTA Y TRES,FATAL,736290.0,6310905.0
CANELONES,FATAL,621765.0,6162965.0
MALDONADO,SIN LESIONADOS,690240.0,6148625.0
TACUAREMBO,SIN LESIONADOS,596020.0,6490280.0
MONTEVIDEO,LEVE,576910.0,6139150.0
COLONIA,GRAVE,381005.0,6238280.0
MONTEVIDEO,LEVE,573830.0,6138920.0
MONTEVIDEO,SIN LESIONADOS,570045.0,6145110.0
MONTEVIDEO,LEVE,578575.0,6146110.0
SORIANO,LEVE,403900.0,6321150.0
ROCHA,LEVE,811415.0,6275150.0
SAN JOSE,GRAVE,557070.0,6151740.0
MONTEVIDEO,LEVE,576260.0,6141025.0
MONTEVIDEO,GRAVE,574180.0,6137120.0
TREINTA Y TRES,LEVE,742310.0,6318725.0
MONTEVIDEO,LEVE,573365.0,6145810.0
CANELONES,LEVE,595905.0,6146300.0
CANELONES,GRAVE,604890.0,6150035.0
ROCHA,SIN LESIONADOS,827400.0,6265915.0
LAVALLEJA,LEVE,662085.0,6194305.0
CANELONES,LEVE,630685.0,6164365.0
ROCHA,LEVE,744930.0,6181000.0
MALDONADO,LEVE,688925.0,6132250.0
MALDONADO,LEVE,687030.0,6136825.0
