Departamento,Gravedad,X,Y
1,0,577855.0,6144410.0
3,0,686885.0,6134930.0
19,0,596135.0,6490990.0
1,0,582165.0,6150215.0
3,0,695855.0,6134635.0
2,0,617295.0,6153625.0
6,0,796750.0,6362750.0
17,0,543795.0,6305640.0
3,0,655800.0,6141760.0
12,0,402515.0,6320535.0
1,0,568265.0,6141795.0
13,0,477640.0,6189685.0
2,1,594475.0,6156560.0
7,0,638595.0,6576235.0
10,0,433470.0,6420275.0
2,0,556845.0,6176470.0
7,0,638860.0,6579435.0
1,0,569875.0,6141590.0
5,0,766435.0,6416100.0
5,0,768255.0,6469715.0
13,0,476900.0,6196245.0
1,0,559800.0,6148895.0
16,1,585410.0,6276125.0
2,0,620470.0,6161610.0
3,0,678060.0,6138580.0
17,0,545180.0,6306660.0
12,0,402510.0,6320690.0
5,0,771585.0,6413620.0
1,0,575920.0,6141780.0
19,0,596485.0,6491210.0
3,0,686995.0,6136585.0
2,0,599265.0,6148390.0
8,1,551885.0,6637115.0
1,0,569810.0,6142250.0
1,0,582925.0,6139430.0
3,0,688135.0,6129455.0
1,0,569825.0,6144455.0
2,0,564605.0,6177890.0
10,0,396640.0,6423775.0
17,0,564255.0,6313875.0
2,0,569540.0,6165255.0
18,0,641430.0,6175225.0
3,0,688100.0,6131375.0
1,0,572575.0,6137110.0
1,0,575290.0,6140815.0
9,0,413910.0,6526975.0
13,0,447650.0,6200650.0
18,0,662755.0,6195560.0
14,0,526030.0,6199120.0
3,0,685240.0,6137820.0
3,0,646690.0,6154195.0
4,0,789290.0,6227290.0
16,1,573575.0,6226510.0
7,1,639315.0,6579635.0
3,0,687665.0,6131865.0
1,0,576150.0,6137400.0
13,0,423795.0,6186735.0
10,0,419230.0,6464580.0
11,0,380715.0,6332505.0
5,1,768580.0,6414580.0
9,0,412485.0,6538245.0
5,1,771675.0,6459790.0
7,1,637930.0,6582570.0
1,0,572915.0,6140835.0
3,0,688335.0,6132070.0
4,0,734960.0,6162220.0
3,0,687840.0,6131695.0
3,0,687020.0,6136810.0
19,0,590555.0,6462225.0
5,0,766785.0,6414920.0
9,0,409410.0,6525895.0
9,0,408195.0,6528585.0
1,0,575735.0,6141060.0
1,0,564470.0,6151225.0
10,0,409365.0,6416020.0
13,0,459530.0,6189225.0
13,0,478780.0,6206095.0
3,0,686820.0,6132695.0
12,0,404390.0,6321145.0
1,0,580605.0,6140825.0
3,0,688485.0,6131935.0
13,1,422930.0,6185485.0
3,0,701615.0,6137185.0
2,0,590605.0,6146525.0
2,0,589870.0,6152735.0
9,0,408760.0,6527110.0
3,0,689720.0,6132600.0
3,0,708355.0,6151670.0
6,0,743115.0,6319780.0
3,0,689105.0,6130375.0
13,0,372635.0,6246405.0
1,0,579790.0,6143270.0
2,0,569185.0,6157595.0
4,0,822395.0,6243250.0
3,0,695845.0,6148925.0
12,0,386490.0,6290005.0
3,0,668580.0,6140690.0
3,0,678060.0,6138580.0
2,0,566510.0,6179785.0
3,0,688490.0,6136730.0
4,0,761440.0,6273890.0
18,0,662265.0,6195290.0
14,0,526380.0,6200990.0
18,0,662095.0,6194170.0
5,0,766285.0,6414890.0
1,0,578530.0,6146890.0
11,0,379180.0,6334370.0
10,0,398010.0,6423550.0
1,0,578700.0,6140585.0
10,0,398745.0,6423800.0
16,0,561475.0,6267305.0
5,0,836855.0,6387320.0
2,0,595220.0,6157375.0
6,0,744930.0,6320245.0
1,0,574420.0,6138800.0
15,1,509215.0,6291110.0
15,0,509475.0,6292385.0
2,0,565805.0,6179740.0
14,0,532990.0,6198430.0
13,0,478780.0,6206095.0
7,0,640565.0,6579445.0
18,0,661600.0,6194940.0
13,0,424965.0,6245045.0
19,1,596305.0,6489845.0
10,0,397985.0,6429595.0
8,0,551160.0,6635540.0
1,1,574650.0,6137800.0
1,0,573470.0,6141460.0
2,0,595160.0,6157870.0
3,0,695000.0,6134860.0
2,0,609840.0,6161200.0
14,0,558525.0,6152065.0
3,1,686405.0,6134735.0
19,0,598350.0,6489245.0
10,0,399720.0,6424755.0
5,0,766490.0,6414960.0
2,0,577120.0,6173105.0
3,0,688045.0,6134630.0
1,0,581220.0,6139125.0
1,0,574235.0,6137750.0
2,0,590825.0,6141850.0
7,1,636565.0,6582065.0
3,0,685520.0,6137940.0
1,1,573710.0,6137810.0
1,0,577600.0,6138825.0
5,0,754145.0,6418930.0
2,0,571970.0,6157820.0
12,0,404260.0,6319010.0
19,0,596565.0,6490860.0
1,0,577040.0,6140280.0
1,0,573525.0,6144850.0
12,0,403435.0,6320335.0
5,0,830995.0,6389370.0
1,0,565040.0,6157655.0
2,0,568005.0,6159155.0
9,0,408315.0,6528575.0
1,0,579060.0,6150360.0
1,0,576635.0,6143275.0
3,0,687060.0,6135525.0
2,0,570175.0,6153300.0
1,0,586025.0,6139170.0
1,0,576510.0,6141290.0
14,0,551430.0,6155000.0
19,0,596085.0,6490500.0
5,0,839335.0,6388465.0
1,0,573855.0,6137310.0
5,0,771050.0,6456860.0
1,0,585230.0,6139955.0
3,0,687445.0,6136055.0
1,0,583550.0,6148605.0
2,0,606055.0,6151635.0
17,0,544675.0,6307395.0
1,1,567210.0,6139455.0
3,0,688030.0,6135385.0
12,0,375985.0,6270460.0
4,0,734015.0,6164045.0
16,0,624410.0,6225785.0
9,0,405830.0,6524520.0
13,0,423450.0,6185950.0
13,0,369570.0,6251175.0
3,0,686405.0,6133210.0
9,0,408160.0,6527535.0
1,0,575480.0,6138360.0
1,0,573400.0,6142810.0
1,0,577945.0,6142060.0
9,0,413230.0,6528880.0
3,0,684865.0,6135160.0
1,1,576695.0,6148160.0
2,0,612835.0,6153490.0
2,0,597995.0,6148015.0
9,1,434540.0,6559100.0
13,0,458780.0,6191935.0
1,0,579720.0,6142960.0
3,0,686890.0,6135425.0
4,0,787945.0,6210795.0
1,0,573105.0,6145830.0
8,0,549715.0,6635755.0
2,0,614595.0,6152460.0
11,0,379705.0,6333565.0
3,0,688675.0,6130125.0
2,0,618265.0,6153930.0
3,1,685480.0,6137940.0
10,0,397870.0,6423915.0
3,0,677505.0,6154750.0
3,0,687650.0,6128950.0
2,0,600030.0,6149955.0
5,0,766475.0,6416470.0
10,0,397665.0,6422955.0
1,0,569515.0,6141235.0
17,0,543240.0,6306420.0
1,0,568325.0,6141750.0
2,1,586720.0,6164850.0
1,0,579585.0,6142685.0
13,0,381340.0,6236740.0
6,0,797565.0,6363850.0
19,0,548090.0,6384770.0
5,0,839860.0,6388280.0
4,0,745975.0,6182770.0
13,0,478660.0,6206635.0
9,0,409925.0,6525615.0
8,0,551820.0,6634950.0
5,1,765325.0,6415010.0
13,0,445540.0,6191035.0
2,1,597925.0,6148985.0
3,0,668580.0,6140690.0
3,0,685260.0,6135550.0
1,0,574560.0,6140595.0
5,0,764590.0,6414920.0
1,0,576355.0,6137480.0
14,0,543380.0,6160805.0
18,1,666900.0,6246585.0
9,0,409860.0,6524935.0
8,1,443040.0,6652865.0
3,0,654350.0,6145190.0
2,0,570945.0,6153195.0
2,0,594485.0,6157805.0
11,0,378090.0,6334695.0
1,1,572440.0,6145880.0
7,1,641640.0,6569570.0
1,0,576345.0,6139310.0
10,0,399030.0,6423590.0
1,0,578035.0,6139860.0
18,0,661190.0,6194770.0
2,0,555860.0,6186690.0
5,0,766415.0,6432620.0
19,0,595895.0,6491355.0
18,0,674040.0,6217435.0
1,0,573105.0,6145830.0
2,1,564135.0,6166780.0
2,0,576350.0,6173760.0
14,0,522975.0,6160765.0
9,0,409305.0,6527285.0
17,1,547095.0,6367460.0
18,0,705060.0,6230605.0
13,1,481970.0,6199610.0
19,0,596295.0,6490570.0
3,0,689505.0,6130750.0
1,0,570960.0,6149765.0
5,0,766140.0,6415625.0
1,0,582575.0,6138370.0
19,0,595000.0,6491400.0
16,0,634120.0,6251920.0
10,0,413955.0,6516805.0
2,0,566500.0,6179680.0
13,0,369105.0,6251430.0
2,0,588030.0,6180960.0
18,0,661985.0,6195275.0
1,0,573625.0,6144555.0
13,0,442500.0,6206025.0
7,0,693760.0,6516675.0
5,0,766680.0,6414280.0
11,0,378915.0,6333355.0
1,0,568570.0,6140375.0
3,0,688740.0,6130945.0
2,0,609695.0,6152060.0
1,0,573670.0,6137080.0
13,0,423260.0,6217250.0
9,0,409535.0,6527030.0
3,0,646800.0,6151135.0
1,0,570020.0,6141880.0
2,0,585920.0,6154650.0
14,0,526545.0,6201040.0
3,0,688385.0,6129925.0
4,1,759965.0,6163910.0
1,0,573180.0,6149970.0
17,0,528980.0,6319105.0
1,0,574755.0,6141020.0
2,0,570405.0,6160050.0
1,0,578215.0,6145140.0
13,0,478295.0,6206210.0
14,0,557565.0,6151600.0
14,0,552845.0,6155055.0
10,0,398565.0,6424125.0
3,1,688545.0,6131130.0
8,0,551535.0,6636310.0
7,0,641030.0,6579890.0
13,0,458580.0,6191680.0
2,0,569970.0,6153305.0
1,0,574500.0,6137040.0
16,0,573215.0,6227710.0
9,0,410080.0,6526970.0
10,0,399940.0,6423550.0
9,0,408795.0,6528535.0
3,0,697800.0,6135280.0
12,0,465560.0,6251810.0
3,1,657680.0,6142350.0
12,0,403915.0,6320540.0
13,1,458900.0,6191425.0
2,0,596325.0,6146525.0
1,0,576965.0,6137900.0
1,0,570990.0,6143425.0
3,0,685450.0,6137215.0
6,0,746140.0,6321800.0
14,0,535280.0,6168045.0
10,0,399190.0,6425270.0
9,0,409760.0,6527005.0
2,0,571980.0,6157265.0
3,0,702640.0,6149940.0
2,0,594405.0,6205095.0
1,0,574805.0,6142925.0
2,0,596820.0,6148585.0
3,0,686990.0,6134930.0
3,1,687240.0,6138140.0
5,0,764395.0,6415060.0
13,0,370365.0,6252135.0
3,0,720600.0,6145650.0
2,0,613040.0,6152400.0
2,0,614595.0,6152460.0
10,0,400380.0,6424060.0
1,1,572915.0,6140835.0
13,0,369530.0,6252370.0
3,0,693830.0,6146850.0
19,0,593855.0,6487495.0
6,0,743565.0,6319525.0
1,0,575370.0,6137570.0
9,0,406430.0,6529630.0
1,0,578210.0,6139260.0
9,1,407750.0,6527475.0
10,0,408625.0,6439260.0
10,0,401355.0,6429050.0
2,0,568665.0,6167145.0
1,0,559245.0,6150030.0
2,0,570940.0,6152885.0
3,0,687700.0,6132230.0
2,0,557020.0,6186830.0
2,0,571985.0,6156955.0
1,0,577475.0,6135345.0
9,1,488635.0,6539380.0
3,0,679455.0,6137920.0
3,1,695420.0,6139380.0
2,0,568715.0,6180745.0
3,0,688860.0,6135865.0
3,1,689625.0,6147720.0
11,0,377725.0,6334740.0
3,0,679145.0,6137840.0
3,0,689655.0,6132345.0
1,0,571320.0,6145805.0
18,0,661540.0,6194865.0
2,1,629980.0,6161740.0
2,0,594750.0,6159045.0
1,1,577260.0,6135030.0
4,0,775755.0,6203330.0
7,0,638625.0,6576335.0
14,0,553710.0,6154125.0
1,0,579455.0,6141065.0
1,0,567350.0,6143445.0
9,0,447375.0,6528345.0
13,0,381225.0,6238850.0
2,0,599810.0,6148950.0
1,0,580790.0,6144675.0
1,0,577700.0,6144550.0
10,0,399060.0,6423845.0
10,0,481010.0,6419600.0
1,0,578555.0,6143180.0
5,0,700280.0,6361625.0
3,0,686295.0,6135220.0
5,0,766215.0,6415300.0
1,1,574430.0,6141665.0
15,1,521905.0,6254725.0
2,0,597865.0,6149315.0
1,0,579540.0,6142130.0
18,0,661665.0,6195020.0
1,0,578540.0,6145635.0
2,0,594475.0,6156560.0
14,0,525655.0,6199840.0
13,0,478375.0,6204845.0
13,0,434185.0,6190365.0
9,0,407345.0,6527305.0
2,0,556635.0,6188635.0
10,0,412365.0,6469750.0
1,1,569510.0,6143120.0
2,0,572220.0,6156965.0
16,0,573335.0,6225780.0
4,0,750775.0,6231245.0
3,0,688505.0,6131720.0
3,0,676595.0,6168840.0
14,0,537550.0,6164705.0
3,0,695490.0,6134295.0
1,0,581045.0,6140955.0
15,0,518050.0,6270865.0
1,0,572215.0,6136970.0
2,0,594850.0,6158575.0
13,0,381760.0,6237425.0
2,0,571720.0,6160880.0
2,0,571995.0,6156650.0
9,0,409475.0,6526470.0
2,0,630600.0,6151250.0
1,0,580410.0,6138660.0
1,0,569175.0,6148875.0
3,0,687910.0,6132610.0
6,0,745305.0,6321795.0
13,0,381400.0,6237090.0
13,0,380830.0,6237290.0
2,0,603820.0,6176425.0
1,0,569875.0,6141740.0
13,0,421515.0,6188480.0
1,0,581005.0,6147965.0
1,0,578460.0,6140200.0
15,0,508635.0,6291440.0
10,0,399035.0,6427620.0
5,0,766910.0,6412900.0
7,0,642210.0,6579620.0
1,0,581500.0,6151560.0
3,0,670460.0,6140425.0
1,0,578965.0,6148220.0
1,0,582265.0,6138245.0
15,0,508610.0,6291355.0
16,0,571275.0,6226335.0
1,0,575205.0,6137620.0
1,0,578980.0,6138985.0
4,0,744970.0,6180900.0
2,0,606060.0,6151630.0
19,0,595375.0,6489365.0
3,0,716070.0,6141525.0
1,0,579635.0,6143050.0
13,0,458785.0,6191830.0
18,0,662375.0,6194950.0
3,0,691185.0,6147830.0
2,0,571680.0,6156840.0
4,0,758370.0,6270935.0
1,0,573855.0,6137310.0
1,0,578675.0,6146675.0
17,0,544550.0,6306770.0
1,0,575705.0,6138380.0
1,0,575135.0,6140590.0
2,0,593465.0,6143280.0
16,0,572285.0,6226440.0
3,0,693185.0,6134360.0
18,0,661980.0,6194635.0
5,0,768875.0,6449260.0
4,1,797315.0,6211290.0
2,1,598700.0,6148420.0
9,0,408660.0,6527345.0
9,0,407775.0,6525065.0
3,0,687875.0,6136645.0
3,0,686495.0,6135935.0
7,1,638420.0,6581655.0
12,0,451345.0,6270840.0
2,1,603800.0,6150920.0
3,0,691205.0,6148130.0
9,0,413140.0,6527105.0
3,0,691315.0,6147920.0
1,0,578275.0,6137325.0
5,0,840145.0,6387730.0
2,0,607520.0,6151610.0
2,0,607520.0,6151610.0
19,0,716455.0,6449935.0
1,0,570950.0,6146850.0
5,1,724350.0,6442530.0
3,0,686600.0,6134735.0
19,0,595870.0,6490560.0
1,1,566255.0,6147070.0
16,0,572640.0,6226665.0
17,0,544370.0,6304885.0
3,0,701745.0,6136610.0
11,0,441190.0,6381770.0
5,0,769165.0,6414715.0
13,0,457945.0,6191320.0
10,0,399350.0,6424805.0
13,0,479340.0,6205640.0
2,0,576085.0,6159485.0
1,0,575695.0,6141400.0
13,0,381095.0,6238765.0
3,0,697800.0,6135280.0
2,0,594680.0,6159530.0
9,0,408250.0,6525420.0
19,0,596360.0,6490645.0
3,0,687540.0,6131540.0
2,0,586585.0,6160875.0
12,0,387540.0,6288235.0
10,0,398535.0,6423790.0
3,0,686185.0,6133925.0
18,0,685275.0,6200445.0
13,0,382075.0,6237985.0
2,0,609620.0,6162330.0
18,0,663200.0,6195030.0
2,0,620660.0,6153280.0
13,0,459875.0,6189915.0
2,0,617465.0,6193115.0
3,0,690175.0,6147680.0
10,0,399215.0,6425455.0
3,0,698390.0,6135395.0
1,0,572115.0,6141315.0
2,0,609805.0,6161370.0
2,0,589050.0,6141775.0
13,0,481865.0,6189115.0
4,0,761170.0,6161625.0
2,1,570700.0,6159325.0
17,0,543175.0,6306800.0
16,0,572215.0,6226510.0
3,0,695610.0,6134430.0
1,0,578025.0,6140370.0
1,0,578630.0,6145010.0
9,0,408215.0,6526135.0
12,0,387160.0,6287905.0
2,0,590840.0,6162645.0
13,0,422810.0,6185390.0
2,0,601550.0,6150140.0
1,0,574725.0,6138480.0
1,0,574365.0,6139840.0
1,0,570620.0,6148260.0
9,0,408390.0,6526375.0
1,0,573895.0,6138095.0
7,1,638155.0,6579300.0
3,0,686160.0,6133105.0
1,0,573855.0,6144830.0
2,0,595145.0,6158680.0
13,0,422765.0,6189575.0
3,0,685580.0,6137875.0
1,0,568010.0,6140705.0
13,0,467830.0,6203495.0
14,0,525405.0,6200195.0
1,0,576285.0,6138375.0
1,0,577795.0,6136260.0
4,0,745340.0,6181610.0
13,0,465825.0,6238295.0
3,0,689445.0,6146755.0
9,0,413085.0,6520315.0
19,1,596835.0,6491290.0
2,0,571800.0,6160740.0
1,0,585120.0,6149630.0
4,0,744425.0,6182415.0
5,1,767755.0,6440315.0
19,0,596015.0,6490425.0
3,0,687980.0,6134820.0
2,0,570680.0,6153865.0
10,0,397880.0,6424460.0
12,0,403960.0,6320865.0
13,0,433555.0,6230490.0
1,0,579205.0,6142895.0
3,0,687270.0,6131900.0
3,0,658020.0,6142400.0
1,0,573880.0,6137825.0
4,0,759215.0,6164860.0
9,0,409745.0,6526885.0
1,0,570020.0,6141000.0
11,0,413800.0,6374125.0
13,1,422590.0,6185150.0
19,1,596545.0,6491425.0
18,0,660030.0,6194545.0
1,1,572365.0,6136520.0
2,0,572355.0,6157410.0
2,0,595775.0,6202585.0
7,0,637655.0,6582135.0
1,0,579790.0,6143270.0
12,0,443535.0,6244805.0
3,0,678890.0,6138015.0
5,0,766770.0,6412995.0
1,0,579955.0,6139650.0
1,0,579070.0,6142005.0
2,0,602735.0,6158720.0
3,0,686980.0,6133360.0
3,0,678290.0,6137960.0
9,0,407865.0,6526400.0
1,0,583100.0,6149470.0
1,0,567430.0,6140505.0
11,0,380275.0,6331810.0
1,0,579970.0,6143880.0
3,0,686695.0,6134490.0
1,0,576290.0,6142325.0
1,0,578245.0,6137435.0
12,0,403330.0,6320220.0
9,0,410655.0,6525800.0
13,0,467150.0,6202520.0
1,0,573805.0,6155910.0
9,0,408845.0,6527715.0
1,0,577450.0,6136530.0
