departamento,gravedad,latitud,longitud
1,0,-34.8514537629508,-56.13648888064491
1,0,-34.83245968823348,-56.20749823102474
14,0,-34.75996171156708,-56.40585400685232
1,0,-34.907675969534125,-56.20239773949936
3,0,-34.8033438619994,-54.9988733717201
1,1,-34.89043629776499,-56.19304331637923
10,0,-32.323150607350954,-58.0823907040601
17,0,-33.41664045889776,-56.52056868328545
13,0,-34.28756146560111,-57.23045435911982
13,0,-34.29738297326051,-57.23499081898206
9,0,-31.370223683067596,-57.927682770981214
16,0,-34.09595821725266,-56.22039074446663
1,0,-34.888087456195784,-56.15914164421164
1,0,-34.85920283710686,-56.12935188465729
2,0,-34.78801292101179,-55.921282475823155
10,0,-32.32875097452062,-58.060252560458025
11,0,-32.70023741890535,-57.62743228510158
2,0,-34.60978844369455,-56.26050055215009
1,0,-34.85275957220738,-56.155508611527594
3,0,-34.92208061957868,-54.95286708713613
19,0,-31.72511912451718,-55.980243542795314
7,0,-30.90545223092519,-55.53754081552371
2,0,-34.79132065516716,-55.89795779645562
2,0,-34.68453620588395,-56.2893115247179
1,1,-34.86739093892365,-56.19211975154857
16,0,-33.94511874104114,-56.11950797246301
1,0,-34.860003873728786,-56.264284994488314
2,0,-34.84595811900248,-55.97991803188347
6,0,-33.228459459581046,-54.3884324538471
9,0,-31.38763974858155,-57.96392743259369
7,0,-30.888243214490558,-55.55161110839882
1,0,-34.83501126286217,-56.16432963812724
1,0,-34.88423759546384,-56.19655094369496
1,0,-34.87488758093373,-56.16720879017802
9,0,-31.414256613836006,-57.957677106091495
3,0,-34.87307823893844,-54.95003543558091
2,0,-34.29294633382468,-55.957367688313695
2,1,-34.73203485904632,-56.03079947511629
1,0,-34.84958746917132,-56.18622302619335
1,0,-34.875894347236425,-56.058054667501416
17,0,-33.3735878989296,-56.5248363450648
13,0,-33.867721969151,-58.40700591441597
18,1,-34.37763568524251,-55.2321016040242
1,0,-34.884037591563235,-56.18681370105549
1,0,-34.900624287810075,-56.17269523610541
17,0,-33.38676048566066,-56.51417414557177
9,0,-31.07906922155923,-57.153741715846785
12,0,-33.24546699961737,-58.026907888576545
2,1,-34.741137863126696,-56.094652585275234
5,0,-32.13711367500098,-54.59617151781919
13,0,-34.347862006489926,-57.38659366860008
4,0,-34.476233867227926,-54.331048655875556
2,1,-34.488430666970366,-55.626810851475895
1,0,-34.92489370392432,-56.15493441816082
1,0,-34.85714471221356,-56.22498333033715
13,0,-34.34619780996229,-57.26671267450006
1,0,-34.895000899299525,-56.08629163279423
1,0,-34.80325727970505,-56.16246382331862
13,0,-34.290232994631054,-57.22448552505543
1,0,-34.870173063914834,-56.07037378062585
13,0,-33.9970035983783,-58.28678768250021
13,0,-34.28023090634228,-57.219841560863415
7,0,-30.91038313284956,-55.53877376140157
1,0,-34.90739049342302,-56.17317467003328
2,0,-34.740936791662676,-56.091869183569806
1,0,-34.82187806651564,-56.20962251702948
14,0,-34.350971242323354,-56.71065532584992
1,1,-34.885306898758515,-56.28857220465974
1,0,-34.76084995527194,-56.27062910069427
14,1,-34.168112914085064,-56.688821264687846
1,0,-34.85386002237388,-56.24032866392949
13,0,-34.29315836933277,-57.22753580342149
3,0,-34.90644699369585,-54.95336477206199
1,0,-34.85942642549647,-56.06239946848927
9,0,-31.386434404615805,-57.944038167003114
14,0,-34.343299758086424,-56.70818100135095
1,0,-34.86404140461625,-56.1440701695806
16,0,-33.86115902488106,-55.54045815532181
15,0,-33.532610220078965,-56.89111535011514
12,0,-33.24804216464355,-58.02634762200249
17,1,-33.379069944119315,-56.519646108612456
13,0,-34.000849821026314,-58.285492224698174
10,0,-32.34451771225042,-58.06256164976325
1,0,-34.886592925576124,-56.1913846897311
1,0,-34.796949740058345,-56.06409118256117
3,0,-34.93811585408886,-54.94945784444165
8,1,-30.42144133435548,-56.45938208705184
11,0,-33.23913088325484,-58.018676579750185
12,0,-33.248854965351754,-58.031670634282555
14,0,-34.762872493351175,-56.37485494497711
6,0,-32.94382054823853,-53.940314905505346
1,0,-34.88660222490164,-56.186022407788734
2,0,-34.71480935480644,-55.99163255072194
1,0,-34.892684992205325,-56.178739341288775
3,0,-34.88400588183354,-54.96994989880376
10,0,-32.31390536149277,-58.07171129187406
1,0,-34.9053617071359,-56.20701733425553
10,0,-32.31583038481209,-58.09441357796858
6,0,-33.223128231804516,-54.36863802593972
3,0,-34.864376462283175,-55.105522339848626
6,0,-33.24885807418623,-54.370227390350735
1,0,-34.87690706939405,-56.18578973652726
17,0,-33.37114665095972,-56.5232908814092
14,1,-34.590768594047475,-56.693742200126735
7,0,-30.92626234612133,-55.54282309950809
2,0,-34.71374455133104,-56.207485789632784
3,0,-34.90732155836425,-54.959799996111485
12,0,-33.2497596776115,-58.025884648424594
18,0,-34.021232913899794,-55.30542478829594
3,0,-34.89433229832524,-54.9486866980837
9,0,-31.394239949718486,-57.949953638724146
19,0,-32.61128843014601,-55.834651849233154
1,0,-34.88341182933218,-56.12274982584121
10,0,-32.00526613847681,-57.84318450290687
2,1,-34.83520522617375,-55.982620703428175
12,0,-33.245114491220896,-58.03135833767244
2,0,-34.75886172873268,-56.233223603887396
1,0,-34.86168386472972,-56.14863465512281
13,0,-34.306914440543494,-57.35831269459823
2,0,-34.759954862324875,-56.22075724130087
19,0,-31.70680846890317,-55.97500927150218
13,0,-34.290576773168766,-57.2335593242295
13,0,-33.99343719179335,-58.29149768005615
11,1,-33.11953633144923,-58.303689336047825
12,0,-33.26485306506552,-58.03303969218815
18,0,-34.24993642774918,-54.93394847316823
10,0,-32.29275213310814,-58.07167472845278
1,0,-34.86867174057765,-56.18138517321731
18,0,-34.35362206694289,-55.33284685013682
4,0,-34.188477452596516,-53.86449032634094
1,0,-34.89745890572322,-56.1647373699602
2,0,-34.5212586603834,-56.27980585660426
2,0,-34.7436705706659,-56.08965441412017
13,0,-34.47053262762545,-57.84682877634768
2,0,-34.64826078758873,-56.059327496741496
1,0,-34.88261327021861,-56.25292191955101
1,0,-34.870311211898134,-56.08262611632699
10,0,-32.31773184732357,-58.07786458435901
1,0,-34.88038662743146,-56.25009702424891
2,1,-34.53222058262235,-56.055622113627535
13,0,-34.28692843549062,-57.23137617814452
5,1,-32.59896068380361,-53.3711878998632
2,0,-34.72555395095813,-56.16641569818369
1,1,-34.8994548149467,-56.1932287376071
8,0,-30.28061575584441,-57.58429334896471
3,0,-34.914335123254325,-54.96137759308512
1,0,-34.8986973220693,-56.18108736201872
12,0,-33.5335826869467,-58.21650278919911
3,0,-34.874743769402386,-54.97679620582544
2,0,-34.803636083443024,-55.95496813226636
1,0,-34.86349569478285,-56.16940227888046
10,0,-32.30183344743179,-58.08043783649056
13,0,-34.278680451172235,-57.22928937901079
2,0,-34.71500386085723,-55.97710610104054
3,0,-34.829641533047564,-55.30882006357313
8,1,-30.353811738430572,-57.59169928378395
3,0,-34.197516749772674,-54.76985954143066
2,0,-34.49510791270342,-56.03197016905973
9,1,-31.381447034033528,-57.96559937874241
12,0,-33.24757046808596,-58.02339019935335
3,0,-34.904635486835595,-54.955543738166824
1,0,-34.807119867178805,-56.22840379291604
13,0,-34.46124708407858,-57.83328906191174
5,0,-32.5934681631408,-53.37918204010355
3,0,-34.916088701197324,-54.953070651907304
2,0,-34.755491714034044,-55.681673334548755
3,0,-34.87476067822594,-55.069291686065824
10,0,-32.32152831530296,-58.08747065195282
3,1,-34.88859733470854,-54.985811547632565
3,0,-34.94748524823612,-54.941067284860125
12,0,-33.53729310434752,-58.215208564723426
1,0,-34.853864134544324,-56.102006348568
12,0,-33.25281243278363,-58.03300532309257
2,0,-34.717066816964085,-55.96512261453065
12,0,-33.64604082826323,-57.56707836459494
9,0,-31.38900284364975,-57.950531942127405
2,0,-34.692345209743884,-55.833768014420905
17,0,-33.38829779327787,-56.51518703579537
14,0,-34.33401683684465,-56.71071355206645
9,0,-31.421382355161267,-57.945755790240824
14,0,-34.69872763124853,-56.517171075147544
14,1,-34.409435386474485,-56.983569527195556
3,0,-34.90860911649646,-54.871942298568285
10,0,-32.32261937508148,-58.08647445521539
9,0,-31.386412762900587,-57.965124341497365
11,0,-33.113032388600715,-58.30895193433965
3,0,-34.84724578526258,-54.94187306742969
1,0,-34.86986915442597,-56.15216081490498
15,0,-33.515207676776335,-56.89732865966385
10,1,-32.32228399987458,-58.088754506539395
1,1,-34.8039570791395,-56.12730950689991
1,0,-34.826470334158984,-56.20170522773483
5,0,-32.37059277589683,-54.156713303495984
10,0,-32.304847233639,-58.070808036137464
1,0,-34.880567970798154,-56.154075302745014
1,0,-34.81647003050135,-56.196225380522066
4,0,-34.2170994168056,-53.93770063822761
5,0,-32.60831025930999,-53.39535641698277
10,0,-32.30761960841137,-58.06298048713895
2,0,-34.71384006544162,-56.243795437182044
14,0,-34.338931815623106,-56.7106966776655
9,0,-31.38241236983188,-57.85502807246058
2,0,-34.663706043642016,-56.215875114968156
2,0,-34.82194202312759,-56.00897190710637
1,0,-34.90365316792759,-56.18054561699117
18,0,-34.37623057470054,-55.247247299786245
3,0,-34.77944282828465,-55.23111125263068
1,0,-34.881220118232406,-56.176829042709706
13,0,-34.3037263992697,-57.65910583799471
16,0,-34.09699024388505,-56.212521859687435
17,0,-33.3735878989296,-56.5248363450648
1,1,-34.850271229219,-56.265301410934256
7,0,-31.89242511664224,-54.717194256774654
1,0,-34.91999919641245,-56.15131713445483
1,0,-34.87644724315538,-56.065434055605074
1,0,-34.863078060642465,-56.18094830028818
12,0,-33.25113812208874,-58.039104363045
4,0,-34.66015139254571,-54.16823145111673
1,0,-34.902001315847606,-56.17629336730876
11,0,-33.13414654567375,-58.28643176135568
10,1,-32.30590852581124,-58.06264185837124
2,0,-34.817131620606204,-56.02182214566359
16,0,-34.09835770319482,-56.20779346743696
17,0,-33.39129586570291,-56.509202820143955
14,0,-34.419199781121016,-56.42976710667646
1,0,-34.88290154577602,-56.248487471793574
5,0,-32.37770570120475,-54.16026234716979
7,0,-30.900310585786606,-55.557706913243706
1,0,-34.80503285896845,-56.089526823808896
19,0,-31.71750699132673,-55.975999736688976
9,0,-31.40158284811188,-57.96938179367241
1,0,-34.872554901430085,-56.216468557299876
1,0,-34.88213635640235,-56.15269140415754
9,0,-31.447319353290574,-57.97600878572957
17,0,-33.35785045200611,-56.52535181392488
1,0,-34.85950515425301,-56.21341982324354
1,0,-34.903071363224306,-56.16790943931832
8,0,-30.41639240763109,-56.46045110176469
1,0,-34.9053617071359,-56.20701733425553
3,0,-34.861003564318516,-55.278862907274764
2,0,-34.66204655002708,-56.22429426896236
1,0,-34.87358476215897,-56.1419470916589
19,0,-32.334630698237966,-56.25009436983216
5,0,-32.36818997137567,-54.16411921417795
2,0,-34.533816493200014,-56.30715808970581
2,1,-34.68103759383309,-56.3407023118165
18,0,-34.37600340458785,-55.234582764017574
14,1,-34.56637521974112,-56.73225929987423
1,0,-34.79007433533077,-56.271902160483286
18,0,-34.36819928682171,-55.243663128469244
13,0,-33.94652766397276,-58.36399098037827
18,0,-33.46234752208993,-54.52730249500337
10,0,-32.39016403824434,-58.12975499352319
7,0,-30.920101331948757,-55.54050965920058
13,0,-33.991750920774116,-58.284597307812874
1,0,-34.89553936617641,-56.187521195573304
2,0,-34.72578854709289,-55.96217426631048
12,0,-33.256871513827875,-58.02204936232992
7,0,-30.905034736211388,-55.54853327316319
1,1,-34.899357014883094,-56.19208047505793
14,0,-34.53095555086681,-56.789199824728314
13,0,-34.28778054505199,-57.23382322177041
10,0,-32.31236567201368,-58.0455620498171
19,0,-31.709110507976117,-55.986486802893374
13,0,-34.43339745262744,-57.44075460367675
1,0,-34.791600448130936,-56.165478328671504
1,0,-34.82779008979606,-56.13744677953993
2,0,-34.823889904916165,-55.97204385219259
1,0,-34.89992637271713,-56.17614991012182
10,0,-32.27847820888369,-58.06885223634637
5,0,-32.37023606028639,-54.17090799235368
3,0,-34.85474981631557,-55.124281915559656
19,0,-31.696990634229397,-55.96577898930161
1,0,-34.90432706909943,-56.17353374640074
14,0,-34.342796155833305,-56.669694328252966
1,0,-34.90287271343644,-56.17847374483415
19,0,-31.71967239942272,-55.97602870196342
3,1,-34.90645500670361,-54.94849456999571
4,0,-34.479676234525634,-54.33594649753045
9,0,-31.386339701353563,-57.95681525427667
1,1,-34.88826013018273,-56.24739904887263
3,0,-34.11187236435966,-54.534618295282066
12,0,-33.2523850048316,-58.040997708917004
2,0,-34.771015622121844,-55.75589660478555
10,0,-32.30975612136839,-58.05562307878997
1,0,-34.7947869657417,-56.26830810376774
1,0,-34.90365316792759,-56.18054561699117
2,1,-34.8738414678518,-56.03203753565939
3,0,-34.78244910434457,-55.23634715558305
1,0,-34.88453259720405,-56.14079372734683
3,0,-34.78639488499965,-55.370631382155025
17,0,-33.23418075398988,-56.46768667007739
8,0,-30.395744737679447,-56.46457233931416
1,1,-34.91007615834702,-56.14430415801866
1,0,-34.89160612352673,-56.18591833536136
3,0,-34.79537063236599,-54.92125073313163
1,0,-34.75218470751026,-56.10693235815837
1,0,-34.877607195232045,-56.11810644899105
1,0,-34.90512724702375,-56.178506018752884
1,0,-34.861579184762974,-56.13381219077954
1,0,-34.84225148089234,-56.2087168695264
12,0,-33.252298028481476,-58.029778834932245
2,0,-34.81940271469869,-55.95340228023476
10,0,-32.2984091131114,-58.08002548027298
4,0,-34.206010367675376,-53.86454577320707
10,0,-32.31561990867999,-58.06631387139151
12,0,-33.244594188651554,-58.01235330558487
5,0,-32.36818997137567,-54.16411921417795
10,0,-32.319819303063255,-58.09212444558207
8,0,-30.401949535627367,-56.49306274733226
3,0,-34.90474873892264,-54.94355769106256
4,0,-34.204195286442804,-53.874648060230946
1,0,-34.889838822319184,-56.177892171598465
1,0,-34.9028098466858,-56.17584747834216
3,0,-34.902835545988516,-54.96647701915066
5,0,-32.33527741299701,-54.64596648380295
10,0,-32.31753238025851,-58.08009304662314
3,0,-34.90644699369585,-54.95336477206199
16,0,-34.09805868205752,-56.19646771831211
1,0,-34.86581721123382,-56.20646720043011
7,0,-30.891145444811873,-55.5449243970399
1,1,-34.876633743231686,-56.2630973631316
1,0,-34.9053617071359,-56.20701733425553
13,0,-34.43938717245255,-57.85168457341652
11,0,-33.114497178892066,-58.30688373877418
8,0,-30.403119204252402,-56.46947706055253
1,0,-34.85877339263982,-56.254723781059205
18,0,-34.37686213591231,-55.22227599641682
14,0,-34.33447245136799,-56.73261780265509
13,0,-34.458026034301405,-57.82955548214224
2,0,-34.83046621587865,-55.971305990256326
9,1,-30.785927938461946,-57.7758147401411
11,0,-32.917341084146216,-57.40175113259846
1,0,-34.865568608663644,-56.196076141547984
2,0,-34.50886096028531,-56.12789188212914
3,0,-34.9069599883164,-54.94104016650692
1,0,-34.889508588941375,-56.14955151618434
10,0,-32.086561361824785,-57.92531073973319
16,1,-34.10967028866611,-56.2210239265082
14,1,-34.32997150653495,-56.69741072566192
10,0,-32.38487438751004,-57.99191294116441
3,0,-34.90822272145451,-54.95441509789857
5,0,-32.3688708460291,-54.1663290196807
1,0,-34.8358283858621,-56.25542277051191
1,0,-34.87545588276627,-56.24746105885392
12,0,-33.24828561941136,-58.04046605860673
1,0,-34.835876096285844,-56.205934375702874
8,1,-30.40230502144325,-56.49165551220619
12,0,-33.256871513827875,-58.02204936232992
10,0,-32.36350771909282,-57.24351379726614
1,0,-34.85315884786818,-56.16108331239535
1,0,-34.87486289678889,-56.14417684797487
9,0,-31.40057362715548,-57.94749298843692
18,0,-34.374945234576124,-55.23623618758689
18,0,-34.37727153108078,-55.2412443127489
3,0,-34.90807134674932,-54.94544474117811
1,0,-34.878682522204855,-56.14878767313288
18,0,-34.37521364839562,-55.239221129451096
16,1,-34.106230156878055,-56.20490124033384
1,0,-34.861617303975564,-56.17828250028883
13,0,-34.417857970205986,-57.448508151903205
4,0,-34.06209166979205,-54.2075200950506
19,0,-31.714270159232644,-55.98300073221869
2,0,-34.45253489926813,-56.38594025616714
6,0,-33.24380802013477,-53.91712899699715
7,0,-31.575496902604815,-55.46585250027994
6,0,-33.2316885591324,-54.38334767432303
2,0,-34.724005116915635,-56.23261724016516
9,0,-31.38763974858155,-57.96392743259369
1,0,-34.905690857860364,-56.202198020433855
1,0,-34.90730851222596,-56.17437954966701
1,0,-34.83620146905468,-56.272371202172934
1,0,-34.836146765010206,-56.19226105932995
2,0,-34.67139322756355,-56.05382698054762
15,0,-33.500460038359265,-56.85218268569174
7,0,-30.907464797567517,-55.54399740452172
9,0,-31.383248342519348,-57.88474522316078
6,1,-32.830481299282894,-54.41061855343134
1,0,-34.88655462820517,-56.15915725999522
2,0,-34.74991209443322,-55.70792635308825
1,0,-34.90890248999768,-56.16352686780376
1,0,-34.88787932330134,-56.11088353136606
2,0,-34.76109093943832,-55.737798912181226
8,0,-30.38994082952229,-56.46861146869067
12,0,-33.49813594204561,-57.835677867834534
1,0,-34.872995203390296,-56.167391995674144
1,0,-34.80519630614673,-56.13669832336722
2,0,-34.514581253350926,-56.14618919684893
2,0,-34.728903147753776,-56.21586062639921
15,0,-33.3862734171863,-56.74335203464794
1,0,-34.86967226870795,-56.13066385650908
2,1,-34.70907657604654,-55.958670411472816
3,0,-34.907426129142046,-54.86874442535599
12,0,-33.25036437097405,-58.02911207999325
1,0,-34.913151446069584,-56.191781139633036
2,0,-34.72103701853075,-55.954861885830866
1,0,-34.85464738790661,-56.17435907710191
1,0,-34.886600815303076,-56.24883680783397
2,0,-34.66115907647304,-56.24089114732822
9,0,-31.401495566047682,-57.950920793118264
3,0,-34.89305671423944,-54.97476055238344
1,0,-34.91552665838816,-56.16959002571229
1,0,-34.872190129399925,-56.23709650288184
19,0,-31.72325676937585,-55.97862796121601
5,0,-32.37335119772084,-54.16709221014257
1,0,-34.78334275686292,-56.138620158881274
1,0,-34.85222078737102,-56.117721114833294
6,0,-33.235032405373275,-54.379439267239775
14,0,-34.3380399289631,-56.714939753480245
1,0,-34.88444204454197,-56.14073995533102
16,0,-33.726669527975275,-56.333033762134754
3,0,-34.920974808467726,-54.94610819104714
7,0,-30.89166799911655,-55.555325708656255
3,0,-34.877508733269416,-54.97229771706923
1,0,-34.898489337364566,-56.170363511590566
18,0,-34.35478832562536,-55.242203441359685
11,0,-33.120902103097045,-58.30676424461636
19,0,-31.71967239942272,-55.97602870196342
13,0,-34.25755339525776,-57.87515398669816
15,0,-33.519583208934115,-56.89856185390122
2,1,-34.75603061754983,-55.72809767008447
9,0,-31.41005058386345,-57.97109937306979
1,0,-34.900003542031776,-56.1742337624751
1,1,-34.824251714406664,-56.14076415500635
13,0,-34.438448884306084,-57.19892080709562
3,0,-34.903688324649664,-54.95551250517133
3,0,-34.759446340841,-55.02429519776604
11,0,-33.1203080726971,-58.307505724112616
1,0,-34.8716597570649,-56.231630748440544
15,0,-33.52418342814956,-56.89882570745375
14,0,-34.349131681047005,-56.7145760196903
11,0,-33.224252545153675,-58.04002045134555
2,0,-34.747692362061954,-55.711183593177175
3,0,-34.838286492790274,-54.66315933203867
9,0,-31.39026346107356,-57.96295509033731
7,0,-30.888867561823037,-55.54694647072438
2,0,-34.73802791366962,-56.0947957455691
1,0,-34.8617499725149,-56.151642450689046
3,0,-34.7846960586777,-54.91124673384781
19,0,-32.811353176625055,-56.51033277855505
2,0,-34.75378824743969,-55.609595405893906
3,0,-34.901038112490035,-54.95875171707428
19,0,-31.707753507377408,-56.00317521334677
12,0,-33.251867394373534,-58.043567902619635
1,0,-34.895505134774844,-56.143141970204475
1,0,-34.87029397441699,-56.17458562795706
3,1,-34.85138391920483,-55.12818625242095
1,1,-34.810815758370204,-56.22820534365348
1,0,-34.8617499725149,-56.151642450689046
14,0,-34.70361923844302,-56.70861414389751
1,1,-34.84071765400371,-56.188060282723406
3,0,-34.79008234299824,-54.931000441384505
1,0,-34.86706563395536,-56.164005470512556
8,0,-30.392464418518564,-56.45688735433226
2,0,-34.71064521787217,-55.962854860225846
10,1,-32.32217748372614,-58.04806509518638
16,0,-34.09500212984737,-56.21188985361727
1,0,-34.850312784203595,-56.22832894009393
4,0,-34.48150106664944,-54.32663519198563
10,0,-32.31617229102825,-58.091390192946236
1,0,-34.87338632019236,-56.126740549791975
13,0,-33.94934487777744,-58.35386414271521
1,0,-34.892728554182575,-56.16527773457375
14,0,-34.4101639367064,-56.705391923208495
2,0,-34.73642927081114,-56.2223435946854
2,0,-34.45534675743776,-56.38918572343639
16,0,-34.09964044408332,-56.210925378781916
3,0,-34.91373640229286,-54.9419106625504
1,0,-34.87488758093373,-56.16720879017802
3,0,-34.86576552538014,-55.14590942613409
1,0,-34.889949195985835,-56.10418563001795
13,0,-34.45122444299688,-57.81511854677115
5,0,-31.848854619552924,-54.19202391988648
5,0,-32.50870516495974,-53.649172284208724
10,0,-32.31571862869249,-58.06530586364268
2,0,-34.818787378471775,-55.98183854280267
10,0,-32.31154279628203,-58.094733798873136
13,0,-34.29070882751966,-57.2352438802414
4,0,-33.682038426861034,-53.552071309643274
1,0,-34.849235515300755,-56.14799721934669
1,0,-34.896869980960346,-56.07707755347464
13,0,-33.99838720346781,-58.283831014970346
6,1,-33.234746595027985,-54.38513407956445
1,1,-34.882341913167636,-56.19624111328263
11,0,-33.122729819304006,-58.30448682839423
2,0,-34.71487336979118,-55.94593018726294
3,0,-34.80444319830415,-55.3583611985493
12,0,-33.873478060539604,-57.37238563716495
12,1,-33.52558998320731,-58.22220566402068
2,0,-34.73641234989884,-56.22676774532119
3,0,-34.94286732186713,-54.93193117085289
8,0,-30.407082627053022,-56.46773784133065
15,1,-33.51168712246673,-56.893887250596954
1,0,-34.87285358762982,-56.10924001628254
11,0,-32.69671577584454,-57.628154419865396
1,0,-34.906235104908724,-56.19584415671217
16,0,-34.2023514968681,-55.74021825038824
1,0,-34.80862453797127,-56.13059482818575
1,0,-34.90090356120826,-56.18735891704483
16,0,-34.100296357824725,-56.21476784546091
17,0,-32.982764130306066,-56.46128069549912
17,0,-33.25094049411243,-56.474240860216106
19,1,-32.79981840501591,-56.52502845676021
13,0,-34.422474688305044,-57.45598743519097
13,0,-34.3379319855581,-57.34458301423861
1,0,-34.863532594229994,-56.27377159742559
1,0,-34.89411721961772,-56.18386887808528
19,0,-31.709674579542146,-55.97803815316802
11,0,-32.70023741890535,-57.62743228510158
9,0,-31.41277489917931,-57.96876047585509
1,0,-34.87430184305929,-56.14133785419906
2,0,-34.7205143987767,-56.20851332884026
2,0,-34.34434662196214,-55.763429415756086
18,0,-34.37110780214687,-55.242134381209915
1,0,-34.890199547972465,-56.15813519266968
2,0,-34.53438602015465,-55.9351887604644
5,0,-32.76901627343086,-53.735202860641834
13,0,-33.85464373164456,-58.287566984547105
11,0,-33.128115067393836,-58.302690610690796
2,0,-34.65024511908143,-56.06525209638188
12,0,-33.258516246202774,-58.04123146040837
19,0,-32.79981840501591,-56.52502845676021
19,0,-32.17251208068901,-56.122451336221125
3,0,-34.87787648636091,-55.05548874327977
1,0,-34.83360533780605,-56.18977054864135
3,0,-34.95570723409874,-54.93680997514899
1,0,-34.83529806032319,-56.12183879752524
9,0,-31.387610562152393,-57.97376054491546
10,1,-32.31192053319649,-58.050283889529446
1,0,-34.841049133773296,-56.197244289279766
7,0,-30.89166799911655,-55.555325708656255
2,0,-34.87407648802123,-56.02196867596134
2,0,-34.736602872144815,-56.03828319227392
10,0,-31.926903763691048,-57.8583357411553
18,1,-33.58480110141831,-54.60116090710767
3,0,-34.92194944553883,-54.94509876915701
13,0,-34.45292552377715,-57.83696217594388
9,0,-31.401538722369835,-57.951184193128825
14,0,-34.35950907019506,-57.051491470158346
15,0,-33.51610878617081,-56.89630464040434
3,0,-34.9092388892528,-54.95854868405234
1,0,-34.92570675377288,-56.16165935278233
1,0,-34.90921993183961,-56.204079477983875
5,1,-32.361039151175206,-54.15488792330086
7,0,-30.90448008134549,-55.5393342903831
15,0,-33.5079933958631,-56.89905989027665
1,0,-34.89128192946395,-56.1199849420226
1,0,-34.830972639900224,-56.20073222506852
5,1,-32.38349965296113,-54.15131460837568
1,0,-34.77794577449872,-56.0553442806268
2,0,-34.446292421955704,-55.97310003307531
19,0,-31.711295913343356,-55.87079947132959
10,1,-32.33578864081646,-57.14058088101363
3,0,-34.908158931148556,-54.94795968856152
13,0,-34.23809124803445,-57.6723844850161
9,0,-31.38467690022633,-57.962004163527396
2,0,-34.79941548816949,-55.90566601605574
1,0,-34.878577011549204,-56.26384597720304
1,0,-34.81647003050135,-56.196225380522066
3,0,-34.88913481353443,-54.94788590692857
4,0,-34.46442304650663,-54.32685362476562
5,0,-32.374713043695735,-54.173530881973484
12,0,-33.78008571069421,-58.03605178375644
1,0,-34.88598203524821,-56.18766999819246
2,0,-34.7385702812779,-56.2187187079387
2,0,-34.72621313991042,-56.21823427901238
19,1,-31.709163724176026,-55.98184286546728
13,0,-33.99096648650159,-58.277656570118964
2,0,-34.822318859249584,-55.951725220123606
2,0,-34.818787378471775,-55.98183854280267
2,0,-34.77891472706199,-55.86768649337847
1,1,-34.9031217530795,-56.18197380222535
1,0,-34.845042003721865,-56.2729496677922
16,0,-34.071960007159376,-55.9108285536778
3,0,-34.78505305245351,-54.92156436614656
1,0,-34.84894927860395,-56.19875361913354
3,0,-34.91171185705271,-54.94480678296955
2,0,-34.72593264305192,-56.20278222570932
1,0,-34.782042971944485,-56.060434335415074
13,0,-34.46873622555153,-57.82601383065222
2,0,-34.76553726683509,-55.75805489650272
18,0,-34.371513974322596,-55.23277397773562
2,1,-34.687845701430625,-56.239992589135646
14,0,-34.16794134850254,-56.52303501597192
3,0,-34.86519156057956,-55.131975372902694
5,0,-32.3690651439683,-54.174981710982216
1,0,-34.90569557752236,-56.136906508595075
18,0,-33.59349526397321,-54.62182149872662
14,0,-34.560893288643,-56.74110647606001
19,0,-31.718854234343997,-55.98653910726093
19,0,-31.721323197477957,-55.98503461625195
12,0,-33.23668574622112,-57.76169903295423
14,0,-34.47533716607776,-56.75362182612535
17,0,-33.38754489964679,-56.50723479423313
2,1,-34.71745294464418,-55.96812098729029
16,0,-34.10230449675421,-56.21854373638196
9,0,-31.37913511563302,-57.936709042557716
2,0,-34.52375160484857,-56.28201800549683
1,0,-34.888808943136695,-56.16570040204965
1,0,-34.86168386472972,-56.14863465512281
1,0,-34.84821323857546,-56.21030052919995
2,0,-34.72469028611382,-55.960276710649055
8,1,-30.39981709216425,-56.46741289518845
1,0,-34.83498619804309,-56.200857483157336
1,0,-34.85087069250992,-56.18260068388337
4,1,-34.47404946798201,-54.334220542572105
7,0,-30.964315483115872,-55.565278258860126
12,0,-33.252298028481476,-58.029778834932245
13,0,-34.44346923689755,-57.808294436777736
2,0,-34.728227617943055,-56.23012068440096
1,0,-34.832118970874255,-56.14390854671164
5,1,-32.3685860126394,-54.141743072458475
2,0,-34.68011432218504,-56.215283826184304
13,0,-34.46191740205461,-57.84075365385226
19,0,-31.77107490631106,-55.69288069930269
1,0,-34.8841368824542,-56.09253988381294
2,0,-34.665725613191555,-55.99904885251433
3,0,-34.95151783481291,-54.929031151021974
16,0,-34.09892423033469,-56.21174508822125
12,0,-33.2561746704968,-58.029985343757524
3,0,-34.901485219159994,-54.93718262502772
9,0,-31.38599312380475,-57.94881892748617
1,0,-34.88868368159877,-56.14764490675859
16,0,-33.889358365683115,-56.25963873663477
2,0,-34.29395664002588,-55.629603275690094
6,0,-33.23541780183467,-54.38275372513106
4,0,-33.9392789240239,-53.541237338521576
2,0,-34.66611549650957,-56.11347775345582
9,0,-31.316234233513214,-56.965633055985066
9,0,-31.398970626749264,-57.968829031515796
2,0,-34.75655980184389,-55.76638350841438
19,1,-31.477669383399952,-55.83419168650639
17,0,-33.39094022695229,-56.533935211180896
3,0,-34.966584802352195,-54.950938835183734
3,0,-34.90807134674932,-54.94544474117811
