gravedad,departamento,longitud,latitud
1.0,1.0,-56.22290677663476,-34.8045600047252
0.0,1.0,-56.18132162795894,-34.82538804767277
0.0,1.0,-56.18116713905176,-34.89617302299432
1.0,1.0,-56.1836822772726,-34.9019159090444
1.0,1.0,-56.129532021675125,-34.9043805711275
0.0,1.0,-56.18759600802887,-34.89905660488682
1.0,1.0,-56.16619117520784,-34.91063407538967
0.0,1.0,-56.18657373029179,-34.90838264051324
0.0,1.0,-56.18971993919038,-34.900107769613435
0.0,1.0,-56.20059434051142,-34.82826651771779
0.0,1.0,-56.192171817530976,-34.90120616396958
0.0,1.0,-56.14239391839438,-34.88323639359785
0.0,1.0,-56.155880655257775,-34.9233673549423
0.0,1.0,-56.22014086361138,-34.81964650215084
0.0,1.0,-56.12130188976621,-34.86523159657569
0.0,1.0,-56.18108736201872,-34.8986973220693
0.0,1.0,-56.17590407406716,-34.84780469150765
0.0,1.0,-56.21872974964079,-34.87063072409789
0.0,1.0,-56.19001265034525,-34.85912606378898
0.0,1.0,-56.1873486034216,-34.8963948540212
0.0,1.0,-56.14884776562188,-34.91529297072744
0.0,1.0,-56.15248737795075,-34.88069217040651
1.0,1.0,-56.08908562643195,-34.845111464469234
0.0,1.0,-56.14659222241709,-34.874068319857294
0.0,1.0,-56.21964337128568,-34.854991483127826
0.0,1.0,-56.14290274019931,-34.87638685812741
0.0,1.0,-56.16499683149328,-34.8501649763767
1.0,1.0,-56.13848541329971,-34.90124325124461
0.0,1.0,-56.15961815113642,-34.90039931253492
0.0,1.0,-56.06557497351157,-34.86882878191717
0.0,1.0,-56.126740549791975,-34.87338632019236
0.0,1.0,-56.09010555271068,-34.83691337431076
1.0,1.0,-56.22184688900053,-34.84170497283423
1.0,1.0,-56.13158132866163,-34.855251170389145
0.0,1.0,-56.10652704120036,-34.885953763010924
1.0,1.0,-56.151642450689046,-34.8617499725149
1.0,1.0,-56.15449321924308,-34.84508779283662
1.0,1.0,-56.20318863444761,-34.871115997415394
1.0,1.0,-56.25999078275689,-34.87530735669219
1.0,1.0,-56.15200531024485,-34.89033728500856
1.0,1.0,-56.19498366459722,-34.88224341998849
1.0,1.0,-56.23156314556188,-34.84952169767469
1.0,1.0,-56.13971612926939,-34.83565124076682
1.0,1.0,-56.270752869852224,-34.85228786823399
0.0,1.0,-56.18525513058177,-34.87564106491941
1.0,1.0,-56.14695943270956,-34.827902251572375
1.0,1.0,-56.20774391959786,-34.90378842114628
1.0,1.0,-56.15407530274501,-34.880567970798154
1.0,1.0,-56.13686074312135,-34.91006860544453
0.0,1.0,-56.15216081490498,-34.86986915442597
1.0,1.0,-56.26270042006536,-34.85981392896251
1.0,1.0,-56.20507589857522,-34.90237332101761
1.0,1.0,-56.17812943724184,-34.887991883637
1.0,1.0,-56.25248580678307,-34.86430534482064
1.0,1.0,-56.16576199761297,-34.89895379055447
1.0,1.0,-56.20618714235175,-34.843722863777785
1.0,1.0,-56.157657128599006,-34.79754314385185
1.0,1.0,-56.12396944424931,-34.86128324251829
1.0,1.0,-56.22109598737488,-34.86915804361501
1.0,1.0,-56.15445478800314,-34.86488052954236
1.0,1.0,-56.195114602369735,-34.7957677150629
1.0,1.0,-56.14610738165644,-34.84687775905302
1.0,1.0,-56.28040800022948,-34.874077304698034
1.0,1.0,-56.25398337132661,-34.843845063539945
1.0,1.0,-56.131384081989935,-34.858405813953425
1.0,1.0,-56.18747768597982,-34.89995754149083
1.0,1.0,-56.12130188976621,-34.86523159657569
1.0,1.0,-56.15562778291051,-34.84644827384618
0.0,1.0,-56.18346042540917,-34.89668440073864
0.0,1.0,-56.197244289279766,-34.841049133773296
0.0,1.0,-56.19802736690093,-34.85052252917206
0.0,1.0,-56.0451830992255,-34.8866596439949
0.0,1.0,-56.14403877989675,-34.856511740132056
0.0,1.0,-56.220784679017854,-34.855765277258136
0.0,1.0,-56.19274239777787,-34.893229659824655
0.0,1.0,-56.179103068799854,-34.88912562303067
0.0,1.0,-56.06852428008592,-34.898337653117075
0.0,1.0,-56.173463900961615,-34.88944810169705
0.0,1.0,-56.05039487789893,-34.77592345108449
0.0,1.0,-56.14338809114145,-34.86124124047848
0.0,1.0,-56.18277299442267,-34.91083688747934
1.0,1.0,-56.13376789471446,-34.86058696754799
0.0,1.0,-56.175768657000326,-34.888787454928
0.0,1.0,-56.07672978989364,-34.795783851634006
0.0,1.0,-56.22164052714197,-34.83457991372111
0.0,1.0,-56.19295352476195,-34.843635775313416
0.0,1.0,-56.18838887924584,-34.90190234338003
0.0,1.0,-56.20701733425553,-34.9053617071359
0.0,1.0,-56.18156626983692,-34.89455260134918
0.0,1.0,-56.2147330797511,-34.85369744531515
0.0,1.0,-56.13833088904661,-34.86887020340868
0.0,1.0,-56.21368041135026,-34.83786515286679
0.0,1.0,-56.23021824393216,-34.82949457544622
0.0,1.0,-56.15838154717869,-34.919687643003854
0.0,1.0,-56.16290325933088,-34.86786960809782
1.0,1.0,-56.25304902483754,-34.83225195220436
1.0,1.0,-56.1962656794808,-34.86295483493337
1.0,1.0,-56.11132295240324,-34.87755779939035
1.0,1.0,-56.12030101020889,-34.866757295489705
1.0,1.0,-56.14325578110974,-34.86872465919044
1.0,1.0,-56.15914164421164,-34.888087456195784
0.0,1.0,-56.14461000868999,-34.83302563922834
0.0,1.0,-56.19174430062841,-34.84425896095853
0.0,1.0,-56.156650271928704,-34.88022516960628
0.0,1.0,-56.22498333033715,-34.85714471221356
0.0,1.0,-56.22388261217207,-34.85204287916982
0.0,1.0,-56.16977882774172,-34.89677206484411
0.0,1.0,-56.14274246876352,-34.86547481802036
0.0,1.0,-56.220368465007965,-34.865095574557486
0.0,1.0,-56.158109875999,-34.89804438874554
0.0,1.0,-56.24599727822584,-34.83202810020464
0.0,1.0,-56.21625102607469,-34.87241823935269
0.0,1.0,-56.176342971630376,-34.86412903182186
0.0,1.0,-56.136862599095615,-34.84185297914031
0.0,1.0,-56.185546447290605,-34.89047647157912
0.0,1.0,-56.18809927026077,-34.88684154603392
0.0,1.0,-56.18277299442267,-34.91083688747934
0.0,1.0,-56.20076642523205,-34.833091949804505
0.0,1.0,-56.14009797509948,-34.87253471146311
0.0,1.0,-56.14940716908456,-34.914124648708416
0.0,1.0,-56.27034697717916,-34.77428438351509
0.0,1.0,-56.14910018467383,-34.89613311252975
0.0,1.0,-56.1585742227865,-34.927624128605
0.0,1.0,-56.18245850352345,-34.89839094794252
0.0,1.0,-56.243716659078736,-34.85419674680793
1.0,1.0,-56.17691675023169,-34.888885406948454
0.0,1.0,-56.1858738568418,-34.90166009087998
0.0,1.0,-56.25672640939635,-34.86113016931888
0.0,1.0,-56.13394981029661,-34.86410500493639
0.0,1.0,-56.21753262665306,-34.85840451779739
1.0,1.0,-56.13650602246099,-34.8026700772529
0.0,1.0,-56.097211119769455,-34.822177942501455
0.0,1.0,-56.183569838685706,-34.880093324962544
0.0,1.0,-56.25952887640751,-34.8780097530904
0.0,1.0,-56.20539859358039,-34.90864244100196
0.0,1.0,-56.2513111802466,-34.830933742833906
0.0,1.0,-56.14661204833868,-34.90919066408875
0.0,1.0,-56.168955446540345,-34.86984984431163
0.0,1.0,-56.19925629185662,-34.847870506117765
0.0,1.0,-56.15252820223613,-34.882045046086795
1.0,1.0,-56.17267520923922,-34.842552711666976
1.0,1.0,-56.2593566643933,-34.878910440056806
0.0,1.0,-56.1112870983335,-34.89613303454757
0.0,1.0,-56.16627508534047,-34.86983149482253
0.0,1.0,-56.2449015399751,-34.86818103963478
0.0,1.0,-56.187208598363874,-34.86059521426524
0.0,1.0,-56.14356189384242,-34.902496456069
0.0,1.0,-56.13690650859508,-34.90569557752236
0.0,1.0,-56.19237791223538,-34.89692432573725
0.0,1.0,-56.05901000321961,-34.88807495556461
0.0,1.0,-56.15634240322711,-34.872873947047964
0.0,1.0,-56.136554419897,-34.81899184809848
0.0,1.0,-56.21120865566004,-34.84474744389576
0.0,1.0,-56.19656217352102,-34.87183886346863
0.0,1.0,-56.067537524129015,-34.8694299678538
0.0,1.0,-56.16052842164246,-34.87547284922018
0.0,1.0,-56.069613570906526,-34.79189729259146
0.0,1.0,-56.17885234542364,-34.897825602261456
0.0,1.0,-56.19717556671591,-34.90439536601542
1.0,1.0,-56.13669832336722,-34.80519630614673
0.0,1.0,-56.13510048054891,-34.91091272604247
0.0,1.0,-56.20895898829197,-34.83409232579017
0.0,1.0,-56.13275313181611,-34.905124976944734
0.0,1.0,-56.172637810424085,-34.911805291752046
0.0,1.0,-56.12520414317216,-34.84799162819462
1.0,1.0,-56.265665237746205,-34.76614046347523
0.0,1.0,-56.274106973367445,-34.881389006359655
0.0,1.0,-56.14585043879036,-34.90345937108038
1.0,1.0,-56.10630924224302,-34.89596127783483
0.0,1.0,-56.161333824867256,-34.914658407148075
0.0,1.0,-56.05942123162866,-34.87599509934513
1.0,1.0,-56.184743684920015,-34.87203071226832
0.0,1.0,-56.13588917671376,-34.87218926734491
0.0,1.0,-56.19443760080229,-34.88774035694575
0.0,1.0,-56.14990460642412,-34.90303693392085
0.0,1.0,-56.16591591669024,-34.87289491325019
0.0,1.0,-56.082457796075325,-34.88545887090864
0.0,1.0,-56.13223004678804,-34.85597718470794
1.0,1.0,-56.18433125933345,-34.90823235151379
0.0,1.0,-56.12238187880513,-34.794408317955494
1.0,1.0,-56.17326140903708,-34.8659566688856
0.0,1.0,-56.26471207544758,-34.87961924939006
0.0,1.0,-56.1913846897311,-34.886592925576124
0.0,1.0,-56.10668956807456,-34.87599091138896
0.0,1.0,-56.15293256722107,-34.885294081804446
0.0,1.0,-56.13972371172088,-34.81914955887312
0.0,1.0,-56.19637519251253,-34.8573197215143
0.0,1.0,-56.15221912013283,-34.86418866543158
1.0,1.0,-56.16697177922212,-34.87668941598656
0.0,1.0,-56.17397655040385,-34.865555749992666
0.0,1.0,-56.0557985583317,-34.89138640926847
0.0,1.0,-56.15270617330599,-34.859367803352235
0.0,1.0,-56.15075012194429,-34.890012918084416
0.0,1.0,-56.09914637339167,-34.88039878345519
1.0,1.0,-56.04736199407071,-34.878020244503155
0.0,1.0,-56.25838693246991,-34.883323032489905
0.0,1.0,-56.07069996141612,-34.792491719203746
0.0,1.0,-56.15660144985991,-34.88500398688605
0.0,1.0,-56.09269765021646,-34.874760144594205
0.0,1.0,-56.14005966922275,-34.83416581025121
0.0,1.0,-56.18574021642078,-34.85418308276026
0.0,1.0,-56.142234632509215,-34.83007827800586
0.0,1.0,-56.14984829118909,-34.83941958390353
0.0,1.0,-56.089513953989616,-34.89060664953773
0.0,1.0,-56.12572016061856,-34.845741013217136
0.0,1.0,-56.17789217159847,-34.889838822319184
0.0,1.0,-56.13480665045142,-34.88674444729051
0.0,1.0,-56.094890580693686,-34.89429877314887
0.0,1.0,-56.11012582125683,-34.88710731433342
0.0,1.0,-56.14390854671164,-34.832118970874255
0.0,1.0,-56.29772374473942,-34.774174862533805
0.0,1.0,-56.1154124246934,-34.86352069954803
0.0,1.0,-56.22913896018246,-34.82209346147117
0.0,1.0,-56.06051760818897,-34.89502984560834
0.0,1.0,-56.06557305391917,-34.873833321046284
0.0,1.0,-56.26401813959696,-34.87767631755176
0.0,1.0,-56.12612165730614,-34.83880057079653
0.0,1.0,-56.16310172992535,-34.89686153274023
0.0,1.0,-56.14475308857942,-34.8931719970364
0.0,1.0,-56.1724464759087,-34.91450916204633
0.0,1.0,-56.16391327884932,-34.87617247033194
0.0,1.0,-56.18245850352345,-34.89839094794252
1.0,1.0,-56.25167394336029,-34.845228574410285
1.0,1.0,-56.11804273682203,-34.827200096698355
0.0,1.0,-56.23618063115333,-34.8647450594347
1.0,1.0,-56.17942724856735,-34.8785324938938
0.0,1.0,-56.18624076833787,-34.881103135574826
0.0,1.0,-56.21414684116082,-34.90955596694905
0.0,1.0,-56.18177787064945,-34.878728682693605
0.0,1.0,-56.216604896185615,-34.817775216023655
0.0,1.0,-56.19011197001134,-34.876890852050614
0.0,1.0,-56.141070647800646,-34.8263278682485
0.0,1.0,-56.16706637234101,-34.91068516334019
0.0,1.0,-56.17266951534535,-34.85404977913583
0.0,1.0,-56.19656217352102,-34.87183886346863
0.0,1.0,-56.18747768597982,-34.89995754149083
0.0,1.0,-56.16472467924098,-34.887900515168546
1.0,1.0,-56.068962062599965,-34.87408475096648
0.0,1.0,-56.17127221932637,-34.88429332945023
1.0,1.0,-56.09717212493851,-34.815730270825384
0.0,1.0,-56.12559226408578,-34.873332980948106
0.0,1.0,-56.08058904208209,-34.89603996073638
0.0,1.0,-56.18218739490747,-34.88157188747083
0.0,1.0,-56.15739195131516,-34.83433218983458
0.0,1.0,-56.153459069436025,-34.91397259838855
0.0,1.0,-56.24550901848498,-34.86755359504155
0.0,1.0,-56.27164717551945,-34.87492687586891
0.0,1.0,-56.23666765774703,-34.85347640353203
0.0,1.0,-56.2195415935382,-34.86576657139249
0.0,1.0,-56.21718680768435,-34.83716637781752
0.0,1.0,-56.19656217352102,-34.87183886346863
0.0,1.0,-56.18868314067334,-34.894239621446104
0.0,1.0,-56.15562778291051,-34.84644827384618
0.0,1.0,-56.161507713271725,-34.80591082649366
0.0,1.0,-56.254064610875744,-34.8772549615796
0.0,1.0,-56.19828858559822,-34.85742252414355
0.0,1.0,-56.17136094658048,-34.870001521401015
1.0,1.0,-56.16700435767633,-34.91140611766902
0.0,1.0,-56.157565836891145,-34.90309027924647
0.0,1.0,-56.19413674100009,-34.890533724467154
0.0,1.0,-56.03968392169952,-34.87962801563036
0.0,1.0,-56.226589856818045,-34.831590652330696
0.0,1.0,-56.1363164577046,-34.820838715820905
0.0,1.0,-56.17799767566449,-34.91220235472001
0.0,1.0,-56.2314595913942,-34.81358667358812
0.0,1.0,-56.22376707159937,-34.81191470564295
0.0,1.0,-56.16540434120321,-34.85855388446804
0.0,1.0,-56.26578594604632,-34.77718765345754
0.0,1.0,-56.1894345739991,-34.8957324864655
0.0,1.0,-56.17182929754502,-34.86693882757689
0.0,1.0,-56.15560817378213,-34.89117391929647
0.0,1.0,-56.20979600003549,-34.80370909454031
0.0,1.0,-56.16757012674911,-34.81185883984055
0.0,1.0,-56.23866478083437,-34.868232322654166
0.0,1.0,-56.17777330989216,-34.890784832904245
0.0,1.0,-56.14314197020448,-34.895505134774844
0.0,1.0,-56.13739753792101,-34.89537433113027
0.0,1.0,-56.172649480532485,-34.883355895464184
0.0,1.0,-56.16708575906183,-34.8599630968363
0.0,1.0,-56.17871694449382,-34.88393807466603
0.0,1.0,-56.139472920717225,-34.906254810083134
0.0,1.0,-56.058054667501416,-34.875894347236425
0.0,1.0,-56.18865191652624,-34.89184983233816
0.0,1.0,-56.18868314067334,-34.894239621446104
0.0,1.0,-56.1740645977389,-34.878631439883485
0.0,1.0,-56.14157077016316,-34.90451128630917
0.0,1.0,-56.257230051265005,-34.84161058100779
0.0,1.0,-56.10884225867927,-34.82857581836462
0.0,1.0,-56.13504944468163,-34.7798908225046
0.0,1.0,-56.17182929754502,-34.86693882757689
0.0,1.0,-56.226589856818045,-34.831590652330696
0.0,1.0,-56.15882856126455,-34.891962714698565
0.0,1.0,-56.23505647130381,-34.83845232680102
0.0,1.0,-56.12291300968298,-34.86289873717324
0.0,1.0,-56.17629336730876,-34.902001315847606
0.0,1.0,-56.15560817378213,-34.89117391929647
0.0,1.0,-56.15069964734243,-34.863005813334865
0.0,1.0,-56.12768788052807,-34.84066036237017
0.0,1.0,-56.176182361891215,-34.90763635018865
1.0,1.0,-56.25153418077405,-34.87877236032056
1.0,1.0,-56.26407123994909,-34.87785698626238
0.0,1.0,-56.24175956907207,-34.870776521611845
0.0,1.0,-56.18802370896624,-34.90564207116418
0.0,1.0,-56.06758076515741,-34.846210917949385
0.0,1.0,-56.21582554950693,-34.85961086492051
0.0,1.0,-56.16570956114328,-34.91495904462917
0.0,1.0,-56.13863013385019,-34.81391175467856
0.0,1.0,-56.16798919613651,-34.82998662832386
0.0,1.0,-56.15538918278704,-34.917908522028895
0.0,1.0,-56.16388859475418,-34.90561368463025
0.0,1.0,-56.0557985583317,-34.89138640926847
0.0,1.0,-56.16184322938195,-34.83215369061269
