gravedad,departamento,longitud,latitud
0.0,1.0,-56.22249411950106,-34.86010455235317
0.0,1.0,-56.1066765948512,-34.8923570914391
0.0,1.0,-56.16175231175423,-34.88963842268249
0.0,1.0,-56.14713321352536,-34.826956648478976
0.0,1.0,-56.17136094658048,-34.870001521401015
0.0,1.0,-56.21256231902811,-34.85765104704363
0.0,1.0,-56.18748770398437,-34.871147348897445
0.0,1.0,-56.18477769684789,-34.89628746536131
0.0,1.0,-56.13804348680227,-34.85971562017265
0.0,1.0,-56.19072460145645,-34.886949224859414
0.0,1.0,-56.13509986300906,-34.86397793124731
0.0,1.0,-56.16627508534047,-34.86983149482253
0.0,1.0,-56.15167940704203,-34.91139027786048
0.0,1.0,-56.18681370105549,-34.884037591563235
0.0,1.0,-56.15500058853306,-34.843603459418915
0.0,1.0,-56.19316759054949,-34.87772272660672
0.0,1.0,-56.16573959151231,-34.88493178317606
0.0,1.0,-56.152932344920735,-34.85864799447648
0.0,1.0,-56.17612445250276,-34.896995588073594
0.0,1.0,-56.165691779100136,-34.9113069410258
0.0,1.0,-56.20926127817416,-34.85965853151103
1.0,1.0,-56.16577022205127,-34.9143733407332
0.0,1.0,-56.061609260841216,-34.88083620954193
0.0,1.0,-56.20839248158617,-34.83043659787053
0.0,1.0,-56.10172513064564,-34.82437551070206
0.0,1.0,-56.07491489752889,-34.8701175274497
0.0,1.0,-56.10884225867927,-34.82857581836462
0.0,1.0,-56.17031335703416,-34.84902910842471
1.0,1.0,-56.104142619372425,-34.85861395687403
0.0,1.0,-56.231383991626494,-34.81584055411717
1.0,1.0,-56.186022407788734,-34.88660222490164
0.0,1.0,-56.15662454278174,-34.84523785029741
0.0,1.0,-56.22290677663476,-34.8045600047252
0.0,1.0,-56.09830447972073,-34.87232211602814
0.0,1.0,-56.08146227641776,-34.79288902626525
0.0,1.0,-56.16244424560311,-34.91849838870548
0.0,1.0,-56.149863705548455,-34.880448419852115
1.0,1.0,-56.18290052933972,-34.90348867767026
0.0,1.0,-56.12091313577304,-34.89660881115369
0.0,1.0,-56.16881806533184,-34.8236801379798
0.0,1.0,-56.14940716908456,-34.914124648708416
0.0,1.0,-56.16503606019703,-34.89498121079331
0.0,1.0,-56.1656429817668,-34.899899785721296
1.0,1.0,-56.16344422408908,-34.87386983432874
0.0,1.0,-56.19100112366115,-34.858726863581786
0.0,1.0,-56.1813322599978,-34.86849103801533
0.0,1.0,-56.233562297060416,-34.81675603812634
0.0,1.0,-56.24828839742424,-34.83262841161008
0.0,1.0,-56.07182525168278,-34.88704633423422
0.0,1.0,-56.18160678183827,-34.884949465668164
0.0,1.0,-56.18223895776382,-34.87084164120219
0.0,1.0,-56.15246552894051,-34.877490884688335
0.0,1.0,-56.09631435724195,-34.88421008571913
0.0,1.0,-56.16449429455765,-34.89984680855191
0.0,1.0,-56.19623731294646,-34.83775114388967
0.0,1.0,-56.14066559743462,-34.90734531646213
0.0,1.0,-56.16612530269838,-34.88466391116911
0.0,1.0,-56.21582554950693,-34.85961086492051
1.0,1.0,-56.138875077369256,-34.8323990503522
0.0,1.0,-56.31839542119084,-34.87830894131786
0.0,1.0,-56.10750940280721,-34.8861864100491
0.0,1.0,-56.20830345266725,-34.87398986839312
0.0,1.0,-56.14990460642412,-34.90303693392085
0.0,1.0,-56.12181055003653,-34.83795796385705
1.0,1.0,-56.12909424629524,-34.89919253048656
1.0,1.0,-56.13863013385019,-34.81391175467856
0.0,1.0,-56.24441788986881,-34.8492866291926
0.0,1.0,-56.2527496250863,-34.8835139461127
0.0,1.0,-56.17001271402279,-34.92247281572437
0.0,1.0,-56.14489681215696,-34.9109820524662
0.0,1.0,-56.19381714698538,-34.88403915072336
0.0,1.0,-56.09964500863781,-34.89487511635171
0.0,1.0,-56.13047102185998,-34.81520632363192
0.0,1.0,-56.17144665949896,-34.89416843755308
0.0,1.0,-56.13199062124357,-34.899573939025814
0.0,1.0,-56.202193100153785,-34.87223663510769
0.0,1.0,-56.22464036186847,-34.85872056472926
1.0,1.0,-56.256080198217255,-34.85999904489118
0.0,1.0,-56.25007998269847,-34.84007883612362
0.0,1.0,-56.19461933770211,-34.88593810128354
0.0,1.0,-56.20158519451851,-34.85023033033604
0.0,1.0,-56.21212890220939,-34.8744204977684
0.0,1.0,-56.20430741749298,-34.828786816710284
0.0,1.0,-56.20400582759631,-34.84875833275165
0.0,1.0,-56.14661204833868,-34.90919066408875
0.0,1.0,-56.124504428202144,-34.84176465372284
0.0,1.0,-56.22201314390699,-34.79495071383073
0.0,1.0,-56.18817651586282,-34.85672422572926
0.0,1.0,-56.185546447290605,-34.89047647157912
0.0,1.0,-56.1215578983728,-34.846297146868764
0.0,1.0,-56.1871367400292,-34.89012642487214
0.0,1.0,-56.25515713027354,-34.8774420068749
0.0,1.0,-56.2171334989788,-34.808129974546084
1.0,1.0,-56.128666872730506,-34.835978374715395
0.0,1.0,-56.14537334260911,-34.87554760898359
1.0,1.0,-56.26441715910093,-34.87587525928068
0.0,1.0,-56.14799721934669,-34.849235515300755
0.0,1.0,-56.1699596119546,-34.884239287797186
0.0,1.0,-56.05800152269825,-34.89014109644749
0.0,1.0,-56.20662645124531,-34.9061707113725
0.0,1.0,-56.270752869852224,-34.85228786823399
0.0,1.0,-56.12053709822976,-34.839436619254926
0.0,1.0,-56.2221533885557,-34.838190151748
0.0,1.0,-56.12621401850687,-34.88695350448329
0.0,1.0,-56.13445367631101,-34.84733642141287
0.0,1.0,-56.18153183524837,-34.89802402049876
0.0,1.0,-56.17180339475427,-34.90224132080035
0.0,1.0,-56.16901060477582,-34.820840980711566
0.0,1.0,-56.22079502511035,-34.80242740271412
0.0,1.0,-56.18245850352345,-34.89839094794252
0.0,1.0,-56.16710015029051,-34.869386284293256
0.0,1.0,-56.1750397051844,-34.90149686351262
0.0,1.0,-56.224592177564055,-34.8288727139304
0.0,1.0,-56.13972371172088,-34.81914955887312
0.0,1.0,-56.22573948858639,-34.79975372698077
0.0,1.0,-56.15075012194429,-34.890012918084416
0.0,1.0,-56.14076415500635,-34.824251714406664
0.0,1.0,-56.19510189051132,-34.87011591387083
0.0,1.0,-56.28857220465974,-34.885306898758515
0.0,1.0,-56.17317467003328,-34.90739049342302
0.0,1.0,-56.17139353132861,-34.86130003744026
0.0,1.0,-56.14522018109079,-34.78983672825068
0.0,1.0,-56.15881850534026,-34.914415590838644
0.0,1.0,-56.16642541261988,-34.89287168905074
0.0,1.0,-56.16496022373289,-34.74538247352567
0.0,1.0,-56.145261233617,-34.881092443419284
0.0,1.0,-56.08557444434005,-34.87082936924818
0.0,1.0,-56.22226658998581,-34.82615264661796
0.0,1.0,-56.13669832336722,-34.80519630614673
0.0,1.0,-56.25248580678307,-34.86430534482064
1.0,1.0,-56.18773949207248,-34.89004028112268
0.0,1.0,-56.15417148847192,-34.913887386918944
1.0,1.0,-56.20055012341415,-34.8271841403579
0.0,1.0,-56.12988067518923,-34.886889632730714
0.0,1.0,-56.12823707099759,-34.8404388669055
0.0,1.0,-56.20703052521522,-34.84701970491244
0.0,1.0,-56.16249595919707,-34.902628403613754
0.0,1.0,-56.20451495806711,-34.86972699583401
0.0,1.0,-56.17955816606891,-34.87636922515472
1.0,1.0,-56.346257804840974,-34.80041570913903
1.0,1.0,-56.25246468632108,-34.830354703917735
0.0,1.0,-56.2211406246637,-34.86442422150671
0.0,1.0,-56.13271618379482,-34.86698174222028
0.0,1.0,-56.13887853344698,-34.87405901751616
0.0,1.0,-56.15231407535112,-34.88691287858508
0.0,1.0,-56.07956619247811,-34.88471563445631
0.0,1.0,-56.25475830807055,-34.87919794736415
0.0,1.0,-56.06446896679099,-34.898847536806684
0.0,1.0,-56.26487880377944,-34.79936521687818
0.0,1.0,-56.23126336150933,-34.828824878309646
1.0,1.0,-56.1647373699602,-34.89745890572322
0.0,1.0,-56.15187417165907,-34.903095780379914
1.0,1.0,-56.15739195131516,-34.83433218983458
0.0,1.0,-56.17791536814912,-34.898495563777175
0.0,1.0,-56.15423012867244,-34.892156237451616
0.0,1.0,-56.17629336730876,-34.902001315847606
0.0,1.0,-56.13724523057538,-34.90470608762269
0.0,1.0,-56.11134684536356,-34.87025400114132
0.0,1.0,-56.23411644372963,-34.80413511087771
0.0,1.0,-56.12235089594696,-34.874617128831154
0.0,1.0,-56.19868814553751,-34.90643423513889
0.0,1.0,-56.16304832939577,-34.91291186685053
0.0,1.0,-56.19875361913354,-34.84894927860395
0.0,1.0,-56.14941687334231,-34.83883044118847
0.0,1.0,-56.20501436268219,-34.83487817503525
0.0,1.0,-56.18930055777868,-34.90380205501542
0.0,1.0,-56.09694316074904,-34.89674868606273
0.0,1.0,-56.06446424976094,-34.7881156279078
0.0,1.0,-56.09154444446106,-34.89504027256569
0.0,1.0,-56.16461377996295,-34.89885573153409
0.0,1.0,-56.12002772447422,-34.88726956936845
0.0,1.0,-56.26944213838988,-34.7653516069262
0.0,1.0,-56.153459069436025,-34.91397259838855
0.0,1.0,-56.14153591972014,-34.89734233711117
0.0,1.0,-56.165137752712056,-34.86869652818625
0.0,1.0,-56.193471421775854,-34.897021759489625
0.0,1.0,-56.15221912013283,-34.86418866543158
0.0,1.0,-56.14105076010859,-34.90189261471408
0.0,1.0,-56.243774682568855,-34.800002393845055
0.0,1.0,-56.17397655040385,-34.865555749992666
0.0,1.0,-56.16011187585123,-34.87339599565372
0.0,1.0,-56.230319332904045,-34.81862922661448
0.0,1.0,-56.17377206090993,-34.90238997877847
0.0,1.0,-56.16576331836768,-34.88799782024281
1.0,1.0,-56.1602221471348,-34.8894475158693
0.0,1.0,-56.23229510905272,-34.85903965102373
1.0,1.0,-56.15234342584393,-34.86806696928041
0.0,1.0,-56.13489575671646,-34.90955868620449
0.0,1.0,-56.16461377996295,-34.89885573153409
0.0,1.0,-56.19274239777787,-34.893229659824655
0.0,1.0,-56.18457111817818,-34.872886199732505
1.0,1.0,-56.12315648070248,-34.87088077761839
0.0,1.0,-56.27669415742177,-34.87960095277527
0.0,1.0,-56.14256975434011,-34.882110475931164
0.0,1.0,-56.16126472692168,-34.88377383178776
0.0,1.0,-56.14224442221942,-34.8344066687309
0.0,1.0,-56.18112287641037,-34.88408956424341
1.0,1.0,-56.19258943780527,-34.808104856139366
0.0,1.0,-56.18417438666263,-34.87428122145435
0.0,1.0,-56.151766132064544,-34.90827993821675
0.0,1.0,-56.12461188293485,-34.84194577329158
0.0,1.0,-56.15407530274501,-34.880567970798154
0.0,1.0,-56.346722068951,-34.817776927261534
0.0,1.0,-56.16330711478727,-34.838791519826174
0.0,1.0,-56.1871367400292,-34.89012642487214
0.0,1.0,-56.21081212255086,-34.8633657188933
0.0,1.0,-56.16466597517594,-34.85584361908859
0.0,1.0,-56.18760333030002,-34.90942651261369
0.0,1.0,-56.14496677931064,-34.840828139900175
0.0,1.0,-56.118199030114944,-34.84843699154395
0.0,1.0,-56.17898556764192,-34.889936384968
0.0,1.0,-56.21414684116082,-34.90955596694905
1.0,1.0,-56.20109472565736,-34.83872996787288
0.0,1.0,-56.20979600003549,-34.80370909454031
0.0,1.0,-56.1129138230116,-34.86187938899118
0.0,1.0,-56.15125784957142,-34.89916897669976
0.0,1.0,-56.17621813647757,-34.89857424512654
0.0,1.0,-56.26161012037176,-34.82878741980476
0.0,1.0,-56.27237120217293,-34.83620146905468
0.0,1.0,-56.20518213582262,-34.8572423410626
0.0,1.0,-56.163818095657085,-34.86936375759486
0.0,1.0,-56.21089075801666,-34.90664933826604
1.0,1.0,-56.1647373699602,-34.89745890572322
0.0,1.0,-56.1902603779433,-34.83942480249167
0.0,1.0,-56.25525585825478,-34.85435813194666
1.0,1.0,-56.12163263299887,-34.895847548530185
0.0,1.0,-56.13029529837434,-34.87350197269788
0.0,1.0,-56.14390854671164,-34.832118970874255
1.0,1.0,-56.220908577810405,-34.831013355817205
1.0,1.0,-56.150790953494,-34.85944461681711
0.0,1.0,-56.13789951606943,-34.8735110431472
0.0,1.0,-56.14931892848391,-34.85366325149731
1.0,1.0,-56.25261403870636,-34.8743154115499
0.0,1.0,-56.19408577992686,-34.90135412934796
0.0,1.0,-56.1101255959075,-34.75495839897865
0.0,1.0,-56.245246385686414,-34.85438659777321
0.0,1.0,-56.14356189384242,-34.902496456069
1.0,1.0,-56.101835449977,-34.82428615206381
0.0,1.0,-56.16831706563898,-34.835444371509084
0.0,1.0,-56.12130188976621,-34.86523159657569
0.0,1.0,-56.16940227888046,-34.86349569478285
0.0,1.0,-56.1327813604424,-34.88682018829918
0.0,1.0,-56.2235113015978,-34.86245556485486
0.0,1.0,-56.1139547061182,-34.892320190136914
0.0,1.0,-56.14013521039151,-34.784796253568764
0.0,1.0,-56.12462792901517,-34.8559227006099
0.0,1.0,-56.15157633668933,-34.84155072264938
0.0,1.0,-56.13287420707831,-34.88839886915475
0.0,1.0,-56.12384130341029,-34.88883004675139
1.0,1.0,-56.17856217700487,-34.8939913003005
0.0,1.0,-56.21696773021663,-34.87183673020467
0.0,1.0,-56.19637519251253,-34.8573197215143
1.0,1.0,-56.13399600005621,-34.8649168893917
0.0,1.0,-56.20919817288175,-34.80907058058079
0.0,1.0,-56.1575982230396,-34.92135040088103
0.0,1.0,-56.1772136908138,-34.88654292322607
0.0,1.0,-56.12917216718585,-34.86587433895747
0.0,1.0,-56.150790953494,-34.85944461681711
0.0,1.0,-56.101835449977,-34.82428615206381
0.0,1.0,-56.08931848339461,-34.883526673490536
1.0,1.0,-56.16927157581946,-34.8492925170707
0.0,1.0,-56.14109806072259,-34.855273670211
0.0,1.0,-56.1020086282046,-34.8939007081762
0.0,1.0,-56.19280637579747,-34.89228326932514
0.0,1.0,-56.17491227908511,-34.86497597749418
0.0,1.0,-56.178027872189546,-34.9036812523921
0.0,1.0,-56.14679474664116,-34.833266415775675
0.0,1.0,-56.25683878917919,-34.81820796390616
0.0,1.0,-56.08140776350624,-34.88639774758863
0.0,1.0,-56.2071140693518,-34.86681333823648
0.0,1.0,-56.18338054605082,-34.90475432105614
0.0,1.0,-56.224558594436665,-34.79744675839648
0.0,1.0,-56.2477487651957,-34.89191431515117
0.0,1.0,-56.08654017489677,-34.7933330244286
0.0,1.0,-56.22752853743808,-34.86572739929766
0.0,1.0,-56.13159303740456,-34.89055386214532
0.0,1.0,-56.21646855729988,-34.872554901430085
0.0,1.0,-56.16479802229699,-34.89687320055624
1.0,1.0,-56.06694601749394,-34.776412130882534
0.0,1.0,-56.12500151829352,-34.87229174561634
0.0,1.0,-56.04284815218159,-34.77645047369039
0.0,1.0,-56.24308276746602,-34.86965759603864
0.0,1.0,-56.097211119769455,-34.822177942501455
0.0,1.0,-56.18451416244738,-34.906339954014136
0.0,1.0,-56.18793705789544,-34.89220575020481
0.0,1.0,-56.14157077016316,-34.90451128630917
0.0,1.0,-56.13390692982698,-34.8629775389562
0.0,1.0,-56.20701733425553,-34.9053617071359
0.0,1.0,-56.30098724016997,-34.84069764895641
0.0,1.0,-56.17001271402279,-34.92247281572437
0.0,1.0,-56.142348940640005,-34.85595879610238
0.0,1.0,-56.08296220986605,-34.884380611928435
0.0,1.0,-56.21043378220467,-34.79988082426612
0.0,1.0,-56.167997344060105,-34.73665629480823
0.0,1.0,-56.13509986300906,-34.86397793124731
0.0,1.0,-56.10978490753793,-34.888277058019504
0.0,1.0,-56.16582629061412,-34.89800741955168
1.0,1.0,-56.22573948858639,-34.79975372698077
1.0,1.0,-56.13323467950673,-34.885335574969226
0.0,1.0,-56.11969394060741,-34.89804274294853
0.0,1.0,-56.2531381902846,-34.87080186060728
0.0,1.0,-56.11023816096027,-34.88683761973614
0.0,1.0,-56.17995161761991,-34.89183653514797
0.0,1.0,-56.16757012674911,-34.81185883984055
0.0,1.0,-56.14421382963621,-34.88185154252586
0.0,1.0,-56.15498967042857,-34.914163595884
0.0,1.0,-56.2908757438654,-34.71872217166106
0.0,1.0,-56.253828917797385,-34.83672036119112
0.0,1.0,-56.164875556886045,-34.89461941756505
0.0,1.0,-56.05039487789893,-34.77592345108449
1.0,1.0,-56.18535203868581,-34.89354104560773
0.0,1.0,-56.18868314067334,-34.894239621446104
1.0,1.0,-56.19226105932995,-34.836146765010206
1.0,1.0,-56.10798364387445,-34.867614369787454
0.0,1.0,-56.211200574780975,-34.908590065060565
0.0,1.0,-56.16227278487953,-34.8545196454943
1.0,1.0,-56.15866995844077,-34.90751637705213
1.0,1.0,-56.25584693661301,-34.87374911289249
0.0,1.0,-56.22792740460743,-34.80544861881004
0.0,1.0,-56.183154763498976,-34.88333676402251
1.0,1.0,-56.14390854671164,-34.832118970874255
0.0,1.0,-56.16364866610155,-34.90768600036597
0.0,1.0,-56.241725720581314,-34.82677144666228
0.0,1.0,-56.13319579231551,-34.878617441107295
0.0,1.0,-56.25679823305495,-34.79836930390272
0.0,1.0,-56.16975160744307,-34.899477057931044
1.0,1.0,-56.17190736673046,-34.90823850365298
0.0,1.0,-56.13509986300906,-34.86397793124731
0.0,1.0,-56.13471824293756,-34.83773486274201
0.0,1.0,-56.162042000027135,-34.84491460158759
0.0,1.0,-56.15348119468341,-34.847785951039455
0.0,1.0,-56.15221912013283,-34.86418866543158
0.0,1.0,-56.17450028282647,-34.90618217554218
0.0,1.0,-56.14698141637333,-34.87876003490114
0.0,1.0,-56.2200119767193,-34.82171968140952
0.0,1.0,-56.22739617945562,-34.82722233321112
0.0,1.0,-56.14005966922275,-34.83416581025121
1.0,1.0,-56.15826072553179,-34.802687236173966
0.0,1.0,-56.18266631265835,-34.871881505652816
0.0,1.0,-56.16746457134476,-34.89292389719709
0.0,1.0,-56.14390854671164,-34.832118970874255
0.0,1.0,-56.08140776350624,-34.88639774758863
1.0,1.0,-56.21055369265338,-34.833155859615786
0.0,1.0,-56.214116707257176,-34.8609975231281
0.0,1.0,-56.193206953781285,-34.88489174630562
0.0,1.0,-56.09694316074904,-34.89674868606273
0.0,1.0,-56.127775809742936,-34.89449411599382
1.0,1.0,-56.19422535063571,-34.830974801130054
0.0,1.0,-56.16227657304736,-34.891896353820535
0.0,1.0,-56.12794509788134,-34.85256504819894
1.0,1.0,-56.20009081968398,-34.789849012453985
0.0,1.0,-56.16353798040689,-34.9024101483009
1.0,1.0,-56.18101115913253,-34.90086095339104
0.0,1.0,-56.15383770205902,-34.88773504768529
1.0,1.0,-56.27033008805893,-34.887768720865786
0.0,1.0,-56.18451416244738,-34.906339954014136
0.0,1.0,-56.126740549791975,-34.87338632019236
0.0,1.0,-56.18227627101487,-34.88364646335836
0.0,1.0,-56.13690650859508,-34.90569557752236
0.0,1.0,-56.1122382664115,-34.83820408347572
1.0,1.0,-56.17840575706604,-34.87672213504113
0.0,1.0,-56.13690650859508,-34.90569557752236
0.0,1.0,-56.22352239960567,-34.803030969198645
0.0,1.0,-56.13429937805024,-34.87772357811065
0.0,1.0,-56.15383770205902,-34.88773504768529
0.0,1.0,-56.12352763619307,-34.79459692213496
0.0,1.0,-56.16484354552641,-34.79493253644024
1.0,1.0,-56.2093763928556,-34.876206095460425
0.0,1.0,-56.18983823704437,-34.89920683051439
0.0,1.0,-56.21493115003217,-34.86163399851589
0.0,1.0,-56.12529842503385,-34.8442501257238
0.0,1.0,-56.1470787208885,-34.879932963007185
0.0,1.0,-56.227871561035535,-34.85829025543002
0.0,1.0,-56.13758394419256,-34.90371659650034
0.0,1.0,-56.124504428202144,-34.84176465372284
0.0,1.0,-56.20593437570288,-34.835876096285844
1.0,1.0,-56.10187539180627,-34.891059300908154
0.0,1.0,-56.15858388305491,-34.813916115336056
1.0,1.0,-56.22589938755343,-34.86445460914205
0.0,1.0,-56.23807659477196,-34.87269222951961
0.0,1.0,-56.16011126118205,-34.851934800153664
0.0,1.0,-56.13524030175923,-34.87146327211676
0.0,1.0,-56.14742884759029,-34.877816359650815
0.0,1.0,-56.06011544546829,-34.877488306388734
0.0,1.0,-56.16940227888046,-34.86349569478285
0.0,1.0,-56.06028199200005,-34.86766083750058
0.0,1.0,-56.15879275302738,-34.85251181321791
0.0,1.0,-56.170079631093344,-34.8940689388194
0.0,1.0,-56.122536085321485,-34.87263466823027
0.0,1.0,-56.18179236591868,-34.8827865644252
0.0,1.0,-56.27931140555251,-34.84927296510863
0.0,1.0,-56.2133358457901,-34.8740676196553
1.0,1.0,-56.17100067535498,-34.900432396263206
0.0,1.0,-56.14525347467048,-34.892409050380884
0.0,1.0,-56.182940271339824,-34.89947626019388
0.0,1.0,-56.22167800425887,-34.80734755758558
0.0,1.0,-56.20380620820649,-34.841092263817465
0.0,1.0,-56.124504428202144,-34.84176465372284
0.0,1.0,-56.14291586006489,-34.811822938017706
0.0,1.0,-56.179221481366106,-34.89922577243345
0.0,1.0,-56.16989552317453,-34.89605148059088
0.0,1.0,-56.17091207850117,-34.865670153465096
0.0,1.0,-56.17920082380432,-34.884797985327886
0.0,1.0,-56.30784014402562,-34.8190498370809
0.0,1.0,-56.16666613126802,-34.890709194753946
1.0,1.0,-56.14316600238366,-34.87210550738282
0.0,1.0,-56.19245380991396,-34.90594210637333
0.0,1.0,-56.25628521818256,-34.81897106425993
1.0,1.0,-56.15897700817453,-34.85052927660247
0.0,1.0,-56.18865191652624,-34.89184983233816
0.0,1.0,-56.26326952922955,-34.875733050059864
0.0,1.0,-56.13287783005367,-34.85679336183689
1.0,1.0,-56.18004503575571,-34.90446134541271
0.0,1.0,-56.13331265143413,-34.893541825136865
0.0,1.0,-56.16554884382419,-34.860493599098206
0.0,1.0,-56.181261643851066,-34.87561423777633
0.0,1.0,-56.24242332434618,-34.79237422922101
0.0,1.0,-56.1854308022254,-34.88556127338986
0.0,1.0,-56.16527773457375,-34.892728554182575
0.0,1.0,-56.173598084942576,-34.9142915680215
1.0,1.0,-56.16939858017236,-34.91823052071317
0.0,1.0,-56.16321268446891,-34.89131667926888
0.0,1.0,-56.05793085814908,-34.87715579590599
0.0,1.0,-56.22820534365348,-34.810815758370204
1.0,1.0,-56.16459978139773,-34.88402222779768
0.0,1.0,-56.21223435696941,-34.84615178431543
0.0,1.0,-56.142234632509215,-34.83007827800586
0.0,1.0,-56.190512893329874,-34.90295349490908
0.0,1.0,-56.12662360247143,-34.848227262250866
0.0,1.0,-56.06224516785984,-34.88746875303836
0.0,1.0,-56.16576951023372,-34.86572515359546
0.0,1.0,-56.246705453538105,-34.88631710651938
0.0,1.0,-56.162647856111406,-34.8552887008419
0.0,1.0,-56.17955816606891,-34.87636922515472
0.0,1.0,-56.25878569927328,-34.88156708055746
0.0,1.0,-56.17823307512067,-34.883078162098165
0.0,1.0,-56.24763339240441,-34.874555213703594
0.0,1.0,-56.21209595983043,-34.83771963934158
0.0,1.0,-56.14905188544683,-34.85835038338416
1.0,1.0,-56.16356985485017,-34.85606151796728
0.0,1.0,-56.24801718418107,-34.796286432865145
0.0,1.0,-56.168034902274144,-34.81456723422194
0.0,1.0,-56.115393298512416,-34.85508940818371
0.0,1.0,-56.21672585470799,-34.8684987563008
0.0,1.0,-56.17691675023169,-34.888885406948454
0.0,1.0,-56.22498333033715,-34.85714471221356
0.0,1.0,-56.18793705789544,-34.89220575020481
0.0,1.0,-56.18338054605082,-34.90475432105614
0.0,1.0,-56.18650637885827,-34.88746210738015
0.0,1.0,-56.18479595899161,-34.89443904559698
0.0,1.0,-56.13240805837892,-34.8233808505843
0.0,1.0,-56.16757012674911,-34.81185883984055
0.0,1.0,-56.19675561488884,-34.908179845721705
0.0,1.0,-56.18006565007209,-34.90238751381076
1.0,1.0,-56.16209546059399,-34.83963982687971
1.0,1.0,-56.150745063830186,-34.85858765237315
0.0,1.0,-56.23343710680594,-34.853861865708765
0.0,1.0,-56.15918828776059,-34.91572564837335
0.0,1.0,-56.152427020180205,-34.87591259212048
0.0,1.0,-56.15247021686434,-34.91432639480733
0.0,1.0,-56.20479670010081,-34.86319126959389
0.0,1.0,-56.19533015796911,-34.88598789499401
0.0,1.0,-56.20886506163038,-34.83819462471374
0.0,1.0,-56.2244963408974,-34.79825793237632
0.0,1.0,-56.161507713271725,-34.80591082649366
0.0,1.0,-56.214116707257176,-34.8609975231281
0.0,1.0,-56.14023089020526,-34.8912915586226
0.0,1.0,-56.186218588520376,-34.88890294767332
0.0,1.0,-56.185630953780105,-34.87636496749008
0.0,1.0,-56.2195415935382,-34.86576657139249
0.0,1.0,-56.25261403870636,-34.8743154115499
0.0,1.0,-56.15402437138936,-34.8588359424418
0.0,1.0,-56.15000486155651,-34.85610272142912
0.0,1.0,-56.16642935967126,-34.88164520680907
0.0,1.0,-56.15278887219928,-34.91527542550984
0.0,1.0,-56.16227278487953,-34.8545196454943
0.0,1.0,-56.25726608045594,-34.86194503116558
0.0,1.0,-56.22724107310531,-34.82041319909511
0.0,1.0,-56.18627389238228,-34.86108491633629
0.0,1.0,-56.14430315293568,-34.8837908832787
0.0,1.0,-56.17103720850533,-34.87500391710074
0.0,1.0,-56.17127221932637,-34.88429332945023
0.0,1.0,-56.21120865566004,-34.84474744389576
1.0,1.0,-56.13347140614049,-34.85756406279185
0.0,1.0,-56.208503038941785,-34.85316110362899
0.0,1.0,-56.225491467296514,-34.83794093016739
0.0,1.0,-56.35443674955975,-34.788961998962506
0.0,1.0,-56.1647373699602,-34.89745890572322
0.0,1.0,-56.19299221222368,-34.90125670039533
0.0,1.0,-56.22006649072784,-34.827536259896654
0.0,1.0,-56.08262611632699,-34.870311211898134
0.0,1.0,-56.292299474022464,-34.89091942240546
0.0,1.0,-56.16290325933088,-34.86786960809782
0.0,1.0,-56.34495137317897,-34.799732369447966
0.0,1.0,-56.185546447290605,-34.89047647157912
0.0,1.0,-56.19486501115973,-34.88318945130388
0.0,1.0,-56.1602221471348,-34.8894475158693
0.0,1.0,-56.07586650672919,-34.89262270006721
0.0,1.0,-56.16256378732338,-34.91750731745212
0.0,1.0,-56.19717556671591,-34.90439536601542
0.0,1.0,-56.15737963493832,-34.92666904259159
0.0,1.0,-56.19544251833754,-34.79576988326648
0.0,1.0,-56.170079631093344,-34.8940689388194
0.0,1.0,-56.15234342584393,-34.86806696928041
0.0,1.0,-56.20151942155156,-34.85703800002387
0.0,1.0,-56.20518213582262,-34.8572423410626
0.0,1.0,-56.17847374483415,-34.90287271343644
0.0,1.0,-56.26799031128176,-34.86778118709614
0.0,1.0,-56.12291300968298,-34.86289873717324
0.0,1.0,-56.13128101230582,-34.83698897753542
0.0,1.0,-56.2450108216971,-34.79631290758088
1.0,1.0,-56.23146321195855,-34.84262276551882
0.0,1.0,-56.19561667000415,-34.83409500469064
0.0,1.0,-56.11628727970805,-34.868666902354725
0.0,1.0,-56.15358524803867,-34.89634477273875
0.0,1.0,-56.18699414983633,-34.90459820255902
0.0,1.0,-56.15560817378213,-34.89117391929647
0.0,1.0,-56.16870306836876,-34.89491617265601
0.0,1.0,-56.18390489551683,-34.91260285861371
0.0,1.0,-56.11293020916916,-34.83487272839962
0.0,1.0,-56.16290325933088,-34.86786960809782
0.0,1.0,-56.1770907814257,-34.88789468402552
0.0,1.0,-56.22121611898198,-34.80995965815834
0.0,1.0,-56.2691494457076,-34.83568619634683
0.0,1.0,-56.16648457222399,-34.85991389100391
0.0,1.0,-56.23309138508575,-34.8557533348163
0.0,1.0,-56.05667948197771,-34.77105785894403
1.0,1.0,-56.1750397051844,-34.90149686351262
0.0,1.0,-56.139904416187214,-34.90161399073085
0.0,1.0,-56.18134575451523,-34.90023199873006
0.0,1.0,-56.13669832336722,-34.80519630614673
0.0,1.0,-56.20109472565736,-34.83872996787288
0.0,1.0,-56.16290325933088,-34.86786960809782
0.0,1.0,-56.27062057119222,-34.774240935404144
0.0,1.0,-56.17064683801657,-34.90841025294463
0.0,1.0,-56.30784014402562,-34.8190498370809
0.0,1.0,-56.18941794233025,-34.891854942945415
0.0,1.0,-56.1854308022254,-34.88556127338986
